Attribute,Index,Dirty Value,Cleaned Value
brewery_name,2,nan,18th Street Brewery
brewery_name,3,nan,18th Street Brewery
brewery_name,21,nan,21st Amendment Brewery
brewery_name,24,nan,21st Amendment Brewery
brewery_name,30,21st Amendm%ent Brewery,21st Amendment Brewery
brewery_name,35,nan,21st Amendment Brewery
brewery_name,42,nan,3 Daughters Brewing
brewery_name,58,7 Seas Brewing Company$,7 Seas Brewing Company
brewery_name,66,nan,Abita Brewing Company
brewery_name,74,nan,Against the Grain Brewery
brewery_name,88,Alam%eda Bre#wing,Alameda Brewing
brewery_name,90,nan,Alaskan Brewing Company
brewery_name,94,nan,Amnesia Brewing Company
brewery_name,101,Anchor Brew%ing Company,Anchor Brewing Company
brewery_name,104,nan,Anderson Valley Brewing Company
brewery_name,108,nan,Anderson Valley Brewing Company
brewery_name,117,nan,Anderson Valley Brewing Company
brewery_name,119,nan,Anderson Valley Brewing Company
brewery_name,122,An??gry Minnow B??rewing Company,Angry Minnow Brewing Company
brewery_name,127,nan,Anthem Brewing Company
brewery_name,156,Atwater %Brewery#,Atwater Brewery
brewery_name,158,nan,Austin Beerworks
brewery_name,160,nan,Austin Beerworks
brewery_name,163,nan,Avery Brewing Company
brewery_name,174,Back East@@ Bre??wing Company,Back East Brewing Company
brewery_name,176,nan,Back East Brewing Company
brewery_name,187,nan,Ballast Point Brewing Company
brewery_name,193,nan,Barrio Brewing Company
brewery_name,195,Base Camp Br$ewi$ng Co.,Base Camp Brewing Co.
brewery_name,207,Baxter Br%ewing Company,Baxter Brewing Company
brewery_name,212,nan,Baxter Brewing Company
brewery_name,221,nan,Bell's Brewery
brewery_name,227,nan,Bent Paddle Brewing Company
brewery_name,239,nan,Big Bend Brewing Company
brewery_name,242,Bi@@g Choice Brewing,Big Choice Brewing
brewery_name,256,nan,Big Sky Brewing Company
brewery_name,275,Bi??tter Root $Brewing,Bitter Root Brewing
brewery_name,278,nan,Black Market Brewing Company
brewery_name,292,nan,Blackrocks Brewery
brewery_name,294,nan,Blue Blood Brewing Company
brewery_name,305,nan,Blue Blood Brewing Company
brewery_name,312,nan,Blue Mountain Brewery
brewery_name,317,Blue Owl B??rewing,Blue Owl Brewing
brewery_name,318,Blue Owl@@ Brewing,Blue Owl Brewing
brewery_name,346,nan,Bonfire Brewing Company
brewery_name,358,nan,Boston Beer Company
brewery_name,371,nan,Boxcar Brewing Company
brewery_name,376,nan,Bozeman Brewing Company
brewery_name,386,nan,Brew Bus Brewing
brewery_name,397,nan,Brewery Vivant
brewery_name,399,nan,Brewery Vivant
brewery_name,401,nan,Brewery Vivant
brewery_name,403,nan,Brewery Vivant
brewery_name,407,nan,Brewery Vivant
brewery_name,413,nan,Brewery Vivant
brewery_name,417,nan,Brewery Vivant
brewery_name,419,nan,Brewery Vivant
brewery_name,420,nan,Brewery Vivant
brewery_name,430,nan,Brewery Vivant
brewery_name,438,nan,Brewery Vivant
brewery_name,442,nan,Brewery Vivant
brewery_name,457,nan,Broken Tooth Brewing Company
brewery_name,484,nan,Burn 'Em Brewing
brewery_name,512,nan,Caldera Brewing Company
brewery_name,530,nan,Cape Cod Beer
brewery_name,537,nan,Capital Brewery
brewery_name,544,nan,Carolina Beer & Beverage
brewery_name,546,nan,Carolina Brewery
brewery_name,563,nan,Catawba Island Brewing
brewery_name,564,Catawba #Valley Brewing Company,Catawba Valley Brewing Company
brewery_name,568,nan,Cedar Creek Brewery
brewery_name,577,nan,Center of the Universe Brewing C...
brewery_name,579,nan,Central Coast Brewing Company
brewery_name,590,Chatham Brewing,Chatham Bre$wing
brewery_name,599,nan,Cigar City Brewing Company
brewery_name,605,nan,Cigar City Brewing Company
brewery_name,613,nan,Cigar City Brewing Company
brewery_name,621,Cigar City Brewing ??Company,Cigar City Brewing Company
brewery_name,628,nan,Cisco Brewers
brewery_name,637,nan,Coastal Extreme Brewing Company
brewery_name,642,nan,Confluence Brewing Company
brewery_name,644,Core Brew??ing & Distil@@ling Company,Core Brewing & Distilling Company
brewery_name,653,nan,Crazy Mountain Brewing Company
brewery_name,655,nan,Crazy Mountain Brewing Company
brewery_name,660,nan,Crazy Mountain Brewing Company
brewery_name,664,nan,Cr??ooked Fence Brewin@@g Company
brewery_name,665,nan,Cr??ooked Fence Brewin@@g Company
brewery_name,667,nan,Crow Peak Brewing Company
brewery_name,678,Cutters Brewing C@@o@@mpany,Cutters Brewing Company
brewery_name,680,D#.L. Geary Bre%wing Company,D.L. Geary Brewing Company
brewery_name,685,nan,DC Brau Brewing Company
brewery_name,693,nan,David's Ale Works
brewery_name,707,nan,Denali Brewing Company
brewery_name,715,@@Destihl Brewery,Destihl Brewery
