Attribute,Index,Dirty Value,Cleaned Value
sched_dep_time,18,#4:55 p.m%.,4:55 p.m.
sched_dep_time,39,6:$59 a.#m.,6:59 a.m.
sched_dep_time,45,empty,6:59 a.m.
sched_dep_time,46,6:59 a#.m.,6:59 a.m.
sched_dep_time,48,8:00 p.%m.,8:00 p.m.
sched_dep_time,56,empty,8:00 p.m.
sched_dep_time,83,empty,1:00 p.m.
sched_dep_time,93,1%:00 p.m.,1:00 p.m.
sched_dep_time,107,7:??15 a.m.,7:15 a.m.
sched_dep_time,112,7:%15 a%.m.,7:15 a.m.
sched_dep_time,149,empty,11:25 a.m.
sched_dep_time,162,empty,11:25 a.m.
sched_dep_time,190,6@@$:30 p.m.,6:30 p.m.
sched_dep_time,205,10:15 %a.m.,10:15 a.m.
sched_dep_time,229,empty,7:45 p.m.
sched_dep_time,238,empty,7:45 p.m.
sched_dep_time,253,empty,10:45 a.m.
sched_dep_time,289,empty,2:55 p.m.
sched_dep_time,293,empty,2:55 p.m.
sched_dep_time,306,11:2$5 p.m.,11:25 p.m.
sched_dep_time,311,empty,11:25 p.m.
sched_dep_time,315,empty,11:25 p.m.
sched_dep_time,355,empty,7:10 a.m.
sched_dep_time,365,empty,7:10 a.m.
sched_dep_time,367,7:10 a@@@@.m.,7:10 a.m.
sched_dep_time,368,empty,7:10 a.m.
sched_dep_time,373,empty,7:15 a.m.
sched_dep_time,374,empty,7:15 a.m.
sched_dep_time,387,empty,7:15 a.m.
sched_dep_time,391,empty,7:15 a.m.
sched_dep_time,405,8:??#25 p.m.,8:25 p.m.
sched_dep_time,422,8:25?? p.m.,8:25 p.m.
sched_dep_time,424,empty,8:25 p.m.
sched_dep_time,425,8:$25 p.m??.,8:25 p.m.
sched_dep_time,428,empty,7:25 a.m.
sched_dep_time,436,7:25 a%.m.,7:25 a.m.
sched_dep_time,441,empty,7:25 a.m.
sched_dep_time,480,empty,7:55 a.m.
sched_dep_time,488,7:55 a.$m.,7:55 a.m.
sched_dep_time,491,empty,7:55 a.m.
sched_dep_time,494,$7:55 a.%m.,7:55 a.m.
sched_dep_time,497,empty,7:55 a.m.
sched_dep_time,516,12:00 ??p.@@m.,12:00 p.m.
sched_dep_time,535,8:20?? p.m.,8:20 p.m.
sched_dep_time,540,$8:20 p.m.,8:20 p.m.
sched_dep_time,542,@@8:20 p.#m.,8:20 p.m.
sched_dep_time,544,empty,8:20 p.m.
sched_dep_time,549,??8:20 p.m.,8:20 p.m.
sched_dep_time,573,empty,7:00 a.m.
sched_dep_time,574,7:00 a.m??.,7:00 a.m.
sched_dep_time,578,empty,12:15 p.m.
sched_dep_time,580,empty,12:15 p.m.
sched_dep_time,590,empty,12:15 p.m.
sched_dep_time,600,empty,12:15 p.m.
sched_dep_time,607,4:00 p.m??.,4:00 p.m.
sched_dep_time,615,empty,4:00 p.m.
sched_dep_time,619,4:00 p.$m.%,4:00 p.m.
sched_dep_time,624,4:00 p.m#.,4:00 p.m.
sched_dep_time,642,empty,2:35 p.m.
sched_dep_time,647,empty,2:35 p.m.
sched_dep_time,658,2:35 p.#??m.,2:35 p.m.
sched_dep_time,682,6:00 ??a.m.,6:00 a.m.
sched_dep_time,689,#??9:00 p.m.,9:00 p.m.
sched_dep_time,702,empty,9:00 p.m.
sched_dep_time,706,9??:$00 p.m.,9:00 p.m.
sched_dep_time,708,9:0%0 p.??m.,9:00 p.m.
sched_dep_time,710,empty,9:00 p.m.
sched_dep_time,711,empty,9:00 p.m.
sched_dep_time,721,6:0#0 a.m.,6:00 a.m.
sched_dep_time,742,7:@@10 a%.m.,7:10 a.m.
sched_dep_time,743,7:10 a$%.m.,7:10 a.m.
sched_dep_time,744,7:10 ??a.m.,7:10 a.m.
sched_dep_time,750,7:%10 $a.m.,7:10 a.m.
sched_dep_time,769,empty,7:30 a.m.
sched_dep_time,777,empty,7:30 a.m.
sched_dep_time,797,#1??0:40 a.m.,10:40 a.m.
sched_dep_time,801,empty,10:40 a.m.
sched_dep_time,814,empty,10:40 a.m.
sched_dep_time,821,empty,6:45 a.m.
sched_dep_time,830,6??:45 @@a.m.,6:45 a.m.
sched_dep_time,834,6:4??5 a.m.,6:45 a.m.
sched_dep_time,844,empty,8:35 a.m.
sched_dep_time,858,empty,8:35 a.m.
sched_dep_time,863,empty,8:35 a.m.
sched_dep_time,869,empty,10:40 a.m.
sched_dep_time,878,10:40 a.#m.,10:40 a.m.
sched_dep_time,886,10:4@@0 a.m.,10:40 a.m.
sched_dep_time,888,empty,10:40 a.m.
sched_dep_time,896,12:1$0 p.m.,12:10 p.m.
sched_dep_time,899,empty,12:10 p.m.
