ID,age,income
1,48.0,85300.0
2,61.0,41800.0
3,190.1562395455315,61500.0
4,24.0,80786.14182101442
5,55.0,96900.0
6,46.0,90900.0
7,53.0,99000.0
8,28.0,42100.0
9,21.0,30100.0
10,37.0,55000.0
11,50.0,88500.0
12,21.0,15000.0
13,50.0,81600.0
14,19.0,24400.0
15,50.0,84000.0
16,48.0,86300.0
17,60.0,48900.0
18,52.0,93600.0
19,38.0,64700.0
20,32.0,62400.0
21,34.0,38300.0
22,32.0,34100.0
23,276.917503786419,50400.0
24,63.0,54500.0
25,35.0,35200.0
26,22.0,19900.0
27,65.0,51500.0
28,63.0,50900.0
29,137.7039578161861,59100.0
30,55.0,108000.0
31,106.27321865979359,20200.0
32,48.0,58200.0
33,18.0,20000.0
34,20.0,54576.61054405696
35,48.0,79700.0
36,39.0,43100.0
37,25.0,28000.0
38,32.0,41400.0
39,20.0,32000.0
40,33.0,135456.93847887398
41,168.97634288815033,41900.0
42,28.0,32700.0
43,58.0,295807.0150469875
44,34.0,41800.0
45,30.0,38900.0
46,25.0,157102.21027253766
47,51.0,410434.6930230139
48,296.2738653437948,81400.0
49,28.0,39300.0
50,46.0,67600.0
51,52.0,102500.0
52,39.0,257740.80630093763
53,50.0,95000.0
54,37.0,138151.25125531526
55,62.0,48100.0
56,63.0,45100.0
57,33.0,36600.0
58,28.0,43700.0
59,56.0,83800.0
60,22.0,19000.0
61,44.0,73900.0
62,26.0,26500.0
63,28.0,21600.0
64,48.0,96900.0
65,43.0,60000.0
66,20.0,22600.0
67,22.0,30900.0
68,60.0,51100.0
69,19.0,21800.0
70,51.0,78300.0
71,30.0,149606.6822056379
72,143.66803145385023,68700.0
73,53.0,83800.0
74,54.0,416150.5409394398
75,220.62842720824628,59800.0
76,288.0245599153785,57800.0
77,25.0,44500.0
78,32.0,29700.0
79,27.0,40800.0
80,64.0,59000.0
81,35.0,58000.0
82,36.0,66900.0
83,16.0,10100.0
84,35.0,336508.1143732647
85,26.0,114686.99073505776
86,32.0,50000.0
87,30.0,34000.0
88,27.0,39300.0
89,20.0,161178.54628345196
90,20.0,24200.0
91,58.0,98000.0
92,179.12734111786537,26800.0
93,31.0,32900.0
94,48.0,85100.0
95,16.0,23600.0
96,18.0,22500.0
97,43.0,56000.0
98,34.0,65700.0
99,61.0,294099.7593106179
100,29.0,139050.40509799117
101,50.0,81800.0
102,96.5194658380842,28900.0
103,29.0,27800.0
104,52.0,537622.0431881297
105,62.0,51600.0
106,257.2956214574615,84200.0
107,36.0,61600.0
108,18.0,22600.0
109,56.0,100000.0
110,38.0,33400.0
111,241.93334352857346,383084.2583812681
112,59.0,59200.0
113,26.0,41100.0
114,68.0,56200.0
115,208.6760146387667,49200.0
116,31.0,25800.0
117,47.0,342743.2345939938
118,63.0,56900.0
119,51.0,75000.0
120,51.0,88900.0
121,26.0,80505.98625332973
122,177.2547962002977,66100.0
123,53.0,91200.0
124,42.0,52600.0
125,43.0,60200.0
126,60.0,55500.0
127,17.0,22000.0
128,39.0,235044.85245413854
129,47.0,86600.0
130,65.0,67600.0
131,37.0,59100.0
132,31.0,38300.0
133,41.0,56700.0
134,37.0,39100.0
135,60.0,286429.25262472907
136,63.0,64100.0
137,42.0,60100.0
138,44.0,60900.0
139,43.0,62900.0
140,25.0,15400.0
141,34.0,41800.0
142,36.0,73600.0
143,153.62813732926938,59300.0
144,184.1445321462787,56000.0
145,46.0,85500.0
146,221.8450690422398,55700.0
147,37.0,57500.0
148,27.0,39000.0
149,21.0,25100.0
150,32.0,44300.0
151,61.0,51900.0
152,39.0,31500.0
153,50.0,87700.0
154,40.0,265422.6757895454
155,58.0,56000.0
156,61.0,57500.0
157,50.0,80400.0
158,39.0,42300.0
159,58.0,72400.0
160,34.0,32400.0
