ID,age,income
1,48.0,85300.0
2,61.0,41800.0
3,,366897.54967774375
4,,18100.0
5,55.0,96900.0
6,46.0,90900.0
7,53.0,99000.0
8,28.0,131216.6315706116
9,81.19525680034774,30100.0
10,,55000.0
11,50.0,
12,21.0,
13,234.92773133083747,488444.8366953779
14,,24400.0
15,50.0,
16,,
17,60.0,48900.0
18,,93600.0
19,,64700.0
20,32.0,62400.0
21,34.0,
22,32.0,34100.0
23,,50400.0
24,63.0,54500.0
25,35.0,35200.0
26,,19900.0
27,,51500.0
28,63.0,50900.0
29,38.0,
30,55.0,108000.0
31,23.0,20200.0
32,48.0,58200.0
33,18.0,
34,20.0,17100.0
35,48.0,79700.0
36,39.0,43100.0
37,25.0,28000.0
38,32.0,41400.0
39,20.0,32000.0
40,33.0,30500.0
41,32.0,41900.0
42,28.0,32700.0
43,58.0,51200.0
44,34.0,41800.0
45,,38900.0
46,25.0,40900.0
47,51.0,
48,243.4744684857474,81400.0
49,,39300.0
50,46.0,
51,52.0,
52,39.0,55000.0
53,50.0,409648.409004999
54,,40300.0
55,,48100.0
56,63.0,45100.0
57,33.0,36600.0
58,28.0,138472.7207724815
59,56.0,83800.0
60,22.0,19000.0
61,44.0,73900.0
62,26.0,26500.0
63,,123652.74669650734
64,48.0,96900.0
65,162.05440185213183,
66,20.0,22600.0
67,22.0,
68,60.0,51100.0
69,19.0,21800.0
70,51.0,
71,30.0,33700.0
72,,
73,53.0,83800.0
74,54.0,91700.0
75,42.0,59800.0
76,61.0,57800.0
77,25.0,44500.0
78,32.0,29700.0
79,27.0,40800.0
80,64.0,59000.0
81,,58000.0
82,36.0,
83,16.0,10100.0
84,35.0,60900.0
85,26.0,31100.0
86,32.0,256165.09721752637
87,30.0,34000.0
88,27.0,
89,20.0,26900.0
90,20.0,
91,58.0,98000.0
92,34.0,
93,31.0,
94,,85100.0
95,16.0,23600.0
96,18.0,22500.0
97,43.0,56000.0
98,34.0,65700.0
99,345.3454513660222,59000.0
100,29.0,37600.0
101,50.0,81800.0
102,,28900.0
103,29.0,27800.0
104,52.0,
105,62.0,51600.0
106,52.0,84200.0
107,201.16934430742535,61600.0
108,,22600.0
109,56.0,100000.0
110,38.0,33400.0
111,48.0,66000.0
112,,59200.0
113,26.0,41100.0
114,68.0,56200.0
115,59.0,
116,,
117,165.312230694651,67900.0
118,63.0,56900.0
119,51.0,75000.0
120,,88900.0
121,26.0,23800.0
122,38.0,212825.30353330908
123,53.0,91200.0
124,42.0,281542.6479228806
125,43.0,60200.0
126,60.0,
127,17.0,22000.0
128,39.0,61700.0
129,47.0,86600.0
130,65.0,67600.0
131,,59100.0
132,31.0,38300.0
133,,56700.0
134,37.0,39100.0
135,60.0,58600.0
136,63.0,197507.32467894163
137,42.0,60100.0
138,44.0,60900.0
139,43.0,62900.0
140,95.25239575209616,15400.0
141,34.0,41800.0
142,36.0,73600.0
143,41.0,59300.0
144,,
145,46.0,85500.0
146,66.0,55700.0
147,37.0,192330.2783239503
148,84.47742972995756,39000.0
149,21.0,25100.0
150,,44300.0
151,61.0,51900.0
152,39.0,31500.0
153,50.0,87700.0
154,40.0,349179.90038561064
155,58.0,56000.0
156,61.0,57500.0
157,50.0,80400.0
158,,42300.0
159,58.0,72400.0
160,34.0,32400.0
161,57.0,90000.0
162,,
163,23.0,21800.0
164,17.0,13200.0
165,20.0,18800.0
166,32.0,
167,61.0,55100.0
168,68.0,
169,,62900.0
170,71.03284870707688,21800.0
171,28.0,
172,54.0,81900.0
173,60.0,52800.0
174,23.0,19500.0
175,32.0,50000.0
176,61.0,39200.0
177,45.0,65100.0
178,17.0,27500.0
179,59.0,56000.0
180,,272019.9491323189
181,47.0,89100.0
182,24.0,19100.0
183,63.0,42800.0
184,62.0,56000.0
