Attribute,Index,Dirty Value,Clean Value
id,16,nan,2318
id,18,nan,2169
id,23,nan,1024
id,35,nan,321
id,47,nan,2287
id,51,nan,2603
id,59,nan,866
id,63,nan,1165
id,68,nan,2540
id,72,nan,2684
id,83,nan,1594
id,88,nan,2401
id,99,nan,2577
id,115,nan,523
id,116,nan,367
id,126,nan,2207
id,130,nan,2510
id,156,nan,527
id,172,nan,704
id,206,nan,1209
id,209,nan,707
id,211,nan,183
id,243,nan,1067
id,252,nan,632
id,263,nan,35
id,267,nan,1257
id,278,nan,1898
id,294,nan,1564
id,301,nan,1012
id,322,nan,667
id,324,nan,1607
id,345,nan,1360
id,347,nan,1183
id,351,nan,996
id,371,nan,2298
id,376,nan,470
id,384,nan,1801
id,385,nan,1800
id,396,nan,2504
id,397,nan,2500
id,408,nan,2382
id,409,nan,2381
id,417,nan,2086
id,420,nan,1997
id,423,nan,1974
id,424,nan,1973
id,438,nan,1033
id,467,nan,29
id,476,nan,2608
id,481,nan,2470
id,483,nan,2160
id,488,nan,668
id,489,nan,52
id,500,nan,2214
id,511,nan,792
id,537,nan,1177
id,561,nan,480
id,566,nan,2600
id,591,nan,2079
id,607,nan,1725
id,611,nan,1692
id,613,nan,1243
id,615,nan,1141
id,623,nan,545
id,633,nan,893
id,637,nan,2437
id,653,nan,2538
id,655,nan,1689
id,663,nan,2293
id,707,nan,1213
id,711,nan,1944
id,717,nan,2021
id,728,nan,1795
id,733,nan,448
id,747,nan,1014
id,751,nan,1642
id,753,nan,1107
id,755,nan,2477
id,763,nan,2431
id,778,nan,1454
id,799,nan,941
id,803,nan,351
id,814,nan,2554
id,832,nan,674
id,852,nan,1657
id,872,nan,2522
id,876,nan,1116
id,911,nan,311
id,912,nan,309
id,924,nan,143
id,940,nan,615
id,961,nan,1922
id,963,nan,1574
id,1024,nan,1340
id,1026,nan,770
id,1038,nan,1895
id,1057,nan,1652
id,1079,nan,2397
id,1090,nan,2199
id,1097,nan,2385
id,1107,nan,728
id,1111,nan,2609
id,1130,nan,688
id,1131,nan,687
id,1133,nan,2595
id,1160,nan,349
id,1162,nan,760
id,1163,nan,759
id,1194,nan,2492
id,1207,nan,2036
id,1215,nan,2330
