Attribute,Index,Dirty Value,Cleaned Value
brewery_name,22,nan,21st Amendment Brewery
brewery_name,30,nan,21st Amendment Brewery
brewery_name,35,nan,21st Amendment Brewery
brewery_name,51,nan,450 North Brewing Company
brewery_name,65,nan,Abita Brewing Company
brewery_name,95,nan,Amnesia Brewing Company
brewery_name,104,nan,Anderson Valley Brewing Company
brewery_name,122,nan,Angry Minnow Brewing Company
brewery_name,130,nan,Appalachian Mountain Brewery
brewery_name,136,nan,Armadillo Ale Works
brewery_name,144,nan,Aslan Brewing Company
brewery_name,171,nan,Aviator Brewing Company
brewery_name,173,nan,Aviator Brewing Company
brewery_name,180,nan,Back Forty Beer Company
brewery_name,191,nan,Banner Beer Company
brewery_name,194,nan,Barrio Brewing Company
brewery_name,202,nan,Bauhaus Brew Labs
brewery_name,237,nan,Big Bend Brewing Company
brewery_name,255,nan,Big Sky Brewing Company
brewery_name,278,nan,Black Market Brewing Company
brewery_name,293,nan,Blackrocks Brewery
brewery_name,306,nan,Blue Blood Brewing Company
brewery_name,344,nan,Bonfire Brewing Company
brewery_name,349,nan,Bonfire Brewing Company
brewery_name,350,nan,Bonfire Brewing Company
brewery_name,360,nan,Boston Beer Company
brewery_name,365,nan,Boulder Beer Company
brewery_name,379,nan,Breckenridge Brewery
brewery_name,404,nan,Brewery Vivant
brewery_name,416,nan,Brewery Vivant
brewery_name,428,nan,Brewery Vivant
brewery_name,433,nan,Brewery Vivant
brewery_name,435,nan,Brewery Vivant
brewery_name,469,nan,Buckbean Brewing Company
brewery_name,474,nan,Buffalo Bayou Brewing Company
brewery_name,497,nan,COAST Brewing Company
brewery_name,514,nan,Caldera Brewing Company
brewery_name,528,nan,Cape Ann Brewing Company
brewery_name,544,nan,Carolina Beer & Beverage
brewery_name,551,nan,Carton Brewing Company
brewery_name,560,nan,Catawba Brewing Company
brewery_name,569,nan,Cedar Creek Brewery
brewery_name,576,nan,Center of the Universe Brewing C...
brewery_name,577,nan,Center of the Universe Brewing C...
brewery_name,582,nan,Champion Brewing Company
brewery_name,587,nan,Chapman's Brewing
brewery_name,609,nan,Cigar City Brewing Company
brewery_name,635,nan,Coastal Empire Beer Company
brewery_name,658,nan,Crazy Mountain Brewing Company
brewery_name,660,nan,Crazy Mountain Brewing Company
brewery_name,682,nan,DC Brau Brewing Company
brewery_name,684,nan,DC Brau Brewing Company
brewery_name,687,nan,DC Brau Brewing Company
brewery_name,699,nan,Deep Ellum Brewing Company
brewery_name,733,nan,Dolores River Brewery
brewery_name,738,nan,Dry Dock Brewing Company
brewery_name,765,nan,Evil Czech Brewery
