Attribute,Index,Dirty Value,Cleaned Value
sched_dep_time,7,4:55# ??p.m.,4:55 p.m.
sched_dep_time,10,4:55 p.@@m.,4:55 p.m.
sched_dep_time,13,empty,4:55 p.m.
sched_dep_time,16,4%:5@@5 p.m.,4:55 p.m.
sched_dep_time,17,4:55 %p.m.,4:55 p.m.
sched_dep_time,22,empty,6:59 a.m.
sched_dep_time,25,6:#59 a.@@m.,6:59 a.m.
sched_dep_time,35,6:59 a.m??.,6:59 a.m.
sched_dep_time,37,6:59 a$.m.,6:59 a.m.
sched_dep_time,41,6:59 a.m$.,6:59 a.m.
sched_dep_time,47,8:00 p%??.m.,8:00 p.m.
sched_dep_time,49,8:0#0 %p.m.,8:00 p.m.
sched_dep_time,57,8%:@@00 p.m.,8:00 p.m.
sched_dep_time,60,8:00@@ p.m.,8:00 p.m.
sched_dep_time,66,@@8:00 #p.m.,8:00 p.m.
sched_dep_time,67,empty,8:00 p.m.
sched_dep_time,72,8:0@@0 p.m.,8:00 p.m.
sched_dep_time,74,8:00 p@@.m.,8:00 p.m.
sched_dep_time,78,1:0$0 p.m.,1:00 p.m.
sched_dep_time,80,empty,1:00 p.m.
sched_dep_time,83,1:0??0 #p.m.,1:00 p.m.
sched_dep_time,89,1:00@@ p.??m.,1:00 p.m.
sched_dep_time,90,empty,1:00 p.m.
sched_dep_time,93,empty,1:00 p.m.
sched_dep_time,105,7:15 a.m%.,7:15 a.m.
sched_dep_time,109,7:%15 a.@@m.,7:15 a.m.
sched_dep_time,111,empty,7:15 a.m.
sched_dep_time,113,empty,7:15 a.m.
sched_dep_time,120,empty,7:15 a.m.
sched_dep_time,127,empty,11:55 p.m.
sched_dep_time,133,empty,11:55 p.m.
sched_dep_time,141,empty,11:55 p.m.
sched_dep_time,143,$$11:55 p.m.,11:55 p.m.
sched_dep_time,144,11:55# p.m.,11:55 p.m.
sched_dep_time,145,empty,11:55 p.m.
sched_dep_time,146,11@@:55 p.m.#,11:55 p.m.
sched_dep_time,150,empty,11:25 a.m.
sched_dep_time,152,empty,11:25 a.m.
sched_dep_time,157,@@11:25 a.m.,11:25 a.m.
sched_dep_time,159,11:2??5 a.m.,11:25 a.m.
sched_dep_time,169,empty,11:25 a.m.
sched_dep_time,173,empty,6:30 p.m.
sched_dep_time,175,empty,6:30 p.m.
sched_dep_time,181,empty,6:30 p.m.
sched_dep_time,182,empty,6:30 p.m.
sched_dep_time,184,6:30 p.m.$,6:30 p.m.
sched_dep_time,192,empty,6:30 p.m.
sched_dep_time,199,1#0:15 a.m.,12:15 a.m.
sched_dep_time,200,10:??15 a??.m.,10:15 a.m.
sched_dep_time,215,empty,10:15 a.m.
sched_dep_time,216,10:1#5 a%.m.,10:15 a.m.
sched_dep_time,217,10:15 a.$m.,10:15 a.m.
sched_dep_time,224,10:15 a@#@.m.,10:15 a.m.
sched_dep_time,225,7:45 p.@@m.,7:45 p.m.
sched_dep_time,230,7:45 p.@@m.,7:45 p.m.
sched_dep_time,232,empty,7:45 p.m.
sched_dep_time,235,7:%45 ??p.m.,7:45 p.m.
sched_dep_time,249,7%:45 @@p.m.,7:45 p.m.
sched_dep_time,252,empty,10:45 a.m.
sched_dep_time,263,??10:45@@ a.m.,10:45 a.m.
sched_dep_time,266,empty,10:45 a.m.
sched_dep_time,280,2:55@@ @@p.m.,2:55 p.m.
sched_dep_time,282,2:55 p%%.m.,2:55 p.m.
sched_dep_time,284,empty,2:55 p.m.
sched_dep_time,290,2:55 p@@.m.,2:55 p.m.
sched_dep_time,291,2:55 p.m.#,2:55 p.m.
sched_dep_time,292,2:55 p.m.%,2:55 p.m.
sched_dep_time,297,empty,11:25 p.m.
sched_dep_time,314,11:25 p??.m.,11:25 p.m.
sched_dep_time,317,11:25 #p#.m.,11:25 p.m.
sched_dep_time,326,10:40 a.m%.,10:40 a.m.
sched_dep_time,327,10$:40 a.m.,10:40 a.m.
sched_dep_time,331,#10:40 a.m.,10:40 a.m.
sched_dep_time,332,1@@0:40 a.m.,10:40 a.m.
sched_dep_time,338,10$:40 a#.m.,10:40 a.m.
sched_dep_time,348,??10:40 a.m.,10:40 a.m.
sched_dep_time,352,7:10 a#.m.,7:10 a.m.
sched_dep_time,359,7%:10 a.m.#,7:10 a.m.
sched_dep_time,370,7:10 a????.m.,7:10 a.m.
sched_dep_time,372,empty,7:10 a.m.
sched_dep_time,375,empty,7:15 a.m.
sched_dep_time,379,7:15 a.m%.,7:15 a.m.
sched_dep_time,392,empty,7:15 a.m.
sched_dep_time,394,empty,7:15 a.m.
sched_dep_time,399,empty,8:25 p.m.
sched_dep_time,400,empty,8:25 p.m.
sched_dep_time,402,empty,8:25 p.m.
sched_dep_time,410,8:%25 p.m.$,8:25 p.m.
sched_dep_time,411,empty,8:25 p.m.
sched_dep_time,413,empty,8:25 p.m.
sched_dep_time,420,8:25@@ p.m.,8:25 p.m.
sched_dep_time,423,8:25?? p.@@m.,8:25 p.m.
sched_dep_time,426,empty,7:25 a.m.
sched_dep_time,428,empty,7:25 a.m.
sched_dep_time,431,7:25 a.#m$.,7:25 a.m.
sched_dep_time,432,empty,7:25 a.m.
sched_dep_time,433,7:25 a.m?%?.,7:25 a.m.
sched_dep_time,435,empty,7:25 a.m.
sched_dep_time,437,7:25?? a.m.,7:25 a.m.
sched_dep_time,438,empty,7:25 a.m.
sched_dep_time,439,7:25 a.m.??,7:25 a.m.
sched_dep_time,442,7#:25 #a.m.,7:25 a.m.
sched_dep_time,453,11@@:??35 a.m.,11:35 a.m.
sched_dep_time,454,empty,11:35 a.m.
sched_dep_time,455,1#1:35 a.m.$,11:35 a.m.
sched_dep_time,456,empty,11:35 a.m.
sched_dep_time,465,@@11:3%5 a.m.,11:35 a.m.
sched_dep_time,473,11:$35 a.m.,11:35 a.m.
sched_dep_time,479,7#:55 a%.m.,7:55 a.m.
sched_dep_time,482,empty,7:55 a.m.
sched_dep_time,485,7:55 a.@@m.,7:55 a.m.
sched_dep_time,490,empty,7:55 a.m.
sched_dep_time,497,empty,7:55 a.m.
sched_dep_time,498,7????:55 a.m.,7:55 a.m.
sched_dep_time,499,7:55 #a.m.,7:55 a.m.
sched_dep_time,513,12:00 p.#m.,12:00 p.m.
sched_dep_time,518,12??:%00 p.m.,12:00 p.m.
sched_dep_time,528,empty,8:20 p.m.
sched_dep_time,529,%8:20 p.m.,8:20 p.m.
sched_dep_time,533,empty,8:20 p.m.
sched_dep_time,534,empty,8:20 p.m.
sched_dep_time,537,8:??$20 p.m.,8:20 p.m.
sched_dep_time,538,empty,8:20 p.m.
sched_dep_time,541,8:20 #p.m.,8:20 p.m.
sched_dep_time,543,8:%20 p.m.,8:20 p.m.
sched_dep_time,548,8:20$ p.m.,8:20 p.m.
sched_dep_time,557,??7:00 a.m.,7:00 a.m.
sched_dep_time,558,empty,7:00 a.m.
sched_dep_time,570,7:00 ??a.m.,7:00 a.m.
sched_dep_time,574,empty,7:00 a.m.
sched_dep_time,576,empty,7:00 a.m.
sched_dep_time,580,12:15 %p.m.,12:15 p.m.
sched_dep_time,587,empty,12:15 p.m.
sched_dep_time,590,$12:15 ??p.m.,12:15 p.m.
sched_dep_time,605,empty,4:00 p.m.
sched_dep_time,613,empty,4:00 p.m.
sched_dep_time,615,4%:00 p.m.@@,4:00 p.m.
sched_dep_time,616,empty,4:00 p.m.
sched_dep_time,618,empty,4:00 p.m.
sched_dep_time,623,4:00 p.m.??@@,4:00 p.m.
sched_dep_time,624,empty,4:00 p.m.
sched_dep_time,628,empty,4:00 p.m.
sched_dep_time,629,empty,4:00 p.m.
sched_dep_time,638,2@@:35 p.$m.,2:35 p.m.
sched_dep_time,644,2:35 p.#m.,2:35 p.m.
sched_dep_time,646,2:35 p%.m.,2:35 p.m.
sched_dep_time,648,2:35?? p.m.??,2:35 p.m.
sched_dep_time,657,2:35 p.m@@.,2:35 p.m.
sched_dep_time,663,empty,6:00 a.m.
sched_dep_time,666,empty,6:00 a.m.
sched_dep_time,667,6:00 a%.m.,6:00 a.m.
sched_dep_time,673,6:00 $a.m.,6:00 a.m.
sched_dep_time,674,empty,6:00 a.m.
sched_dep_time,677,6:@@00 a.m??.,6:00 a.m.
sched_dep_time,684,6:00 $a.m.,6:00 a.m.
sched_dep_time,693,9:00$# p.m.,9:00 p.m.
