Attribute,Index,Clean Value,Dirty Value
src,4,boston,boston??
src,10,flightview,empty
src,11,flylouisville,empty
src,14,gofox,@@#gofox
src,16,myrateplan,empty
src,19,panynj,pany??n@@j
src,20,quicktrip,quickt#ri??p
src,22,aa,#a??a
src,27,flightaware,flighta??ware
src,28,flightexplorer,flightex#plorer
src,32,flylouisville,flylo??%uisville
src,39,mytripandmore,my??tripandmor@@e
src,41,panynj,empty
src,47,aa,@@aa$
src,49,allegiantair,??a#llegiantair
src,52,flightarrival,flightar@@rival
src,53,flightaware,empty
src,61,gofox,empty
src,68,panynj,empty
src,72,weather,#weat$her
src,76,airtravelcenter,empty
src,87,flylouisville,empty
src,95,quicktrip,quicktri#p
src,96,travelocity,empty
src,98,world-flight-tracker,world-fli%ght-tracker
src,100,aa,aa#
src,115,helloflight,hel#loflight
src,116,ifly,i$fly
src,118,myrateplan,empty
src,119,orbitz,empty
src,120,panynj,empty
src,121,quicktrip,quic??ktrip
src,130,businesstravellogue,empty
src,137,foxbusiness,empty
src,138,gofox,empty
src,146,usatoday,%usat#oday
src,148,world-flight-tracker,world-f%ligh??t-tracker
src,149,aa,aa?$?
src,151,allegiantair,empty
src,155,flightexplorer,empty
src,161,gofox,empty
src,162,helloflight,empty
src,171,aa,empty
src,176,flightarrival,empty
src,188,mco,empty
src,189,myrateplan,my??rateplan
src,192,panynj,pa@@nynj
src,202,boston,empty
src,204,flightarrival,flig??htarrival
src,207,flights,%flights
src,216,mytripandmore,empty
src,224,wunderground,empty
src,231,flightexplorer,f%light%explorer
src,232,flights,flig??h$ts
src,242,mytripandmore,empty
src,244,ord,or??@@d
src,245,panynj,pa%n#ynj
src,252,aa,@@%aa
src,254,allegiantair,empty
src,261,flytecomm,f@@#lytecomm
src,263,gofox,gofo@@x
src,265,myrateplan,empty
src,273,allegiantair,empty
src,275,businesstravellogue,business??travellogue
src,281,flytecomm,empty
src,284,helloflight,empty
src,289,orbitz,orbitz%
src,297,airtravelcenter,empty
src,300,businesstravellogue,empty
src,301,flightaware,empty
src,314,orbitz,o??rbit@@z
src,315,panynj,@@panynj%
src,320,wunderground,wunde$r@@ground
src,327,flightaware,#flightaware
src,329,flights,fli#ghts??
src,330,flightstats,empty
src,331,flightview,empty
src,332,flylouisville,empty
src,334,foxbusiness,empty
src,351,allegiantair,alleg@@iantair#
src,355,flightaware,empty
src,357,flights,fl$ight@@s
src,358,flightstats,empty
src,364,helloflight,empty
src,369,travelocity,$travelo@@city
src,370,weather,empty
src,372,wunderground,empty
src,373,aa,empty
src,374,airtravelcenter,empty
src,379,flightaware,empty
src,381,flights,flig@@ht#s
src,382,flightstats,fli??gh$tstats
src,386,foxbusiness,foxb%usiness#
src,388,helloflight,??helloflight
src,391,ord,empty
src,395,usatoday,us#a??today
src,399,aa,a$a
src,404,dfw,empty
src,405,flightarrival,f$lightar#rival
src,409,flightstats,empty
src,414,foxbusiness,fo@@xbusiness
src,421,quicktrip,empty
src,422,travelocity,travelo#city
src,423,weather,empty
src,431,flightaware,flighta$w#are
src,434,flightstats,??flightstat%s
src,437,flylouisville,flylouisv#ille
src,443,myrateplan,empty
src,449,weather,empty
src,453,airtravelcenter,empty
src,461,flightstats,fligh%tstat#s
src,462,flightview,empty
src,465,foxbusiness,empty
src,474,weather,empty
src,483,flightaware,@@fl%ightaware
src,484,flightexplorer,empty
src,485,flights,flig??hts
src,497,travelocity,empty
src,499,weather,empty
src,500,world-flight-tracker,world-flight-tra@@cker
src,502,aa,??aa
src,503,airtravelcenter,empty
src,507,flightarrival,empty
src,511,flightstats,flightstats@@
src,518,ifly,ifly??
src,523,travelocity,%travelocit@@y
src,537,flylouisville,flylouis%vil#le
src,545,orbitz,empty
src,546,panynj,pa??nynj
src,554,boston,empty
src,555,businesstravellogue,empty
src,557,flightaware,empty
src,558,flightexplorer,empty
src,559,flights,empty
src,561,flightview,flightvi%??ew
src,565,gofox,empty
src,566,helloflight,he#lloflight
src,567,ifly,if@@@@ly
src,571,panynj,empty
src,573,travelocity,traveloci@@ty
src,577,wunderground,wund%erground
src,578,aa,aa@@$
src,581,boston,bo%ston
src,582,businesstravellogue,b@@usinesstravellogue
src,598,quicktrip,empty
src,599,travelocity,empty
src,601,weather,wea??ther
src,603,wunderground,wunder??ground
src,604,aa,empty
src,607,boston,empty
src,608,businesstravellogue,businesstrave??llogue
src,612,flightstats,flig$htsta%ts
src,616,flytecomm,empty
src,619,helloflight,he%llof#light
src,621,myrateplan,m??yrateplan
src,623,orbitz,o%rbi$tz
src,625,panynj,pa#nynj
src,630,world-flight-tracker,wor#ld-fligh@@t-tracker
src,631,wunderground,wundergrou@@nd
src,633,airtravelcenter,empty
src,634,allegiantair,empty
src,637,flightaware,fli#ghtawar$e
src,638,flightexplorer,empty
