Attribute,Index,Dirty Value,Clean Value
id,5,nan,803653
id,7,nan,823730
id,14,nan,965082
id,17,nan,668310
id,18,nan,282987
id,29,nan,793918
id,37,nan,968125
id,44,nan,23215
id,49,589198.84866815,102893
id,51,nan,217725
id,53,2090991.1120681805,659297
id,65,nan,852927
id,73,nan,34962
id,78,nan,172966
id,79,807539.1729079648,140274
id,83,4516019.653833248,761104
id,84,1821988.5421411549,408062
id,85,nan,889481
id,91,1172368.0374554216,346326
id,98,nan,752456
id,102,nan,816680
id,109,nan,125072
id,113,nan,148787
id,115,nan,684757
id,120,nan,954493
id,123,nan,668845
id,127,nan,259367
id,134,nan,368072
id,139,nan,316632
id,140,nan,38413
id,141,nan,595469
id,143,4724106.585782185,900624
id,159,nan,704093
id,160,nan,912377
id,172,nan,709359
id,183,nan,431896
id,187,5289804.502044174,961741
id,201,nan,55412
id,216,3504629.911209641,592817
id,224,nan,787529
id,225,nan,431348
id,231,nan,696362
id,236,371840.49743274774,84944
id,245,nan,674696
id,249,nan,631704
id,252,nan,931402
id,258,nan,191908
id,266,nan,640230
id,267,nan,625663
id,271,nan,836847
id,278,nan,685178
id,282,3816164.6198618305,737786
id,284,nan,53877
id,287,nan,671386
id,290,nan,734077
id,295,nan,360147
id,298,nan,188890
id,300,nan,427455
id,301,nan,246204
id,302,nan,857402
id,304,nan,716785
id,319,3707208.1704948423,623358
id,323,nan,674623
id,330,nan,438808
id,337,2398225.1631221655,427933
id,340,1934128.7026110936,556116
id,345,1656553.2785686494,441902
id,349,2370387.1103024157,756208
id,357,nan,232896
id,376,nan,793410
id,378,2862419.981489518,632040
id,384,nan,261329
id,387,551641.949956242,178424
id,388,3881917.512761808,716357
id,391,nan,624354
id,393,3814180.855898863,881020
id,395,nan,5782
id,403,4217710.864576622,722451
id,421,nan,838034
id,425,1120505.507153207,260769
id,428,nan,369162
id,432,nan,53319
id,436,149788.36381385778,49274
id,441,nan,743989
id,449,nan,565528
id,457,nan,123492
id,460,nan,811354
id,484,nan,351877
id,495,nan,36253
id,500,nan,941515
id,504,4686604.175209575,958639
id,512,nan,476199
id,522,1216326.0577800523,237077
id,523,nan,600827
id,526,nan,129698
id,543,nan,866131
id,550,121091.08063347862,26475
id,553,nan,467318
id,555,3241917.03694081,664795
id,559,277533.93415159563,52681
id,574,nan,52633
id,576,nan,373015
id,583,1802707.7852798963,368651
id,585,nan,435904
id,588,nan,209138
id,590,nan,875733
id,591,nan,587683
id,592,4682952.056192816,927711
id,593,nan,313584
id,598,nan,314737
id,622,nan,646572
id,632,2990204.3362626727,505530
id,636,nan,944558
id,645,nan,14077
id,651,nan,711472
id,653,nan,873322
id,654,3660570.544138004,774830
id,671,1049162.7239648565,193059
id,675,3434497.26407213,619668
id,680,nan,626797
id,681,2223986.645237714,577842
id,690,188973.48973829308,38197
id,693,nan,776197
id,695,3096077.577945093,605277
id,719,nan,820059
id,730,2568891.083054507,696132
id,731,nan,257990
id,734,nan,480030
id,743,nan,180588
id,777,nan,307302
id,778,nan,217418
id,783,3084890.821787866,934327
id,784,nan,546484
id,793,nan,166179
id,796,nan,658981
id,807,nan,80799
id,811,nan,730721
id,812,nan,439302
id,817,nan,899060
id,819,nan,161290
id,824,nan,91852
id,828,nan,407082
id,829,1745551.9912318692,411673
id,833,nan,446599
id,845,nan,176844
id,852,nan,264151
id,867,3258579.9649078473,603381
id,873,nan,801512
id,874,453890.7668829843,121133
id,877,757817.3432099747,131606
id,879,nan,57286
id,884,2469881.3702095724,503159
id,886,nan,399134
id,902,nan,309274
id,915,110254.37098840292,26216
id,920,198685.0041309639,33728
id,923,2504363.172258842,424870
id,925,4400366.075906932,916713
id,938,nan,741988
id,939,nan,589265
id,948,2682971.035545749,449419
id,950,nan,134738
id,957,nan,500618
id,961,nan,889260
id,973,nan,643856
id,984,nan,685456
article_title,2,nan,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.
article_title,6,Pre#gaba$lin celecoxib and their combination for treatment of chronic low-back pain,Pregabalin celecoxib and their combination for treatment of chronic low-back pain
article_title,11,nan,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects
article_title,20,nan,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.
article_title,25,Serum MMPs 7-9 and their inhibitors du??ring glucocorticoid and anti-TNF-a??lpha therapy in pediatric inflammatory bowel disease,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease
article_title,27,nan,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.
article_title,28,Diminished A-cell% secretion in the early phase of type I diabetes mellitus,Diminished A-cell secretion in the early phase of type I diabetes mellitus
article_title,33,nan,Optimal Starting Age for School Attendance: FY76 Issue Analysis
article_title,54,Ge??nder differences in personal social and environmental influences on active travel to and from school for Australian a@@dolescents.,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.
article_title,59,nan,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series
article_title,69,nan,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].
