Attribute,Index,Dirty Value,Cleaned Value
HospitalName,3,callahan eye foundat%ion hospital,callahan eye foundation hospital
HospitalName,17,helen keller memorial ho??spital,helen keller memorial hospital
HospitalName,28,empty,southeast alabama medical center
HospitalName,31,empty,southeast alabama medical center
HospitalName,33,empty,southeast alabama medical center
HospitalName,35,southeast alab??ama medical center,southeast alabama medical center
HospitalName,39,empty,southeast alabama medical center
HospitalName,51,marshall medical center sou#th,marshall medical center south
HospitalName,52,empty,marshall medical center south
HospitalName,57,empty,marshall medical center south
HospitalName,61,marshall?? medical center south,marshall medical center south
HospitalName,62,empty,marshall medical center south
HospitalName,76,e@@liza coffee memorial hospi??tal,eliza coffee memorial hospital
HospitalName,84,empty,eliza coffee memorial hospital
HospitalName,87,empty,eliza coffee memorial hospital
HospitalName,88,eliza coffee memorial %ho%spital,eliza coffee memorial hospital
HospitalName,95,m$izell memorial hospital,mizell memorial hospital
HospitalName,117,mizell memoria#l hospital,mizell memorial hospital
HospitalName,118,mizell memo#rial hospital,mizell memorial hospital
HospitalName,133,empty,crenshaw community hospital
HospitalName,137,empty,crenshaw community hospital
HospitalName,140,empty,crenshaw community hospital
HospitalName,142,cr#ensha#w community hospital,crenshaw community hospital
HospitalName,144,empty,crenshaw community hospital
HospitalName,145,hartselle medic@@al center,hartselle medical center
HospitalName,146,empty,hartselle medical center
HospitalName,158,harts%elle medical cent??er,hartselle medical center
HospitalName,159,har%tselle medical center,hartselle medical center
HospitalName,162,$hartsell??e medical center,hartselle medical center
HospitalName,163,hartselle medical cent$er,hartselle medical center
HospitalName,167,empty,hartselle medical center
HospitalName,169,empty,hartselle medical center
HospitalName,172,marshall medica$l c??enter north,marshall medical center north
HospitalName,176,marshall medical# center $north,marshall medical center north
HospitalName,182,mars#hal$l medical center north,marshall medical center north
HospitalName,186,empty,marshall medical center north
HospitalName,196,empty,st vincents east
HospitalName,197,empty,st vincents east
HospitalName,198,st vincents ea@@st,st vincents east
