Attribute,Index,Clean Value,Cleaned Value
id,5,2262,nan
id,18,2169,nan
id,110,1221,nan
id,139,550,nan
id,149,979,nan
id,182,965,nan
id,234,1317,nan
id,241,1762,nan
id,281,1850,nan
id,300,1025,nan
id,301,1012,nan
id,310,1812,nan
id,320,939,nan
id,321,692,nan
id,347,1183,nan
id,390,2636,nan
id,395,2541,nan
id,410,2290,nan
id,451,1096,nan
id,454,921,nan
id,457,648,nan
id,465,504,nan
id,476,2608,nan
id,501,2213,nan
id,504,169,nan
id,518,36,nan
id,538,840,nan
id,554,1464,nan
id,567,2210,nan
id,594,2354,nan
id,599,2349,nan
id,601,2013,nan
id,615,1141,nan
id,629,359,nan
id,638,751,nan
id,663,2293,nan
id,674,681,nan
id,690,964,nan
id,692,110,nan
id,698,2166,nan
id,727,1773,nan
id,748,911,nan
id,749,680,nan
id,813,520,nan
id,816,607,nan
id,820,983,nan
id,853,2309,nan
id,861,2427,nan
id,890,2426,nan
id,920,581,nan
id,941,478,nan
id,957,2642,nan
id,975,539,nan
id,1008,849,nan
id,1065,1354,nan
id,1066,1353,nan
id,1124,1405,nan
id,1128,2363,nan
id,1197,1397,nan
id,1198,1396,nan
id,1215,2330,nan
id,1263,1624,nan
id,1271,1672,nan
id,1317,1986,nan
id,1318,1985,nan
id,1349,2528,nan
id,1380,902,nan
id,1389,2154,nan
id,1452,1586,nan
id,1465,568,nan
id,1475,486,nan
id,1483,2050,nan
id,1504,109,nan
id,1505,1917,nan
id,1506,1190,nan
id,1513,999,nan
id,1521,1081,nan
id,1552,2302,nan
id,1557,1752,nan
id,1566,933,nan
id,1574,661,nan
id,1575,585,nan
id,1630,2631,nan
id,1631,2630,nan
id,1651,1791,nan
id,1654,1335,nan
id,1695,2515,nan
id,1699,1467,nan
id,1701,583,nan
id,1720,219,nan
id,1729,2452,nan
id,1752,1764,nan
id,1756,1100,nan
id,1777,1552,nan
id,1787,2599,nan
id,1794,1073,nan
id,1798,850,nan
id,1893,67,nan
id,1913,2406,nan
id,1926,1482,nan
id,1928,1425,nan
id,1994,90,nan
id,1995,2366,nan
id,2029,2352,nan
id,2059,874,nan
id,2067,394,nan
id,2092,2568,nan
id,2104,2575,nan
id,2121,101,nan
id,2138,2118,nan
id,2154,1748,nan
id,2178,1913,nan
id,2188,2623,nan
id,2189,2622,nan
id,2193,951,nan
id,2199,1754,nan
id,2216,2203,nan
id,2226,1660,nan
