Attribute,Index,Dirty Value,Clean Value
ProviderNumber,4,35845.70673949425,10018
ProviderNumber,16,empty,10019
ProviderNumber,17,empty,10019
ProviderNumber,18,empty,10019
ProviderNumber,26,empty,10001
ProviderNumber,27,empty,10001
ProviderNumber,28,empty,10001
ProviderNumber,31,51864.079250809635,10001
ProviderNumber,37,empty,10001
ProviderNumber,40,51546.20667791386,10001
ProviderNumber,42,56567.65764295816,10001
ProviderNumber,44,empty,10001
ProviderNumber,47,58120.91541011068,10005
ProviderNumber,48,48203.97085919517,10005
ProviderNumber,49,56612.27961515421,10005
ProviderNumber,53,empty,10005
ProviderNumber,56,31598.34271747706,10005
ProviderNumber,58,empty,10005
ProviderNumber,59,47342.89611458796,10005
ProviderNumber,61,48492.29279965595,10005
ProviderNumber,66,empty,10005
ProviderNumber,68,48082.742045240695,10005
ProviderNumber,70,empty,10006
ProviderNumber,74,50607.56904033804,10006
ProviderNumber,77,empty,10006
ProviderNumber,80,38055.89860139285,10006
ProviderNumber,83,43895.87138516001,10006
ProviderNumber,88,empty,10006
ProviderNumber,90,empty,10006
ProviderNumber,97,50297.02344458881,10007
ProviderNumber,109,53141.26737356733,10007
ProviderNumber,110,empty,10007
ProviderNumber,112,empty,10007
ProviderNumber,114,empty,10007
ProviderNumber,121,empty,10008
ProviderNumber,127,48175.04155277255,10008
ProviderNumber,135,empty,10008
ProviderNumber,141,32300.224620838293,10008
ProviderNumber,142,33006.64713380062,10008
ProviderNumber,143,empty,10008
ProviderNumber,144,33767.23966862511,10008
ProviderNumber,145,44750.963866769576,10009
ProviderNumber,146,empty,10009
ProviderNumber,152,48374.84466466178,10009
ProviderNumber,155,40897.21017920688,10009
ProviderNumber,158,43101.78179674651,10009
ProviderNumber,169,empty,10009
ProviderNumber,175,empty,10010
ProviderNumber,181,39284.84053868532,10010
ProviderNumber,186,empty,10010
ProviderNumber,188,empty,10010
ProviderNumber,196,empty,10011
ProviderNumber,199,empty,10011
ProviderNumber,203,38389.55377772815,10011
ProviderNumber,208,empty,10011
ProviderNumber,211,51378.36062982778,10011
ProviderNumber,213,empty,10011
ProviderNumber,217,39842.540706292966,10011
ProviderNumber,220,empty,10012
ProviderNumber,221,53721.014144455236,10012
ProviderNumber,223,empty,10012
ProviderNumber,232,empty,10012
ProviderNumber,236,empty,10012
ProviderNumber,239,empty,10012
ProviderNumber,243,40901.4084358997,10012
ProviderNumber,246,50227.80419358675,10015
ProviderNumber,247,empty,10015
ProviderNumber,251,empty,10015
ProviderNumber,252,empty,10015
ProviderNumber,256,51876.82919637613,10015
ProviderNumber,257,empty,10015
ProviderNumber,261,40339.27020485342,10015
ProviderNumber,270,empty,10016
ProviderNumber,273,empty,10016
ProviderNumber,275,55365.4938217887,10016
ProviderNumber,277,49772.80054365827,10016
ProviderNumber,278,53363.645770245195,10016
ProviderNumber,283,44807.894088363806,10016
ProviderNumber,285,empty,10016
ProviderNumber,288,empty,10016
ProviderNumber,294,53353.536923468666,10016
ProviderNumber,296,58743.613196940445,10018
ProviderNumber,297,empty,10018
ProviderNumber,299,empty,10018
ProviderNumber,306,53944.4741897072,10018
ProviderNumber,309,50473.504261539085,10018
ProviderNumber,314,45782.49678881365,10038
ProviderNumber,317,34423.92644083707,10038
ProviderNumber,319,32013.867766121428,10038
ProviderNumber,325,57147.03123942669,10038
ProviderNumber,326,52579.63081324989,10038
ProviderNumber,327,51564.39149208771,10038
ProviderNumber,328,empty,10038
ProviderNumber,334,54447.70266484365,10055
ProviderNumber,336,empty,10055
ProviderNumber,344,34562.6689467412,10055
ProviderNumber,352,empty,10056
ProviderNumber,355,empty,10086
ProviderNumber,359,30927.885994816785,10086
ProviderNumber,361,empty,10086
ProviderNumber,364,37247.94081968145,10086
ProviderNumber,368,empty,10086
ProviderNumber,369,53442.692605966266,10086
ProviderNumber,373,32530.176633413153,10086
ProviderNumber,374,50807.456301271945,10086
ProviderNumber,377,57860.59388298478,10086
ProviderNumber,380,46464.96556003809,10087
ProviderNumber,382,empty,10087
ProviderNumber,391,empty,10087
ProviderNumber,392,48722.28537396806,10087
ProviderNumber,401,empty,10108
ProviderNumber,404,31815.74543104743,10108
ProviderNumber,405,55584.89012394639,10108
ProviderNumber,408,48655.211051899074,10108
ProviderNumber,410,empty,10108
ProviderNumber,413,empty,10158
ProviderNumber,418,empty,10164
ProviderNumber,420,50106.68151989139,10164
ProviderNumber,421,empty,10164
ProviderNumber,424,empty,10164
ProviderNumber,428,empty,10164
ProviderNumber,433,69595.40395457318,20017
ProviderNumber,434,empty,20017
ProviderNumber,437,60888.62514154888,20017
ProviderNumber,438,empty,20017
ProviderNumber,439,119886.9660038232,20017
ProviderNumber,441,117995.11039716724,20017
