Attribute,Index,Clean Value,Cleaned Value
ProviderNumber,4,10018,35845.70673949425
ProviderNumber,16,10019,empty
ProviderNumber,17,10019,empty
ProviderNumber,18,10019,empty
ProviderNumber,26,10001,empty
ProviderNumber,27,10001,empty
ProviderNumber,28,10001,empty
ProviderNumber,31,10001,51864.079250809635
ProviderNumber,37,10001,empty
ProviderNumber,40,10001,51546.20667791386
ProviderNumber,42,10001,56567.65764295816
ProviderNumber,44,10001,empty
ProviderNumber,47,10005,58120.91541011068
ProviderNumber,48,10005,48203.97085919517
ProviderNumber,49,10005,56612.27961515421
ProviderNumber,53,10005,empty
ProviderNumber,56,10005,31598.34271747706
ProviderNumber,58,10005,empty
ProviderNumber,59,10005,47342.89611458796
ProviderNumber,61,10005,48492.29279965595
ProviderNumber,66,10005,empty
ProviderNumber,68,10005,48082.742045240695
ProviderNumber,70,10006,empty
ProviderNumber,74,10006,50607.56904033804
ProviderNumber,77,10006,empty
ProviderNumber,80,10006,38055.89860139285
ProviderNumber,83,10006,43895.87138516001
ProviderNumber,88,10006,empty
ProviderNumber,90,10006,empty
ProviderNumber,97,10007,50297.02344458881
ProviderNumber,109,10007,53141.26737356733
ProviderNumber,110,10007,empty
ProviderNumber,112,10007,empty
ProviderNumber,114,10007,empty
ProviderNumber,121,10008,empty
ProviderNumber,127,10008,48175.04155277255
ProviderNumber,135,10008,empty
ProviderNumber,141,10008,32300.224620838293
ProviderNumber,142,10008,33006.64713380062
ProviderNumber,143,10008,empty
ProviderNumber,144,10008,33767.23966862511
ProviderNumber,145,10009,44750.963866769576
ProviderNumber,146,10009,empty
ProviderNumber,152,10009,48374.84466466178
ProviderNumber,155,10009,40897.21017920688
ProviderNumber,158,10009,43101.78179674651
ProviderNumber,169,10009,empty
ProviderNumber,175,10010,empty
ProviderNumber,181,10010,39284.84053868532
ProviderNumber,186,10010,empty
ProviderNumber,188,10010,empty
ProviderNumber,196,10011,empty
ProviderNumber,199,10011,empty
ProviderNumber,203,10011,38389.55377772815
ProviderNumber,208,10011,empty
ProviderNumber,211,10011,51378.36062982778
ProviderNumber,213,10011,empty
ProviderNumber,217,10011,39842.540706292966
ProviderNumber,220,10012,empty
ProviderNumber,221,10012,53721.014144455236
ProviderNumber,223,10012,empty
ProviderNumber,232,10012,empty
ProviderNumber,236,10012,empty
ProviderNumber,239,10012,empty
ProviderNumber,243,10012,40901.4084358997
ProviderNumber,246,10015,50227.80419358675
ProviderNumber,247,10015,empty
ProviderNumber,251,10015,empty
ProviderNumber,252,10015,empty
ProviderNumber,256,10015,51876.82919637613
ProviderNumber,257,10015,empty
ProviderNumber,261,10015,40339.27020485342
ProviderNumber,270,10016,empty
ProviderNumber,273,10016,empty
ProviderNumber,275,10016,55365.4938217887
ProviderNumber,277,10016,49772.80054365827
ProviderNumber,278,10016,53363.645770245195
ProviderNumber,283,10016,44807.894088363806
ProviderNumber,285,10016,empty
ProviderNumber,288,10016,empty
ProviderNumber,294,10016,53353.536923468666
ProviderNumber,296,10018,58743.613196940445
ProviderNumber,297,10018,empty
ProviderNumber,299,10018,empty
ProviderNumber,306,10018,53944.4741897072
ProviderNumber,309,10018,50473.504261539085
ProviderNumber,314,10038,45782.49678881365
ProviderNumber,317,10038,34423.92644083707
ProviderNumber,319,10038,32013.867766121428
ProviderNumber,325,10038,57147.03123942669
ProviderNumber,326,10038,52579.63081324989
ProviderNumber,327,10038,51564.39149208771
ProviderNumber,328,10038,empty
ProviderNumber,334,10055,54447.70266484365
ProviderNumber,336,10055,empty
ProviderNumber,344,10055,34562.6689467412
ProviderNumber,352,10056,empty
ProviderNumber,355,10086,empty
