Attribute,Index,Dirty Value,Cleaned Value
HospitalName,8,callahan eye foundat@@ion #hospital,callahan eye foundation hospital
HospitalName,9,empty,helen keller memorial hospital
HospitalName,10,empty,helen keller memorial hospital
HospitalName,14,empty,helen keller memorial hospital
HospitalName,15,empty,helen keller memorial hospital
HospitalName,22,empty,southeast alabama medical center
HospitalName,24,empty,southeast alabama medical center
HospitalName,32,empty,southeast alabama medical center
HospitalName,33,southeast a#lab@@ama medical center,southeast alabama medical center
HospitalName,34,empty,southeast alabama medical center
HospitalName,35,southeast alabama me$dical center,southeast alabama medical center
HospitalName,38,empty,southeast alabama medical center
HospitalName,41,empty,southeast alabama medical center
HospitalName,51,marshall medical# cen#ter south,marshall medical center south
HospitalName,57,empty,marshall medical center south
HospitalName,62,empty,marshall medical center south
HospitalName,63,empty,marshall medical center south
HospitalName,72,empty,eliza coffee memorial hospital
HospitalName,75,eliza coffee# memorial hospital,eliza coffee memorial hospital
HospitalName,82,empty,eliza coffee memorial hospital
HospitalName,85,empty,eliza coffee memorial hospital
HospitalName,86,eli%za coffee memorial hospital,eliza coffee memorial hospital
HospitalName,96,mizell@@ memorial hospital,mizell memorial hospital
HospitalName,99,mizell memorial hospi??tal,mizell memorial hospital
HospitalName,104,mizel#l memorial hospital,mizell memorial hospital
HospitalName,115,empty,mizell memorial hospital
HospitalName,116,empty,mizell memorial hospital
HospitalName,117,empty,mizell memorial hospital
HospitalName,118,mizell m$emorial hospital,mizell memorial hospital
HospitalName,119,empty,mizell memorial hospital
HospitalName,123,empty,crenshaw community hospital
HospitalName,130,empty,crenshaw community hospital
HospitalName,132,empty,crenshaw community hospital
HospitalName,137,cr@@enshaw community hospital,crenshaw community hospital
HospitalName,138,empty,crenshaw community hospital
HospitalName,147,empty,hartselle medical center
HospitalName,148,hartselle medical c#enter,hartselle medical center
HospitalName,150,hart#selle me??dical center,hartselle medical center
HospitalName,157,$hartselle medical center,hartselle medical center
HospitalName,162,empty,hartselle medical center
HospitalName,163,empty,hartselle medical center
HospitalName,164,empty,hartselle medical center
HospitalName,166,harts#elle medical center,hartselle medical center
HospitalName,168,hartselle medical cen$ter,hartselle medical center
HospitalName,174,@@marshall medical center north,marshall medical center north
HospitalName,176,empty,marshall medical center north
HospitalName,177,empty,marshall medical center north
HospitalName,179,empty,marshall medical center north
HospitalName,180,empty,marshall medical center north
HospitalName,182,empty,marshall medical center north
HospitalName,187,marshall me%dical center north,marshall medical center north
HospitalName,191,empty,marshall medical center north
HospitalName,198,st vi%ncents east,st vincents east
HospitalName,209,empty,st vincents east
HospitalName,216,st vinc????ents east,st vincents east
HospitalName,237,empty,dekalb regional medical center
HospitalName,241,empty,dekalb regional medical center
HospitalName,265,southwest alabama medic@@al center,southwest alabama medical center
HospitalName,271,empty,shelby baptist medical center
HospitalName,272,empty,shelby baptist medical center
HospitalName,279,empty,shelby baptist medical center
HospitalName,280,empty,shelby baptist medical center
HospitalName,281,empty,shelby baptist medical center
HospitalName,282,empty,shelby baptist medical center
HospitalName,289,empty,shelby baptist medical center
HospitalName,292,empty,shelby baptist medical center
HospitalName,300,empty,callahan eye foundation hospital
HospitalName,301,empty,callahan eye foundation hospital
HospitalName,310,callahan e??y$e foundation hospital,callahan eye foundation hospital
HospitalName,312,empty,stringfellow memorial hospital
HospitalName,318,stringfellow memorial hospita#l,stringfellow memorial hospital
HospitalName,322,stringfellow memorial h??ospital,stringfellow memorial hospital
HospitalName,323,empty,stringfellow memorial hospital
HospitalName,324,empty,stringfellow memorial hospital
HospitalName,331,stringfellow memorial#% hospital,stringfellow memorial hospital
HospitalName,332,fl#owers hos$pital,flowers hospital
HospitalName,335,flowers hospit#al,flowers hospital
HospitalName,339,empty,flowers hospital
HospitalName,343,empty,flowers hospital
HospitalName,346,empty,flowers hospital
HospitalName,347,flowers hospit@@al,flowers hospital
HospitalName,350,empty,st vincents hospital
HospitalName,351,empty,st vincents hospital
HospitalName,353,empty,st vincents hospital
HospitalName,357,empty,northwest medical center
HospitalName,365,nor$thwest medical center,northwest medical center
HospitalName,384,u$n??iv of south alabama medical center,univ of south alabama medical center
HospitalName,386,univ of@@$ south alabama medical center,univ of south alabama medical center
HospitalName,395,empty,prattville baptist hospital
