Attribute,Index,Clean Value,Cleaned Value
id,13,2097,10747.836217767284
id,26,802,2751.7168915578573
id,30,797,4513.247161048477
id,31,796,3585.2798679863895
id,61,47,nan
id,66,515,nan
id,74,2682,nan
id,77,2679,nan
id,88,2401,10218.379468974768
id,113,753,nan
id,153,2495,nan
id,158,343,nan
id,175,1483,nan
id,180,1875,nan
id,182,965,4399.284071857309
id,190,1644,8123.18787234219
id,194,1343,nan
id,213,1806,nan
id,216,2420,nan
id,230,1901,8001.063202401001
id,231,1261,5232.927613238862
id,236,1157,5460.574682117728
id,244,1003,nan
id,246,1001,nan
id,249,2586,10025.481267162637
id,250,2585,nan
id,262,159,nan
id,265,2096,nan
id,309,1371,7305.415523580402
id,344,1421,nan
id,354,633,nan
id,364,1143,5750.584522673826
id,365,1395,7312.0712374335
id,368,2596,8282.952356477674
id,386,1799,nan
id,394,2542,nan
id,395,2541,11053.91502209492
id,413,2137,12669.445313687876
id,416,2091,8422.66441824848
id,427,1949,nan
id,441,873,nan
id,444,671,nan
id,445,670,nan
id,451,1096,6498.454497004514
id,459,756,nan
id,466,383,nan
id,472,2552,14059.158170693046
id,475,2123,nan
id,482,2464,nan
id,497,2653,11525.916798519444
id,499,2252,nan
id,510,793,nan
id,513,790,3286.2790156519777
id,526,2067,10716.476455834338
id,551,1940,nan
id,573,1218,4931.198675811263
id,581,1646,nan
id,589,2016,nan
id,592,2380,nan
id,609,1694,6442.510172119702
id,610,1693,nan
id,615,1141,nan
id,640,2061,nan
id,657,940,nan
id,668,1602,nan
id,681,2078,nan
id,694,1734,nan
id,718,2015,nan
id,731,450,nan
id,735,446,1392.5196548580757
id,751,1642,nan
id,777,1455,6810.598222675181
id,783,1731,6802.318259898997
id,789,2027,nan
id,798,1662,nan
id,843,1565,7842.925547920448
id,845,1874,9829.296356973908
id,853,2309,nan
id,868,2526,12908.102169990463
id,883,1260,nan
id,893,1777,7822.032893169822
id,905,548,3092.635885488851
id,912,309,1626.3948797369094
id,913,308,1410.5243283968302
id,930,1990,8709.332817722667
id,938,639,nan
id,947,436,2516.3378297013232
id,958,404,1857.2803184684656
id,968,1028,nan
id,989,984,nan
id,1006,1134,3416.6242916786205
id,1026,770,nan
id,1028,610,nan
id,1037,2179,nan
id,1039,1894,6867.60701920864
id,1047,2295,8132.84633369113
id,1065,1354,6642.212683256301
id,1070,1004,nan
id,1082,2394,9372.060580091242
id,1086,2390,10785.620428254597
id,1104,1555,7925.208532648806
id,1119,2673,nan
id,1138,1254,nan
id,1141,468,1917.487581169861
id,1147,1557,nan
id,1178,1666,nan
id,1181,2459,nan
id,1185,590,nan
id,1186,781,nan
id,1217,2327,8831.616515237441
id,1219,1926,nan
id,1232,1122,nan
id,1235,2032,nan
id,1261,1626,nan
id,1262,1625,nan
id,1267,1355,7368.422470032365
id,1276,1783,7101.49510887383
id,1313,31,144.50026097037951
id,1316,1047,5555.652439469448
id,1332,1814,7657.520638372008
id,1333,587,nan
id,1350,1612,8763.771319395826
id,1355,1884,9699.869893137142
id,1363,2359,7705.430994348483
id,1381,645,nan
id,1386,2159,8559.569357455757
id,1387,2157,nan
id,1412,625,3676.6032972158177
id,1430,314,nan
id,1439,1147,nan
id,1451,1690,nan
id,1461,1417,8364.79208269905
id,1480,2041,nan
id,1489,1621,8071.963110458701
id,1493,1304,4701.65074936731
id,1494,2692,12406.781776053467
id,1527,1431,6893.225129637718
id,1528,1430,nan
id,1540,1381,7538.822213023176
id,1541,900,nan
id,1558,1751,nan
id,1572,726,2501.240291699089
id,1587,803,4179.1365608645965
id,1589,786,nan
id,1592,744,3828.4936617592552
id,1596,734,nan
id,1602,1166,4275.063428554393
id,1604,1908,nan
id,1617,890,4544.199872128917
id,1621,1930,6031.489476658505
id,1641,2635,15399.19918477034
id,1647,1518,nan
id,1655,847,5036.9721719106265
id,1683,2370,9591.940913176291
id,1695,2515,7905.610842602291
id,1757,1099,nan
id,1762,1280,nan
id,1768,1577,nan
id,1770,1575,7360.596297050607
id,1784,1867,8823.539490870846
id,1790,1995,nan
id,1801,764,4081.794527006164
id,1824,1078,4683.864575064584
id,1833,917,nan
id,1850,1338,nan
id,1851,1295,nan
id,1878,425,nan
id,1879,424,nan
id,1882,1942,7916.613692056972
id,1890,70,nan
id,1921,393,1943.2283616520433
id,1930,1298,nan
id,1949,2297,nan
id,1951,1745,5546.036466972079
id,1961,1010,nan
id,1970,763,nan
id,1973,2136,nan
id,1988,1205,5748.1161535789715
id,2007,816,nan
id,2013,141,nan
id,2036,2085,8680.798471359925
id,2097,1164,3770.761706296969
id,2108,1063,nan
id,2115,537,2282.6488104007603
id,2128,2447,nan
id,2150,1197,nan
id,2152,1079,nan
id,2153,94,318.4515700194174
id,2166,1278,nan
id,2211,594,nan
id,2214,2445,14111.792061289683
id,2246,2037,9499.59936544947
id,2255,1723,nan
id,2262,2372,10392.52329727263
id,2288,907,3996.628709116826
id,2292,466,2677.0308431907615
id,2319,1846,6386.095648182796
id,2320,1845,10248.80611758586
id,2334,2221,12371.753977480565
id,2352,2340,8477.939711866675
id,2356,2570,14879.324539972433
id,2363,1364,nan
id,2386,2047,nan
id,2398,1514,nan
id,2404,1045,nan
beer_name,11,Sophomoric Saison,nan
beer_name,17,Cherried Away,Cherried A@@way
beer_name,18,Rhubarbarian,nan
beer_name,20,He Said Baltic-Style Porter,%He Said Balti$c-Style Porter
beer_name,21,He Said Belgian-Style Tripel,nan
beer_name,27,Hell or High Watermelon Wheat (2009),nan
beer_name,34,Bitter American (2011),nan
beer_name,50,Contact High,Contact High@@
beer_name,54,Scarecrow,Scare%crow
beer_name,68,Citra Ass Down,Cit#ra Ass Down
beer_name,76,Sho'nuff,S#ho'nuff
beer_name,97,Liberty Ale,nan
beer_name,106,Barney Flats Oatmeal Stout,nan
beer_name,131,Porter (a/k/a Black Gold Porter),nan
beer_name,143,Aslan IPA,Aslan IP@@A
beer_name,146,Independence Pass Ale,nan
beer_name,149,Poop Deck Porter,nan
beer_name,160,Pearl-Snap,P%earl-Snap
beer_name,165,White Rascal,nan
beer_name,183,Grapefruit Sculpin,Grapefr#uit S#culpin
beer_name,192,Thai.p.a,nan
beer_name,203,Wonderstuff,Wonde??rstuf??f
beer_name,247,Dark Star,nan
beer_name,254,Scape Goat Pale Ale,nan
beer_name,274,Single Hop Ale,nan
beer_name,293,Grand Rabbits,Grand Rabb??i#ts
beer_name,294,1800 Big Log Wheat (2012),nan
beer_name,317,Little Boss,nan
beer_name,351,Demshitz Brown Ale,nan
beer_name,353,Brush Creek Blonde,B$rush Creek Blon@@de
beer_name,355,Noche Dulce,N??oche Dulce
beer_name,400,Paris,nan
