Attribute,Index,Dirty Value,Clean Value
id,13,10747.836217767284,2097
id,26,2751.7168915578573,802
id,30,4513.247161048477,797
id,31,3585.2798679863895,796
id,61,nan,47
id,66,nan,515
id,74,nan,2682
id,77,nan,2679
id,88,10218.379468974768,2401
id,113,nan,753
id,153,nan,2495
id,158,nan,343
id,175,nan,1483
id,180,nan,1875
id,182,4399.284071857309,965
id,190,8123.18787234219,1644
id,194,nan,1343
id,213,nan,1806
id,216,nan,2420
id,230,8001.063202401001,1901
id,231,5232.927613238862,1261
id,236,5460.574682117728,1157
id,244,nan,1003
id,246,nan,1001
id,249,10025.481267162637,2586
id,250,nan,2585
id,262,nan,159
id,265,nan,2096
id,309,7305.415523580402,1371
id,344,nan,1421
id,354,nan,633
id,364,5750.584522673826,1143
id,365,7312.0712374335,1395
id,368,8282.952356477674,2596
id,386,nan,1799
id,394,nan,2542
id,395,11053.91502209492,2541
id,413,12669.445313687876,2137
id,416,8422.66441824848,2091
id,427,nan,1949
id,441,nan,873
id,444,nan,671
id,445,nan,670
id,451,6498.454497004514,1096
id,459,nan,756
id,466,nan,383
id,472,14059.158170693046,2552
id,475,nan,2123
id,482,nan,2464
id,497,11525.916798519444,2653
id,499,nan,2252
id,510,nan,793
id,513,3286.2790156519777,790
id,526,10716.476455834338,2067
id,551,nan,1940
id,573,4931.198675811263,1218
id,581,nan,1646
id,589,nan,2016
id,592,nan,2380
id,609,6442.510172119702,1694
id,610,nan,1693
id,615,nan,1141
id,640,nan,2061
id,657,nan,940
id,668,nan,1602
id,681,nan,2078
id,694,nan,1734
id,718,nan,2015
id,731,nan,450
id,735,1392.5196548580757,446
id,751,nan,1642
id,777,6810.598222675181,1455
id,783,6802.318259898997,1731
id,789,nan,2027
id,798,nan,1662
id,843,7842.925547920448,1565
id,845,9829.296356973908,1874
id,853,nan,2309
id,868,12908.102169990463,2526
id,883,nan,1260
id,893,7822.032893169822,1777
id,905,3092.635885488851,548
id,912,1626.3948797369094,309
id,913,1410.5243283968302,308
id,930,8709.332817722667,1990
id,938,nan,639
id,947,2516.3378297013232,436
id,958,1857.2803184684656,404
id,968,nan,1028
id,989,nan,984
id,1006,3416.6242916786205,1134
id,1026,nan,770
id,1028,nan,610
id,1037,nan,2179
id,1039,6867.60701920864,1894
id,1047,8132.84633369113,2295
id,1065,6642.212683256301,1354
id,1070,nan,1004
id,1082,9372.060580091242,2394
id,1086,10785.620428254597,2390
id,1104,7925.208532648806,1555
id,1119,nan,2673
id,1138,nan,1254
id,1141,1917.487581169861,468
id,1147,nan,1557
id,1178,nan,1666
id,1181,nan,2459
id,1185,nan,590
id,1186,nan,781
id,1217,8831.616515237441,2327
id,1219,nan,1926
id,1232,nan,1122
id,1235,nan,2032
id,1261,nan,1626
id,1262,nan,1625
id,1267,7368.422470032365,1355
id,1276,7101.49510887383,1783
id,1313,144.50026097037951,31
id,1316,5555.652439469448,1047
id,1332,7657.520638372008,1814
id,1333,nan,587
id,1350,8763.771319395826,1612
id,1355,9699.869893137142,1884
id,1363,7705.430994348483,2359
id,1381,nan,645
id,1386,8559.569357455757,2159
id,1387,nan,2157
id,1412,3676.6032972158177,625
id,1430,nan,314
id,1439,nan,1147
id,1451,nan,1690
id,1461,8364.79208269905,1417
id,1480,nan,2041
id,1489,8071.963110458701,1621
id,1493,4701.65074936731,1304
id,1494,12406.781776053467,2692
id,1527,6893.225129637718,1431
id,1528,nan,1430
id,1540,7538.822213023176,1381
id,1541,nan,900
id,1558,nan,1751
id,1572,2501.240291699089,726
id,1587,4179.1365608645965,803
id,1589,nan,786
id,1592,3828.4936617592552,744
id,1596,nan,734
id,1602,4275.063428554393,1166
id,1604,nan,1908
id,1617,4544.199872128917,890
id,1621,6031.489476658505,1930
id,1641,15399.19918477034,2635
id,1647,nan,1518
id,1655,5036.9721719106265,847
id,1683,9591.940913176291,2370
id,1695,7905.610842602291,2515
id,1757,nan,1099
id,1762,nan,1280
id,1768,nan,1577
id,1770,7360.596297050607,1575
id,1784,8823.539490870846,1867
id,1790,nan,1995
id,1801,4081.794527006164,764
id,1824,4683.864575064584,1078
id,1833,nan,917
id,1850,nan,1338
id,1851,nan,1295
id,1878,nan,425
id,1879,nan,424
id,1882,7916.613692056972,1942
id,1890,nan,70
id,1921,1943.2283616520433,393
id,1930,nan,1298
id,1949,nan,2297
id,1951,5546.036466972079,1745
id,1961,nan,1010
id,1970,nan,763
id,1973,nan,2136
id,1988,5748.1161535789715,1205
id,2007,nan,816
id,2013,nan,141
id,2036,8680.798471359925,2085
id,2097,3770.761706296969,1164
id,2108,nan,1063
id,2115,2282.6488104007603,537
id,2128,nan,2447
id,2150,nan,1197
id,2152,nan,1079
id,2153,318.4515700194174,94
id,2166,nan,1278
id,2211,nan,594
id,2214,14111.792061289683,2445
id,2246,9499.59936544947,2037
id,2255,nan,1723
id,2262,10392.52329727263,2372
id,2288,3996.628709116826,907
id,2292,2677.0308431907615,466
id,2319,6386.095648182796,1846
id,2320,10248.80611758586,1845
id,2334,12371.753977480565,2221
id,2352,8477.939711866675,2340
id,2356,14879.324539972433,2570
id,2363,nan,1364
id,2386,nan,2047
id,2398,nan,1514
id,2404,nan,1045
beer_name,11,nan,Sophomoric Saison
beer_name,17,Cherried A@@way,Cherried Away
beer_name,18,nan,Rhubarbarian
beer_name,20,%He Said Balti$c-Style Porter,He Said Baltic-Style Porter
beer_name,21,nan,He Said Belgian-Style Tripel
beer_name,27,nan,Hell or High Watermelon Wheat (2009)
beer_name,34,nan,Bitter American (2011)
beer_name,50,Contact High@@,Contact High
beer_name,54,Scare%crow,Scarecrow
beer_name,68,Cit#ra Ass Down,Citra Ass Down
beer_name,76,S#ho'nuff,Sho'nuff
beer_name,97,nan,Liberty Ale
beer_name,106,nan,Barney Flats Oatmeal Stout
beer_name,131,nan,Porter (a/k/a Black Gold Porter)
beer_name,143,Aslan IP@@A,Aslan IPA
beer_name,146,nan,Independence Pass Ale
beer_name,149,nan,Poop Deck Porter
beer_name,160,P%earl-Snap,Pearl-Snap
beer_name,165,nan,White Rascal
beer_name,183,Grapefr#uit S#culpin,Grapefruit Sculpin
beer_name,192,nan,Thai.p.a
beer_name,203,Wonde??rstuf??f,Wonderstuff
beer_name,247,nan,Dark Star
beer_name,254,nan,Scape Goat Pale Ale
beer_name,274,nan,Single Hop Ale
beer_name,293,Grand Rabb??i#ts,Grand Rabbits
beer_name,294,nan,1800 Big Log Wheat (2012)
beer_name,317,nan,Little Boss
beer_name,351,nan,Demshitz Brown Ale
beer_name,353,B$rush Creek Blon@@de,Brush Creek Blonde
beer_name,355,N??oche Dulce,Noche Dulce
beer_name,400,nan,Paris
beer_name,406,@@Dubbe??licious,Dubbelicious
beer_name,407,nan,Psychopomp
beer_name,409,nan,Earth-Like Planets
beer_name,410,Sk??i Patrol,Ski Patrol
beer_name,425,A$gent a Deux,Agent a Deux
beer_name,426,Belgian% Wit,Belgian Wit
beer_name,429,Le Fla#neur $Ale,Le Flaneur Ale
beer_name,431,nan,Trebuchet Double IPA
beer_name,445,Vivant Tripel (2$012),Vivant Tripel (2012)
beer_name,447,K#ludde,Kludde
beer_name,448,nan,Farm Hand
beer_name,458,nan,East India Pale Ale
beer_name,463,nan,Brooklyn Lager (12 oz.)
beer_name,479,Pale #Alement,Pale Alement
beer_name,481,Kre$amed% Corn,Kreamed Corn
beer_name,519,nan,Remain in Light
beer_name,532,nan,Dark Voyage Black IPA (2013)
beer_name,537,Mu@@@@tiny IPA,Mutiny IPA
beer_name,544,Carolina Blonde# (2006%),Carolina Blonde (2006)
beer_name,549,%Epit??ome,Epitome
beer_name,563,nan,Seiche Scottish Ale
beer_name,572,nan,All American Blonde Ale
beer_name,573,nan,All American Red Ale
beer_name,576,nan,Main St. Virginia Ale
beer_name,577,Ray Ray’s Pale$ Ale,Ray Ray’s Pale Ale
beer_name,585,Missi??le IPA,Missile IPA
beer_name,611,nan,Hopped on the High Seas (Ahtanum)
beer_name,618,nan,Maduro Brown Ale
beer_name,621,Tocoba@@ga Red@@ Ale,Tocobaga Red Ale
beer_name,636,Rhod??e I#sland Blueberry,Rhode Island Blueberry
beer_name,640,nan,Big Blue Van
beer_name,656,nan,WinterWonderGrass Festival Ale
beer_name,664,nan,3 Picket Porter
beer_name,665,Rusty N$ail?? Pale Ale,Rusty Nail Pale Ale
beer_name,668,Bear Butte N??ut @@Brown Ale,Bear Butte Nut Brown Ale
beer_name,688,The# Public,The Public
beer_name,695,nan,Dead Armadillo Amber Ale
beer_name,735,nan,Dolores River Mild
beer_name,739,nan,Apricot Blonde
beer_name,765,nan,Voodoo
beer_name,779,Norns Rogge$nbier,Norns Roggenbier
beer_name,781,nan,Moirai India Pale Ale
beer_name,788,nan,Mastermind
beer_name,791,nan,Hodad Porter
beer_name,794,FMB?? 101@@,FMB 101
beer_name,800,nan,Fascist Pig Ale
beer_name,828,nan,Java the Hop
