Attribute,Index,Clean Value,Dirty Value
id,8,729712,nan
id,13,278396,nan
id,22,163526,nan
id,29,793918,nan
id,35,676042,nan
id,52,730822,nan
id,56,158672,nan
id,77,715052,nan
id,99,377284,nan
id,111,689284,nan
id,113,148787,nan
id,120,954493,nan
id,128,977276,nan
id,130,772616,nan
id,133,465176,nan
id,163,259916,nan
id,165,790756,nan
id,175,730191,nan
id,183,431896,nan
id,185,929252,nan
id,187,961741,nan
id,189,717315,nan
id,210,979059,nan
id,211,661572,nan
id,231,696362,nan
id,236,84944,nan
id,253,908690,nan
id,270,692358,nan
id,274,929971,nan
id,275,470385,nan
id,283,680306,nan
id,335,524073,nan
id,336,348813,nan
id,375,894502,nan
id,392,112716,nan
id,397,343395,nan
id,407,2842,nan
id,412,583682,nan
id,421,838034,nan
id,433,962338,nan
id,437,687404,nan
id,440,853882,nan
id,446,98562,nan
id,464,960371,nan
id,475,917417,nan
id,511,915463,nan
id,512,476199,nan
id,528,556803,nan
id,532,105981,nan
id,535,623367,nan
id,536,13408,nan
id,543,866131,nan
id,571,647583,nan
id,575,74821,nan
id,597,887041,nan
id,606,592201,nan
id,629,795170,nan
id,656,950926,nan
id,663,388872,nan
id,667,954980,nan
id,669,751168,nan
id,693,776197,nan
id,712,446026,nan
id,715,428909,nan
id,720,771288,nan
id,730,696132,nan
id,741,322953,nan
id,742,123731,nan
id,748,463556,nan
id,750,300057,nan
id,761,856471,nan
id,775,718292,nan
id,780,62246,nan
id,793,166179,nan
id,802,605423,nan
id,814,133777,nan
id,835,637323,nan
id,842,518335,nan
id,853,711975,nan
id,856,364080,nan
id,863,793299,nan
id,866,11709,nan
id,879,57286,nan
id,898,162189,nan
id,909,820238,nan
id,915,26216,nan
id,924,904168,nan
id,925,916713,nan
id,929,166779,nan
id,932,83012,nan
id,935,261121,nan
id,938,741988,nan
id,943,772745,nan
id,948,449419,nan
id,950,134738,nan
id,969,109843,nan
id,977,450760,nan
id,981,894794,nan
id,988,908011,nan
article_title,2,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,nan
article_title,10,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan
article_title,14,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan
article_title,32,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,nan
article_title,39,Out of harm's way: curbing violence in the ED,nan
article_title,72,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,nan
article_title,77,Health-promoting behaviors of low-income cancer survivors,nan
article_title,100,Dietary practices of ballet jazz and modern dancers,nan
article_title,101,Iatrogenic perforation at colonic imaging.,nan
article_title,114,Patent abstractsnull,nan
article_title,139,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,nan
article_title,148,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,nan
article_title,171,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,nan
article_title,181,The impact of bleeding complications in patients receiving novel oral anticoagulants: A systematic review and metaanalysis,nan
article_title,189,Using Debate as a Pedagogical Tool in Enhancing Pre-Service Teachers' Learning and Critical Thinking,nan
article_title,208,Stereotactic radiosurgery for spinal metastases: a literature review. [Review],nan
article_title,209,Pancreatic surgery. A paradigm for progress in the age of the bottom line,nan
article_title,217,Public health impact of the 1992 Los Angeles civil unrest,nan
article_title,219,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,nan
article_title,242,Imaging for target volume delineation in rectal cancer radiotherapy--a systematic review.,nan
article_title,255,Specific plasma factors blocking human maternal cell-mediated immune reaction to placental antigens.,nan
article_title,258,Mortality at older ages and moves in residential and sheltered housing: evidence from the UK,nan
article_title,263,[New aspects in hernia surgery].,nan
article_title,268,Dyspareunia and sexual dysfunction following vaginal delivery in thai primiparous women with second degree perineal tear: A prospective cohort study,nan
article_title,269,eComment. EuroSCORE II - corrected in-hospital mortality rate in a modern cohort of patients undergoing cardiac surgery,nan
article_title,287,Comparison between incidental malignant and benign breast lesions detected by computed tomography: a systematic review.,nan
article_title,305,Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research.,nan
article_title,309,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,nan
article_title,315,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling,nan
article_title,327,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.,nan
article_title,330,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology,nan
article_title,334,[Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective multi-center randomized placebo-controlled double-blind trial],nan
article_title,337,Consciousness coma and caring for the brain-injured patient.,nan
article_title,362,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric],nan
article_title,369,Surgical treatment of pathologic fractures of humerus,nan
article_title,371,Modification of aspects of the endocrine response to tracheal intubation by lignocaine halothane and thiopentone.,nan
article_title,375,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,nan
article_title,384,Abstracts from the ASENT 14th Annual Meeting,nan
article_title,396,Early and late mortality in hospitalised patients with raised cardiac troponin T.,nan
article_title,402,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,nan
article_title,415,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.,nan
article_title,420,Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.,nan
article_title,439,Cost implications for missed malnutrition diagnoses in patients hospitalised with an exacerbation of chronic obstructive pulmonary disease (COPD),nan
article_title,441,A case of delirium triggered by sub-clinical seizures,nan
article_title,460,The role of transforming growth factor-beta-mediated tumor-stroma interactions in prostate cancer progression: An integrative approach,nan
article_title,462,Comparison of the CHADS2 CHA2DS2-VASc and HAS-BLED scores for the prediction of clinically relevant bleeding in anticoagulated patients with atrial fibrillation: the AMADEUS trial.,nan
article_title,482,Chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions,nan
article_title,485,Tobacco-related scenes in television dramas for young Japanese audiences,nan
article_title,490,Health literacy and child health promotion: Implications for research clinical care and public policy,nan
article_title,491,Persistence of profenophos and quinolphos on cultivated cucumber and its removal,nan
article_title,505,Takayasu's arteritis with multiple intracranial aneurysms,nan
article_title,516,A growing lesion on the cheek.,nan
article_title,517,Protective effect of ginsenoside Rb1 against myocardial ischemia/reperfusion injury in streptozotocin-induced diabetic rats,nan
article_title,523,Nutritional supplementation for hip fracture aftercare in the elderly.,nan
article_title,544,School soft drink intervention study,nan
article_title,558,Three Abstracts on Chinese Research,nan
article_title,584,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,nan
article_title,597,Age-related driving disorders: screening in hospitals and outpatients settings.,nan
article_title,601,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.,nan
article_title,616,Modelling the effects of subjective and objective decision making in scientific peer review.,nan
article_title,626,Prefrontal hypoactivation and recovery in insomnia.,nan
article_title,636,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,nan
article_title,658,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,nan
article_title,690,[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)],nan
article_title,693,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts,nan
article_title,708,Obesity weight change and risks for hypertension diabetes and hypercholesterolemia in Japanese men.,nan
article_title,721,Behaviour Research and Therapy Outcome predictors in guided and unguided self-help for social anxiety disorder,nan
article_title,725,Review of epidemiology and management of atrial fibrillation in developing countries.,nan
article_title,728,Special problems in the prosthetic rehabilitation of deep bite,nan
article_title,733,Remission rates following antidepressant therapy with bupropion or selective serotonin reuptake inhibitors: a meta-analysis of original data from 7 randomized controlled trials.,nan
article_title,734,Adaptive convex combination approach for the identification of improper quaternion processes,nan
article_title,736,Use of episiotomy in the United States,nan
article_title,741,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians,nan
article_title,742,Alveolar soft part sarcoma of the uterine corpus. Report of two cases and review of the literature,nan
