ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Pub Beer,American Pale Lager,nan,0.05,nan,408,10 Barrel Brewing Company,,OR
2,9189.230776294224,Devil's Cup,nan,12,0.2387533283149281,nan,177,18th Street Brewery,Gary,IN
3,10949.023793694168,,American IPA,67.5542943619871,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,nan,920.5550151784105,18th Street Brewery,Gary,nan
5,2262,Sex and Candy,American IPA,12,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261,,Oatmeal Stout,nan,0.077,nan,,18th S#treet Brewery,Gary,IN
7,,Lake Street Express,American Pale Ale (APA),12,nan,nan,1027.5806971790716,@@18th Street Brew??ery,Gary,IN
8,,Foreman,Ameri??can Porter,nan,0.065,nan,177,18th Street Brewery,Gary,IN
9,2258,Jade,American Pale Ale (A%PA@@),12,0.2602924421248745,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,nan,66.2909303364564,0.086,nan,177,18th Street Brewery,Gary,IN
11,,Sophomoric Saison,nan,12,0.072,nan,,18th Street Brewery,G#ary,IN
12,2098,Regional Ring Of Fire,nan,61.019521891533955,0.073,nan,,18th Street Brewery,G$$ary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,,18th Street Brewery,Gary,IN
14,1980,Troll Destroyer,Belgian IPA,12,0.4618522711414831,nan,177,18th Street Brewery,Gary,IN
15,11729.666230015797,Bitter Bitch,American Pale Ale (APA),50.8158723038132,0.061,334.1873554074159,177,18th Street Brewery,Gary,IN
16,,Ginja Ninja,nan,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170,Cherried Away,Cider,12,nan,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502,,$Cider,12,0.06,nan,,2 Towns Ciderhouse,Corv#allis,OR
20,1593,He Said Baltic-Style Porter,Baltic%% Porter,70.1966920289695,0.082,nan,,,San Francisco,CA
21,1592,He Said Belgian-St#yle?? Tripel,Tripel,12,0.082,nan,2170.974391794237,21st Amendment Brewery,San Francisco,$CA$
22,5634.007594802546,,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,CA
