Attribute,Index,Clean Value,Dirty Value
id,2,2265,9189.230776294224
id,3,2264,10949.023793694168
id,7,2260,nan
id,8,2259,nan
id,11,2099,nan
id,15,1979,11729.666230015797
id,16,2318,nan
id,22,1036,5634.007594802546
id,29,799,4418.461709968691
id,30,797,nan
id,34,353,1412.774431893684
id,37,11,45.81538916039486
id,38,10,nan
id,40,2519,14874.44232638242
id,41,2518,12253.266846123955
id,43,2545,nan
id,47,2287,10472.01009985502
id,52,2602,11913.202194979776
id,59,866,nan
id,63,1165,3503.308378205447
id,64,431,1948.195694756905
id,65,516,nan
id,67,514,1711.8393108049536
id,72,2684,9389.6340720443
id,75,2681,nan
id,81,2675,nan
id,84,1162,5366.094698125098
id,85,1137,4942.293738467949
id,87,2402,9992.392363337016
id,98,2578,nan
id,101,2102,9716.947022877926
id,102,2291,nan
id,104,1738,nan
id,105,1563,nan
id,122,409,1957.7233950485904
id,123,1294,7392.866209862173
id,128,2039,nan
id,129,2511,11650.095026403991
id,131,2509,14739.13113322126
id,134,735,nan
id,140,429,1996.9459935281695
id,142,1640,nan
id,146,596,3545.2451451720003
id,147,1580,nan
id,148,980,nan
id,150,978,nan
id,154,534,3081.696894361676
id,155,528,nan
id,159,342,nan
id,160,341,1043.5999533526135
id,163,2546,8433.195428153418
id,165,108,nan
id,166,107,nan
id,169,1579,8049.298064513117
id,171,705,2448.171642415932
id,175,1483,nan
id,176,1426,nan
id,186,1400,5370.109908796642
id,194,1343,nan
id,195,2404,11982.52465585496
id,196,2323,nan
id,197,2189,nan
id,207,954,5393.110091432307
id,210,533,nan
id,212,182,1002.1465615322776
id,219,2325,10884.94938463537
id,220,2022,nan
id,223,1955,6259.62579432015
id,226,2556,11136.898437481816
id,232,1253,4683.926405659172
id,233,1900,9479.883987640806
id,238,1155,6651.657805567912
id,240,2104,10905.264874650931
id,246,1001,nan
id,249,2586,14292.62251645168
id,252,632,3719.575469899961
id,262,159,nan
id,264,34,168.5964488977188
id,265,2096,7472.193335096455
id,266,2095,nan
id,270,986,5711.73360075815
id,271,985,3008.487915464396
id,272,2508,nan
id,274,1413,6518.454547279777
id,275,1411,nan
id,277,2412,10738.18504406388
id,283,1848,nan
id,285,2485,nan
id,294,1564,8570.38361408856
id,299,1303,5818.599149068435
id,303,937,5101.7338026541565
id,305,886,nan
id,314,119,561.504261954375
id,316,2490,14434.273154694556
id,325,1597,6193.83905237956
id,326,344,1229.4790204866435
id,328,88,428.1001131156425
id,336,2422,nan
id,340,1549,8814.253325851478
id,341,1548,nan
id,343,1500,nan
id,344,1421,nan
id,352,931,4691.215835878112
id,356,1830,nan
id,363,1144,nan
id,364,1143,3757.590608479675
id,368,2596,12076.48442649278
id,369,2300,nan
id,371,2298,11593.837203178397
id,373,1573,4868.807688405822
id,374,1289,4286.248690451172
id,376,470,nan
id,378,2204,10745.710735670944
id,380,397,2145.325490593442
id,381,193,872.3480902779318
id,383,1802,nan
id,385,1800,nan
id,388,2468,8907.049138253176
id,395,2541,nan
id,396,2504,11091.45863531551
id,406,2418,nan
id,408,2382,nan
id,410,2290,nan
id,416,2091,nan
id,418,2023,nan
id,421,1977,nan
id,423,1974,8563.225028630848
id,425,1959,11016.293909326036
id,429,1785,nan
id,431,1443,4582.40677789295
id,434,1266,4954.391566668788
id,436,1136,3429.2411373256837
id,439,1031,5214.35029348227
id,440,909,nan
id,442,860,2932.6645852504384
id,444,671,2280.5185138588654
id,450,384,nan
id,453,2456,nan
id,456,919,3188.850265610941
id,465,504,nan
id,471,1627,nan
id,472,2552,9647.638069097162
id,473,2125,nan
id,474,2124,8456.787523529929
id,476,2608,14025.17693118499
id,481,2470,12504.28120522624
id,489,52,nan
id,493,2657,13840.748597818923
id,501,2213,11072.943951909598
id,504,169,754.3500918896107
id,510,793,nan
id,514,789,4167.770396707553
id,515,788,2823.8739992756127
id,516,38,nan
id,521,870,4230.52159476169
id,524,867,3960.669587564225
id,527,2066,11439.93183558128
id,528,2065,nan
id,530,1928,nan
id,541,62,nan
id,544,783,3034.537779069384
id,545,782,nan
id,548,427,nan
id,556,1743,nan
id,561,480,nan
id,569,1584,nan
id,571,1050,nan
id,572,1219,4379.108819783672
id,576,1248,nan
id,580,1647,nan
id,582,2057,nan
id,584,2055,nan
id,588,2017,8493.97601945431
id,591,2079,8268.168945908557
id,592,2380,nan
id,597,1342,nan
id,599,2349,nan
id,603,2011,nan
id,605,2009,9893.901113499536
id,613,1243,5187.103014788552
id,615,1141,4295.731053583761
id,617,1139,3598.373777723629
id,622,546,nan
id,629,359,1285.984365186532
id,636,2438,10390.859136471165
id,656,1163,4745.382804411987
id,657,940,nan
id,662,2028,nan
id,671,272,1231.8238049037757
id,672,271,1316.5134463039606
id,675,1789,nan
id,678,1786,nan
id,679,1763,nan
id,684,1092,nan
id,685,851,4290.695389851767
id,686,186,nan
id,687,185,nan
id,691,1623,7135.571801196742
id,692,110,nan
id,695,1746,nan
id,696,2371,nan
id,710,929,nan
id,712,1943,nan
id,713,1210,3650.764951184252
id,717,2021,8427.718806229454
id,720,1887,6210.728284698138
id,724,731,nan
id,727,1773,6828.375139902075
id,738,881,nan
id,748,911,5288.585007260288
id,752,673,2411.8997953530957
id,758,2003,nan
id,759,2292,nan
id,773,1435,6137.105440733308
id,777,1455,nan
id,783,1731,nan
id,785,895,nan
id,788,2289,nan
id,790,1929,10882.327728030146
id,791,1858,nan
id,792,2591,nan
id,793,2590,9753.35994266735
id,794,1968,8473.577357048074
id,795,1981,nan
id,799,941,nan
id,806,2463,7725.157962266099
id,808,1957,nan
id,809,1733,nan
id,812,1610,6646.526938226569
id,813,520,nan
id,814,2554,14020.672062438136
id,817,2567,13393.690310518276
id,819,1899,10290.102242666902
id,824,2110,nan
id,830,1515,nan
id,832,674,3839.219423443621
id,836,318,1367.2203551301202
id,840,2659,nan
id,846,1873,8147.579965473887
id,853,2309,nan
id,854,1635,nan
id,857,358,nan
id,863,2424,nan
id,867,2527,13641.09212468824
id,868,2526,nan
id,870,2524,nan
id,874,2520,10640.19141839348
id,881,857,4589.905831889897
id,887,2077,nan
id,894,1698,nan
id,896,1490,6980.657509022191
id,899,1296,4901.674860415318
id,900,1034,nan
id,902,750,nan
id,903,749,3684.658538430624
id,904,549,nan
id,910,312,991.4579933569406
id,913,308,1169.8345246319122
id,914,2205,nan
id,918,2201,12320.983048912512
id,922,477,2590.7193986598654
id,924,143,nan
id,931,1702,8203.937352001823
id,937,649,2822.775387161741
id,938,639,nan
id,939,626,nan
id,941,478,1773.6567318013217
id,947,436,1555.8120436201737
id,948,389,nan
id,951,2648,11567.388981634618
id,952,2647,nan
id,954,2645,nan
id,957,2642,nan
id,958,404,1998.0514174943964
id,960,1923,8504.9879082115
id,962,1604,nan
id,963,1574,7299.323001537244
id,964,1446,6460.62154182125
id,972,672,nan
id,973,655,3044.8235413399098
id,978,190,nan
id,979,189,nan
id,981,2314,8878.772967507788
id,982,2313,8140.139549201062
id,986,1505,6833.159219264579
id,990,693,nan
id,991,631,3524.2499902627633
id,1001,2339,9795.256862258671
id,1005,1448,nan
id,1006,1134,6223.5392731213815
id,1012,2026,nan
id,1013,1361,nan
id,1014,1016,nan
id,1016,1677,6590.487397450639
id,1017,1331,5732.9263324419435
id,1022,1380,5653.869102352248
id,1023,1379,7656.891969839017
id,1025,1313,6757.918604618785
id,1030,126,380.75874588133047
id,1033,2183,nan
id,1040,1893,9390.77392647634
id,1041,990,nan
id,1043,988,nan
id,1045,1346,nan
id,1048,2294,nan
id,1050,616,2304.802361949198
id,1052,1615,8603.035144837779
id,1054,724,2218.796540052196
id,1056,496,1941.4476099392543
id,1058,1835,7958.327419350091
id,1060,1833,8114.878747676591
id,1064,1390,nan
id,1065,1354,7054.018545507834
id,1079,2397,11079.6226314976
id,1080,2396,nan
id,1082,2394,9025.713264236636
id,1083,2393,nan
id,1085,2391,11848.417123757055
id,1092,1398,4639.991736204614
id,1093,1085,nan
id,1094,916,nan
id,1096,653,nan
id,1098,2384,9919.78169980065
id,1102,1903,nan
id,1104,1555,8858.887534687019
id,1107,728,nan
id,1108,2350,9434.374400007597
id,1110,1904,6259.990819588888
id,1111,2609,nan
id,1112,2038,9400.811551273964
id,1113,1774,nan
id,1115,558,3288.5228581714096
id,1117,2376,13545.31166389973
id,1118,1784,nan
id,1119,2673,nan
id,1123,2669,nan
id,1125,823,2816.492208960375
id,1127,2453,14666.269198917616
id,1129,689,nan
id,1133,2595,11633.70694029967
id,1137,1523,5654.1967704089875
id,1143,2163,9018.783108650374
id,1144,2162,nan
id,1148,1458,nan
id,1149,1235,nan
id,1150,1068,nan
id,1155,1678,7525.115928554702
id,1156,1572,5314.597963849398
id,1160,349,nan
id,1169,779,nan
id,1172,59,nan
id,1175,2436,9495.048544366282
id,1180,2460,nan
id,1185,590,2365.4426869679987
id,1187,1637,nan
id,1190,392,nan
id,1191,195,nan
id,1192,2547,13865.050696256076
