ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late rep@@air of injuries of the anal sphincter,e#ng@@,Proc R Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-91#%57,64.0,12.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345.0,,ENG,The Journal of infectious diseases,J. Infect. Dis.,,,-1.0,2/15/04,,
3,789958.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,,Indian J Ophth%almol,0301-4738,54.0,4.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,,,,443.07048027116707,,1/13/01,,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653.0,,eng,Dermatologic clinics,??Dermatol Clin,1558-0520,,4.0,1/15/10,835-@@$40,
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,,,,10.0,18.136683289848747,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,#Br Med Bull,British me@@@@dical bulletin,0007-1420,29.0,,1/1/73,163-7,{B N PrichardJ W Black}
8,2967087.9419035115,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,,,683.7404042063295,1.0,1/1/07,43$$-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821.0,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,,1385-4046,25.0,7.0,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,340222.0,A comparative evaluation of two$ head and neck immobilization devices using electronic portal imaging,,The British journal of radiology,,,79.0,938.0,1/6/01,158-61,
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,,,1361-9209,14.0,5.0,1/9/01,317-325,{J.# L. LiP. Newcomb}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,1940-5901,,6.0,1/15/01,10213-10%224%,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,,22.452630894587568,,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,4417053.620746697,,,,,1547-5271,8.0,5.0,1/11/01,S40,{C. Hamilton-Craig$S. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
