Attribute,Index,Clean Value,Dirty Value
id,1,1436,nan
id,8,2259,nan
id,10,2131,nan
id,11,2099,nan
id,15,1979,nan
id,20,1593,nan
id,29,799,nan
id,34,353,nan
id,38,10,nan
id,39,9,nan
id,46,2288,12823.247333727884
id,51,2603,14337.393667556797
id,53,2220,nan
id,56,2217,8609.589649738858
id,64,431,1419.6207100231672
id,73,2683,8571.389876323394
id,74,2682,nan
id,82,2674,nan
id,94,1474,6491.972042583861
id,99,2577,9456.953869604526
id,119,76,nan
id,120,2337,nan
id,122,409,nan
id,124,1293,5333.134567369476
id,132,413,1629.0142837206724
id,156,527,2042.57378983266
id,180,1875,10986.658062640783
id,182,965,3735.55094893829
id,183,2593,nan
id,191,1643,6235.2751379117235
id,207,954,4071.2643042628497
id,221,1989,7978.553886718577
id,226,2556,8684.988631032633
id,234,1317,nan
id,241,1762,6708.884918427706
id,243,1067,nan
id,258,767,nan
id,261,168,nan
id,264,34,nan
id,266,2095,9653.022966965676
id,279,1897,10725.928606467633
id,282,1849,nan
id,286,2484,nan
id,303,937,nan
id,306,612,nan
id,313,1545,6275.902095397345
id,314,119,nan
id,315,1408,nan
id,328,88,275.6572824485223
id,333,1890,7241.345821805305
id,335,513,nan
id,337,1727,nan
id,340,1549,nan
id,355,2062,nan
id,369,2300,11908.544306628464
id,370,2299,10128.959767209475
id,371,2298,nan
id,373,1573,7973.4424069491715
id,383,1802,nan
id,392,2597,14714.707311396342
id,425,1959,nan
id,429,1785,nan
id,432,1352,nan
id,443,677,3853.907818394729
id,446,669,3094.85823210741
id,447,627,nan
id,451,1096,nan
id,456,919,nan
id,460,566,nan
id,477,2607,8885.043029735067
id,480,2471,14584.881434989324
id,481,2470,nan
id,490,51,291.82886610881025
id,491,50,243.4883990367972
id,492,49,nan
id,496,2654,nan
id,501,2213,nan
id,519,2257,9837.343629147765
id,521,870,3961.5405527232033
id,527,2066,nan
id,528,2065,6772.1478139828905
id,530,1928,nan
id,531,1927,nan
id,534,2225,nan
