ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,,Pub Beer,American Pale Lager,12,0.05,nan,408,10 Barrel Brewing Company,,OR
2,2265,Devil's Cup,nan,12,0.2002811977328673,nan,177,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,nan,12,0.071,nan,,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,nan,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,nan,12,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261,Black Exodus,Oatmeal Stout,12,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,593.3275235741369,18th Street Brewery,#Ga$ry,IN
8,,Foreman,American Porter,52.803836407094096,0.065,nan,,18th Street Brewery,,IN
9,2258,Jade,nan,12,0.055,nan,177,18th Street Brewery,Gary,IN
10,,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
11,,Sophomoric Saison,Saison / Farmhouse Ale,12,0.072,nan,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,nan,nan,,18th Street Brewery,Gary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,18th Street Brewery,Gary,IN
14,1980,Troll Destroyer,Belgian IPA,12,0.085,nan,177,18th Street Brewery,Gary,IN
15,,Bitter Bitch,American Pale Ale (APA),12,0.061,60,629.1483963962743,18th Street Brewery,,nan
16,2318,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170,Cherried Away,Cider,nan,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarba#rian,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502,BrightCider,Cide%r,54.987711095991145,0.06,nan,743.8471011463707,2 Towns Ciderhouse,Corvallis,OR
20,,He Said Baltic-Style Porter,Baltic Porter,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
21,1592,He Said Belgian-Style Tripel,Tripel,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,nan,92,368,21st Amendment Brewery,San Francisco,CA
23,1024,Fireside Chat,Wi%nter Warm$er,12,0.079,nan,368,21st Amendment Brewery,San Francisco,CA
24,976,Marooned On Hog Island,Amer@@ican Stout#,12,0.079,nan,,21st Amendment Brewery,San Francisco,#CA
25,876,Bitter American,American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
26,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable $Beer,12,0.049,nan,368,21st Amendment Brewery,San Francisco,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,46.81824053229331,0.049,17,368,21st Amendment Brewery,San Francisco,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
29,,21st Amendment IPA (2006),American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
30,797,,nan,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
31,796,Brew Free! or Die IPA (2009),American IPA,12,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
32,531,Special Edition: Allies Win The War!,English Strong Ale,12,0.085,52,368,21st Amendment Brewery,San Francisco,CA
33,432,Hop Crisis,American Double / Imperial IPA,43.36952699917341,0.097,94,368,21st Amendment Brewery,San Francisco,CA
34,,Bitter American (2011),American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
35,321,Fireside Chat (2010),Winter Warmer,12,0.079,45,368,21st Amendment Brewery,San Francisco,CA
36,173,Back in Black,nan,12,0.2255518906906736,65,368,21st Amendment Brewery,San Francisco,CA
