Attribute,Index,Clean Value,Dirty Value
id,5,803653,2494328.6025181487
id,20,43736,194684.72697789484
id,52,730822,3297496.81435844
id,88,220950,672455.2107765146
id,108,591619,2263777.16963643
id,130,772616,4484400.132947913
id,136,380945,1959122.5527848485
id,141,595469,3207379.2384941853
id,175,730191,2213768.5541048697
id,176,42135,135862.64870370014
id,178,335521,1156337.3471025017
id,191,928952,5171850.6450809445
id,193,550350,1922413.947694256
id,210,979059,3873735.19280095
id,223,901385,4155617.710157638
id,227,481882,2022296.953650315
id,229,581864,3147536.8718959643
id,234,235689,1413638.965256728
id,255,759329,3993965.4998668735
id,273,253149,1163446.6282854876
id,293,392246,1185333.442896954
id,308,351534,1879493.7305603295
id,373,180827,830618.0784258796
id,379,752280,3604786.248992008
id,414,54613,314875.2549027165
id,430,217524,754168.0381952233
id,447,56014,293793.71947526274
id,454,697286,3365646.0337787513
id,459,850788,4889755.773128922
id,493,208435,957908.9012099802
id,495,36253,113133.02159854164
id,518,144339,742366.0002046825
id,528,556803,2815260.712285661
id,557,258486,1175777.0627181686
id,558,961081,3260841.727419632
id,561,812757,4143960.362532603
id,563,180977,991478.4987102346
id,580,919014,3056195.4262156156
id,591,587683,3209885.5345679615
id,593,313584,1511059.5285101244
id,602,361682,1756849.2166168762
id,641,31763,158234.31803795754
id,650,935189,3108246.5188340596
id,654,774830,3528210.937904799
id,684,757660,2631051.340050692
id,689,292980,1527286.4203436845
id,690,38197,221522.2019360525
id,700,894415,5324081.8028977765
id,705,157566,699302.921331054
id,707,560120,2495486.99933885
id,728,222452,1151893.0029626922
id,733,617801,3365756.591839126
id,772,572343,2467920.7743256567
id,829,411673,1745658.1822341648
id,849,641251,3035154.145594564
id,898,162189,709813.089160517
id,935,261121,1444735.6396674344
id,942,360693,1455296.165112947
id,943,772745,2360581.6017138734
id,946,97775,429215.2922916679
id,948,449419,1886583.5320772247
id,999,968815,4621554.574414465
article_title,28,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Diminished A-cell secretion in the early phase of type I diabetes mellit#us
article_title,45,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,Methodology to e%st$imate building energy consumption using EnergyPlus Benchmark Models
article_title,51,Use of alendronate in peri-implant defect regeneration,%Use of alendronate in peri-implant defect regenerat@@ion
article_title,56,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,Quantitative Analysis of Robustness of Dynamic Response and %Signal Transfer in Ins#ulin mediated PI3K/AKT Pathway.
article_title,120,The Hierarchical Organization of Intellectual Structures,The Hierarchical Organization of Intellec??tual Structures
article_title,133,A literature review on chronic pain: the daily overcoming of a complex problem.,A literature review on chronic pain: the daily o??vercoming of a complex problem.
article_title,143,Terbutaline pump for the prevention of preterm birth (Structured abstract),Terbutaline pump for the prev#ention of preterm birth (Structured abstract)
article_title,164,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Rep??rinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10
article_title,188,A systematic review on acupuncture for trigeminal neuralgia (Provisional abstract),A systemati#c r@@eview on acupuncture for trigeminal neuralgia (Provisional abstract)
article_title,210,Difference in fascicle behaviors between superficial and deep quadriceps muscles during isometric contractions.,Difference in fascicle behaviors between supe$rficial and deep quadric@@eps muscles during isometric contractions.
