Attribute,Index,Clean Value,Dirty Value
src,7,flightexplorer,flightexplo%rer
src,10,flightview,f@@lightview
src,22,aa,#aa
src,32,flylouisville,@@%flylouisville
src,43,travelocity,#trav#elocity
src,52,flightarrival,fli??$ghtarrival
src,59,flytecomm,f??lytecomm
src,72,weather,weathe%r@@
src,76,airtravelcenter,airtravel%center
src,78,boston,b??oston
src,80,dfw,df??w%
src,88,flytecomm,f$l%ytecomm
src,98,world-flight-tracker,world-flight-track$er
src,99,wunderground,wunderg#r??ound
src,109,flightview,flightvie$w
src,112,flytecomm,f$lyteco%mm
src,113,foxbusiness,f%oxbusiness
src,116,ifly,ifly#
src,119,orbitz,orb#itz
src,121,quicktrip,qui??cktrip
src,126,aa,a#a
src,132,flights,fligh@@#ts
src,142,ord,ord??@@
src,158,flylouisville,f$lylouisvi$lle
src,163,myrateplan,myr@@atepla$n
src,168,travelocity,trav$elocity
src,169,usatoday,us$atoday
src,171,aa,#aa@@
src,174,boston,#bost%on
src,179,flights,%flights
src,191,orbitz,orbi#tz
src,205,flightaware,flighta??wa%re
src,211,flytecomm,fl@@ytecomm
src,220,travelocity,tra@@velocity
src,244,ord,o$rd
src,246,quicktrip,q??uicktrip
src,249,weather,??weather
src,259,flightview,flig#htview
src,264,helloflight,hello$flight
src,271,aa,a%a
src,272,airtravelcenter,airtr$avel$center
src,290,panynj,pan??yn$j
src,298,allegiantair,al@@legiantai@@r
src,299,boston,#b%oston
src,310,helloflight,hel$loflig%ht
src,321,aa,%aa
src,326,flightarrival,fl%ightarrival
src,327,flightaware,fli#ghtaware
src,328,flightexplorer,fligh??texplorer#
src,336,helloflight,hellof#light
src,342,panynj,pa#nynj
src,343,quicktrip,q#uickt%rip
src,356,flightexplorer,flighte%xplorer%
src,357,flights,fligh@@ts
src,360,flylouisville,flylouisville$@@
src,363,gofox,g%o??fox
src,372,wunderground,wunde%rg%round
src,383,flightview,fligh??tvie??w
src,395,usatoday,u#sa??today
src,399,aa,a??a%
src,402,boston,b$o%ston
src,412,flylouisville,flylouisvi#lle
src,433,flights,fl#ights
src,457,flightarrival,flighta$rrival
src,471,panynj,pany%nj
src,480,boston,bos%ton
src,482,flightarrival,flig#htarrival
src,483,flightaware,flight$aware
src,501,wunderground,w@@u$nderground
src,506,businesstravellogue,businesstravellog??ue
src,508,flightaware,fligh%taware
src,509,flightexplorer,flighte#xplorer
src,517,helloflight,helloflight??
src,526,wunderground,wu??ndergro#und
src,528,airtravelcenter,air@@travelcenter
src,539,foxbusiness,foxbu$siness
src,556,flightarrival,f??li$ghtarrival
src,557,flightaware,f#li$ghtaware
src,563,flytecomm,f$%lytecomm
src,565,gofox,gof@??@ox
src,578,aa,a??a
src,583,flightaware,#fligh$taware
src,585,flights,flig#@@hts
src,593,ifly,ifl@@y
src,600,usatoday,us#atoday
src,605,airtravelcenter,airtrav??el??center
src,616,flytecomm,fl#ytecomm
src,620,ifly,#ifly
src,626,quicktrip,q??$uicktrip
src,627,travelocity,travel??ocity
src,638,flightexplorer,flightexplore$%r
src,649,orbitz,$%orbitz
src,655,usatoday,us@@atoday
src,657,world-flight-tracker,world%-flight-tracker
src,674,gofox,gof??#ox
src,690,businesstravellogue,busine??#sstravellogue
src,691,den,%d??en
src,693,flightexplorer,f%l%ightexplorer
src,717,flightaware,flighta??ware
src,722,flightwise,fl@@$ightwise
src,734,quicktrip,quicktr@@i%p
src,736,weather,w$eather
src,739,aa,a#a
src,749,flightview,flig@@@@htview
src,753,foxbusiness,f??oxbusin#ess
src,755,helloflight,hellofli$ght
src,757,orbitz,orb@@itz
src,759,panynj,??panynj
src,765,wunderground,wu??nd??erground
src,768,allegiantair,a#llegiantair
src,783,mytripandmore,mytripandm@@ore
src,785,ord,or@@d%
src,787,quicktrip,quickt%#rip
src,791,wunderground,wunderground@@
src,804,flytecomm,flyte%c??omm
src,807,helloflight,hell??oflight
src,816,aa,a#a
src,830,gofox,g@@$ofox
src,831,helloflight,hellofli%gh$t
src,832,mco,mc??o
src,838,travelocity,t%ravelocity$
src,846,boston,bo??ston%
src,851,flylouisville,flylouisvi@@lle
src,852,flytecomm,fly$t??ecomm
src,858,mytripandmore,mytrip#andmo$re
src,871,flightaware,flighta??ware
src,874,flightstats,flig$htstats
src,876,flylouisville,f@@lylouisville
src,894,businesstravellogue,businesstravel#logue
src,899,flightstats,flight?$?stats
src,907,mytripandmore,@@mytripa@@ndmore
src,916,aa,a$a
src,921,flightarrival,flighta#??rrival
src,923,flightexplorer,flight%expl$orer
src,927,flightwise,fl??igh@@twise
src,934,mytripandmore,m??ytripan@@dmore
src,946,allegiantair,allegi??#antair
src,961,myrateplan,myrateplan%
src,962,mytripandmore,mytri@@pandmore
src,966,sfo,s??fo
src,983,flytecomm,flyte$co??mm
src,989,ord,o@@??rd
src,998,businesstravellogue,businesstr%avellogue#
