Attribute,Index,Dirty Value,Cleaned Value
brewery_name,14,18$th St??reet Brewery,18th Street Brewery
brewery_name,17,2 Towns Cid@#@erhouse,2 Towns Ciderhouse
brewery_name,18,2 Town%s Ciderhouse,2 Towns Ciderhouse
brewery_name,24,21st Amendment Bre??wery,21st Amendment Brewery
brewery_name,35,nan,21st Amendment Brewery
brewery_name,44,nan,4 Hands Brewing Company
brewery_name,46,nan,4 Hands Brewing Company
brewery_name,50,nan,4 Hands Brewing Company
brewery_name,61,nan,7 Seas Brewing Company
brewery_name,75,Against the Grain Brewer#y,Against the Grain Brewery
brewery_name,82,nan,Against the Grain Brewery
brewery_name,89,nan,Alaskan Brewing Company
brewery_name,101,Anc#hor Brewing?? Company,Anchor Brewing Company
brewery_name,103,Anderson #Va$lley Brewing Company,Anderson Valley Brewing Company
brewery_name,107,??@@Anderson Valley Brewing Company,Anderson Valley Brewing Company
brewery_name,116,nan,Anderson Valley Brewing Company
brewery_name,117,nan,Anderson Valley Brewing Company
brewery_name,123,Angry Or$chard Cider Company,Angry Orchard Cider Company
brewery_name,129,Appalachian Mountain Brewery,Appalachian Mountain #Brewery%
brewery_name,141,Asheville Bre$@@wing Company,Asheville Brewing Company
brewery_name,144,As@@lan Br@@ewing Company,Aslan Brewing Company
brewery_name,147,nan,Astoria Brew@@ing Company#
brewery_name,149,nan,Astoria Brew@@ing Company#
brewery_name,150,Astoria Brewing Company,Astoria Brew@@ing Company#
brewery_name,159,??Austin Beerworks,Austin Beerworks
brewery_name,168,nan,Aviator Brewing Company
brewery_name,182,Bale Breaker Brewing Company,Bale Breaker Brewing Comp@@any
brewery_name,189,#Bann??er Beer Company,Banner Beer Company
brewery_name,193,nan,Barrio Brewing Company
brewery_name,201,nan,Bauhaus Brew Labs
brewery_name,202,Bauhaus# Bre@@w Labs,Bauhaus Brew Labs
brewery_name,203,nan,Bauhaus Brew Labs
brewery_name,210,Baxter Brewing?? Company#,Baxter Brewing Company
brewery_name,216,Beer W@@??orks Brewery,Beer Works Brewery
brewery_name,226,nan,Bent Brewstillery
brewery_name,227,Bent Paddle?? Brewing@@ Company,Bent Paddle Brewing Company
brewery_name,230,Bent Paddl$e ??Brewing Company,Bent Paddle Brewing Company
brewery_name,241,nan,Big Choice Brewing
brewery_name,250,nan,Big Muddy Brewing
brewery_name,253,nan,Big Sky Brewing Company
brewery_name,258,Big Sky Brewing C#ompan$y,Big Sky Brewing Company
brewery_name,259,B#ig Sky Brewin#g Company,Big Sky Brewing Company
brewery_name,267,nan,Big Wood Brewery
brewery_name,269,$Big Woo??d Brewery,Big Wood Brewery
brewery_name,282,@@Black Shirt# Brewing Company,Black Shirt Brewing Company
brewery_name,283,Black$ Shirt Brewing Company,Black Shirt Brewing Company
brewery_name,285,nan,Black Tooth Brewing Company
brewery_name,290,Blackrocks Br#ew$ery,Blackrocks Brewery
brewery_name,291,Bla??ck$rocks Brewery,Blackrocks Brewery
brewery_name,302,Blue Blood Brewing Company$,Blue Blood Brewing Company
brewery_name,303,nan,Blue Blood Brewing Company
brewery_name,312,nan,Blue Mountain Brewery
brewery_name,313,nan,Blue Mountain Brewery
brewery_name,318,nan,B??lue #Owl Brewing
brewery_name,330,%B$old City Brewery,Bold City Brewery
brewery_name,336,nan,Bonfire Brewing Company
brewery_name,346,nan,Bonfire Brewing Company
brewery_name,352,Bonfire Br#ewing Company,Bonfire Brewing Company
brewery_name,353,Bonfire Brewing$ Company,Bonfire Brewing Company
brewery_name,362,Bosto??n @@Beer Company,Boston Beer Company
brewery_name,381,nan,Breckenridge Brewery
brewery_name,383,Brew Bus Bre%wing,Brew Bus Brewing
brewery_name,386,nan,Brew Bus Brewing
brewery_name,398,nan,Brewery Vivant
brewery_name,404,nan,Brewery Vivant
brewery_name,409,nan,Brewery Vivant
brewery_name,410,Brewer%y Vivant,Brewery Vivant
brewery_name,429,nan,Brewery Vivant
brewery_name,442,Br%ewery $Vivant,Brewery Vivant
