ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,7224.667522008228,Pub Beer,American Pale Lager,nan,0.05,nan,408,,Bend,??OR
2,,Devil's Cup,American Pale Ale (APA),12,0.066,nan,,18th Street Brewery,Gary,IN
3,2264,,American IPA,58.04157685988686,0.3915247426804706,nan,177,18th Street Brewery,Gary,IN
4,7765.216771758823,,American Double / Imperial IPA,12,0.09,nan,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,American IPA,nan,0.075,nan,,18th Street Brewery,G@@@@ary,IN
6,2261,Black Exodus,Oat@@meal Stou#t,12,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),nan,nan,nan,177,18th Street Brewery,Gary,IN
8,2259,Foreman,American Porter,12,0.065,nan,177,18th Street Brewery,Gary,IN
9,2258,Jade,American Pale Ale (APA),nan,0.055,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12,nan,nan,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,64.82374029219177,0.073,nan,177,18th Street Brewery,Gary,IN
13,2097,Garce Selé,nan,12,0.069,nan,1038.2767548642523,18th Street Brewery,??G#ary,nan
14,1980,?$?Troll Destroyer,Belgian IPA,12,nan,nan,177,18th Street Brewery,Gary,IN
15,1979,Bitter Bit@@ch??,American Pale Ale (APA),12,0.061,248.06801775252643,697.50548019116,18th Street Brewery,Gary,##IN
16,2318,Ginja Ninja,Cider,12,0.3260867528157275,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170,,nan,nan,0.2605013064796934,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,8326.425136400168,BrightCider,nan,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
20,8146.149818160551,He Said Baltic-Style Porter,Baltic Porter,12,0.3073098576493833,nan,368,21st Amendment Brewery,San Francisco,CA
21,1592,He Said Belgian-Style Tripel,Tripel,nan,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,426.81176920520727,368,21st Amendment Brewery,San Francisco,CA
23,5675.42142105438,Fireside Chat,Winter @@Warm$er,12,0.314740490494977,45,368,21st Amendment Brewery,San Francisco,CA
24,976,Marooned On Hog Island,American Stout,12,0.079,nan,368,21st Amendment Brewery,San Francisco,CA
25,876,Bitter American,American Pale Ale (APA),12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
26,4526.644872796088,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Bee#r??,12,0.049,17,1917.1895458092488,21st Amendment Brewery,San Francisco,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / V@@egetable Be%er,nan,0.049,17,368,21st Amendment Brewery,San Francisco,CA
28,3282.582006194255,21st Amendment Watermelon Wheat Beer (2006),Fr$uit / Vegetable Beer,12,0.049,17,2199.8738086221133,21st Amendment Brewery,San Francisco,nan
29,3899.9565668459527,21st Amendment IPA (2006),American IPA,63.945287593395875,0.2929858317954366,70,368,21st Amendment Brewery,San Francisco,CA
