Attribute,Index,Clean Value,Cleaned Value
id,12,729686,nan
id,25,6207,nan
id,55,302969,nan
id,78,172966,nan
id,100,420138,nan
id,116,447382,nan
id,147,269313,nan
id,160,912377,nan
id,186,821382,nan
id,213,245822,nan
id,223,901385,nan
id,255,759329,nan
id,274,929971,nan
id,278,685178,nan
id,286,198650,nan
id,294,904889,nan
id,298,188890,nan
id,327,57483,nan
id,336,348813,nan
id,342,540850,nan
id,354,689666,nan
id,365,283460,nan
id,390,788729,nan
id,406,854232,nan
id,410,970712,nan
id,419,893664,nan
id,446,98562,nan
id,466,873987,nan
id,503,946112,nan
id,507,168889,nan
id,519,656518,nan
id,576,373015,nan
id,612,609245,nan
id,630,783722,nan
id,638,786108,nan
id,669,751168,nan
id,692,876536,nan
id,695,605277,nan
id,736,355078,nan
id,753,181456,nan
id,778,217418,nan
id,780,62246,nan
id,804,733752,nan
id,820,746312,nan
id,823,193292,nan
id,828,407082,nan
id,833,446599,nan
id,845,176844,nan
id,878,448384,nan
id,885,325081,nan
id,910,82540,nan
id,953,215820,nan
id,977,450760,nan
article_title,37,Successful treatment of lung cancer by multimodal endobronchial interventions,nan
article_title,71,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,nan
article_title,75,Plasma cell leukemia--a case report.,nan
article_title,85,Chronic pain related to quality of sleep,nan
article_title,92,[Assessment of prognostic factors of thoracic synovial sarcoma].,nan
article_title,122,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,nan
article_title,126,[Neurological dysfunction induced by bilirrubin].,nan
article_title,134, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
article_title,155,Acupuncture anesthesia used in rabbit abdominal operations,nan
article_title,160,Assessing quality of life in patients after partial laryngectomy,nan
article_title,165,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,nan
article_title,219,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,nan
article_title,220,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,nan
article_title,224,Rationale design and methods of the HEALTHY study nutrition intervention component,nan
article_title,248,Comparison between open and closed suction systems: a systematic review.,nan
article_title,278,Rehabilitation of swallowing by exercise in tube-fed patients with pharyngeal dysphagia secondary to abnormal UES opening.,nan
article_title,306,Classification of autogenous skull grafts in cranial reconstruction,nan
article_title,319,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,nan
article_title,325,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,nan
article_title,376,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.,nan
article_title,383,[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].,nan
article_title,384,Abstracts from the ASENT 14th Annual Meeting,nan
article_title,406,Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793) a novel antimitotic peptide given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.,nan
article_title,428,[Autologous stem cell therapy with surgical myocardial revascularization].,nan
article_title,434,Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP),nan
article_title,455,Heart rate and blood pressure responses of left-handers and right-handers to autonomic stressors,nan
article_title,484,Community nursing issues in Maori mental health.,nan
article_title,508,[Clinical and histologic results of treatment of serous pulp inflammations with Ledermix].,nan
article_title,513,Fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.,nan
article_title,516,A growing lesion on the cheek.,nan
article_title,525,Epithelial Splicing Regulatory Proteins 1 (ESRP1) and 2 (ESRP2) Suppress Cancer Cell Motility via Different Mechanisms.,nan
article_title,527,Evaluation of a workshop on evidence-based medicine for social insurance physicians.,nan
article_title,541,Sonographically guided biopsy of focal lesions: a comparison of freehand and probe-guided techniques using a phantom.,nan
article_title,600,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study,nan
article_title,617,Exercise-induced flow limitation dynamic hyperinflation and exercise capacity in patients with bronchial asthma.,nan
article_title,619,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir,nan
article_title,636,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,nan
article_title,646,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],nan
article_title,708,Obesity weight change and risks for hypertension diabetes and hypercholesterolemia in Japanese men.,nan
article_title,712,Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.,nan
article_title,725,Review of epidemiology and management of atrial fibrillation in developing countries.,nan
article_title,726,William H. Taft High School Project HOLA 1985-1986. OEA Evaluation Report.,nan
article_title,741,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians,nan
article_title,752,Simple steps to fitness. Secrets of strength. Strength training is as important to weight loss and fitness as aerobic exercise is but many people ignore it. Here's how to get started.,nan
article_title,776,Osteoporosis in men,nan
article_title,794,Tracheostomy Care and Complications in the Intensive Care Unit,nan
article_title,817,Maxillofacial metastases: a retrospective review of one institution's 15-year experience,nan
article_title,824,The importance and important limitations of ultrasound imaging for evaluating thyroid nodules.,nan
article_title,832,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,nan
article_title,836,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience,nan
article_title,839,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.,nan
article_title,864,[Postacute care].,nan
article_title,875,Robotic surgery in gynecology.,nan
article_title,888,The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension exploiting the physical properties of the arterial vasculature.,nan
article_title,902,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis,nan
article_title,903,Mediterranean diet and metabolic syndrome: an updated systematic review.,nan
article_title,987,Antimicrobial susceptibility among Gram-positive organisms collected from pediatric patients globally between 2004 and 2011: results from the Tigecycline Evaluation and Surveillance Trial,nan
article_title,989,Combined use of caudal bupivacaine and rectal diclofenac is not superior to the use of each analgesic regimen alone,nan
article_language,33,English,nan
article_language,37,English,nan
article_language,172,eng,nan
article_language,176,eng,nan
article_language,177,eng,nan
article_language,240,eng,nan
article_language,299,English,nan
article_language,334,chi,nan
article_language,342,eng,nan
article_language,381,eng,nan
article_language,383,jpn,nan
article_language,524,eng,nan
article_language,586,eng,nan
article_language,627,eng,nan
article_language,641,eng,nan
article_language,643,ENG,nan
article_language,660,eng,nan
article_language,664,eng,nan
article_language,740,eng,nan
article_language,745,eng,nan
article_language,757,eng,nan
article_language,781,eng,nan
article_language,813,English,nan
article_language,815,English,nan
article_language,824,eng,nan
article_language,826,eng,nan
article_language,847,eng,nan
article_language,864,spa,nan
article_language,875,eng,nan
article_language,932,eng,nan
article_language,978,eng,nan
article_language,988,eng,nan
journal_title,10,The British journal of radiology,nan
