Attribute,Index,Dirty Value,Clean Value
id,12,nan,729686
id,25,nan,6207
id,55,nan,302969
id,78,nan,172966
id,100,nan,420138
id,116,nan,447382
id,147,nan,269313
id,160,nan,912377
id,186,nan,821382
id,213,nan,245822
id,223,nan,901385
id,255,nan,759329
id,274,nan,929971
id,278,nan,685178
id,286,nan,198650
id,294,nan,904889
id,298,nan,188890
id,327,nan,57483
id,336,nan,348813
id,342,nan,540850
id,354,nan,689666
id,365,nan,283460
id,390,nan,788729
id,406,nan,854232
id,410,nan,970712
id,419,nan,893664
id,446,nan,98562
id,466,nan,873987
id,503,nan,946112
id,507,nan,168889
id,519,nan,656518
id,576,nan,373015
id,612,nan,609245
id,630,nan,783722
id,638,nan,786108
id,669,nan,751168
id,692,nan,876536
id,695,nan,605277
id,736,nan,355078
id,753,nan,181456
id,778,nan,217418
id,780,nan,62246
id,804,nan,733752
id,820,nan,746312
id,823,nan,193292
id,828,nan,407082
id,833,nan,446599
id,845,nan,176844
id,878,nan,448384
id,885,nan,325081
id,910,nan,82540
id,953,nan,215820
id,977,nan,450760
article_title,37,nan,Successful treatment of lung cancer by multimodal endobronchial interventions
article_title,71,nan,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.
article_title,75,nan,Plasma cell leukemia--a case report.
article_title,85,nan,Chronic pain related to quality of sleep
article_title,92,nan,[Assessment of prognostic factors of thoracic synovial sarcoma].
article_title,122,nan,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.
article_title,126,nan,[Neurological dysfunction induced by bilirrubin].
article_title,155,nan,Acupuncture anesthesia used in rabbit abdominal operations
article_title,160,nan,Assessing quality of life in patients after partial laryngectomy
article_title,165,nan,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.
article_title,219,nan,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey
article_title,220,nan,Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years
article_title,224,nan,Rationale design and methods of the HEALTHY study nutrition intervention component
article_title,248,nan,Comparison between open and closed suction systems: a systematic review.
article_title,278,nan,Rehabilitation of swallowing by exercise in tube-fed patients with pharyngeal dysphagia secondary to abnormal UES opening.
article_title,306,nan,Classification of autogenous skull grafts in cranial reconstruction
article_title,319,nan,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.
article_title,325,nan,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia
article_title,376,nan,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.
article_title,383,nan,[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].
article_title,384,nan,Abstracts from the ASENT 14th Annual Meeting
article_title,406,nan,Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793) a novel antimitotic peptide given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.
article_title,428,nan,[Autologous stem cell therapy with surgical myocardial revascularization].
article_title,434,nan,Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP)
article_title,455,nan,Heart rate and blood pressure responses of left-handers and right-handers to autonomic stressors
article_title,484,nan,Community nursing issues in Maori mental health.
article_title,508,nan,[Clinical and histologic results of treatment of serous pulp inflammations with Ledermix].
article_title,513,nan,Fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.
article_title,516,nan,A growing lesion on the cheek.
article_title,525,nan,Epithelial Splicing Regulatory Proteins 1 (ESRP1) and 2 (ESRP2) Suppress Cancer Cell Motility via Different Mechanisms.
article_title,527,nan,Evaluation of a workshop on evidence-based medicine for social insurance physicians.
article_title,541,nan,Sonographically guided biopsy of focal lesions: a comparison of freehand and probe-guided techniques using a phantom.
article_title,600,nan,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study
article_title,617,nan,Exercise-induced flow limitation dynamic hyperinflation and exercise capacity in patients with bronchial asthma.
article_title,619,nan,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir
article_title,636,nan,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control
article_title,646,nan,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese]
article_title,708,nan,Obesity weight change and risks for hypertension diabetes and hypercholesterolemia in Japanese men.
article_title,712,nan,Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.
article_title,725,nan,Review of epidemiology and management of atrial fibrillation in developing countries.
article_title,726,nan,William H. Taft High School Project HOLA 1985-1986. OEA Evaluation Report.
article_title,741,nan,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians
article_title,752,nan,Simple steps to fitness. Secrets of strength. Strength training is as important to weight loss and fitness as aerobic exercise is but many people ignore it. Here's how to get started.
article_title,776,nan,Osteoporosis in men
article_title,794,nan,Tracheostomy Care and Complications in the Intensive Care Unit
article_title,817,nan,Maxillofacial metastases: a retrospective review of one institution's 15-year experience
article_title,824,nan,The importance and important limitations of ultrasound imaging for evaluating thyroid nodules.
article_title,832,nan,Efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.
article_title,836,nan,Definitive radiotherapy for T1 glottic squamous cell carcinoma: a 15-year Cruces University Hospital experience
article_title,839,nan,Prehospital hypertonic saline resuscitation attenuates the activation and promotes apoptosis of neutrophils in patients with severe traumatic brain injury.
article_title,864,nan,[Postacute care].
article_title,875,nan,Robotic surgery in gynecology.
article_title,888,nan,The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension exploiting the physical properties of the arterial vasculature.
article_title,902,nan,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis
article_title,903,nan,Mediterranean diet and metabolic syndrome: an updated systematic review.
article_title,987,nan,Antimicrobial susceptibility among Gram-positive organisms collected from pediatric patients globally between 2004 and 2011: results from the Tigecycline Evaluation and Surveillance Trial
article_title,989,nan,Combined use of caudal bupivacaine and rectal diclofenac is not superior to the use of each analgesic regimen alone
article_language,33,nan,English
article_language,37,nan,English
article_language,172,nan,eng
article_language,176,nan,eng
article_language,177,nan,eng
article_language,240,nan,eng
article_language,299,nan,English
