Attribute,Index,Dirty Value,Clean Value
ProviderNumber,4,empty,10018
ProviderNumber,7,empty,10018
ProviderNumber,14,empty,10019
ProviderNumber,17,empty,10019
ProviderNumber,31,empty,10001
ProviderNumber,56,empty,10005
ProviderNumber,67,empty,10005
ProviderNumber,71,empty,10006
ProviderNumber,72,empty,10006
ProviderNumber,80,empty,10006
ProviderNumber,83,empty,10006
ProviderNumber,88,empty,10006
ProviderNumber,90,empty,10006
ProviderNumber,121,empty,10008
ProviderNumber,145,empty,10009
ProviderNumber,171,empty,10010
ProviderNumber,184,empty,10010
ProviderNumber,194,empty,10010
ProviderNumber,206,empty,10011
ProviderNumber,213,empty,10011
ProviderNumber,222,empty,10012
ProviderNumber,229,empty,10012
ProviderNumber,233,empty,10012
ProviderNumber,240,empty,10012
ProviderNumber,263,empty,10015
ProviderNumber,264,empty,10015
ProviderNumber,279,empty,10016
ProviderNumber,283,empty,10016
ProviderNumber,287,empty,10016
ProviderNumber,290,empty,10016
ProviderNumber,292,empty,10016
ProviderNumber,295,empty,10018
ProviderNumber,301,empty,10018
ProviderNumber,307,empty,10018
ProviderNumber,315,empty,10038
ProviderNumber,324,empty,10038
ProviderNumber,332,empty,10055
ProviderNumber,343,empty,10055
ProviderNumber,347,empty,10055
ProviderNumber,348,empty,10055
ProviderNumber,358,empty,10086
ProviderNumber,389,empty,10087
ProviderNumber,418,empty,10164
ProviderNumber,422,empty,10164
ProviderNumber,424,empty,10164
ProviderNumber,427,empty,10164
ProviderNumber,432,empty,10164
ProviderNumber,441,empty,20017
ProviderNumber,450,empty,20017
ProviderNumber,461,empty,10019
ProviderNumber,464,empty,10019
ProviderNumber,469,empty,10021
ProviderNumber,472,empty,10021
ProviderNumber,473,empty,10021
ProviderNumber,485,empty,10021
ProviderNumber,512,empty,10022
ProviderNumber,519,empty,10023
ProviderNumber,591,empty,10025
ProviderNumber,598,empty,10027
ProviderNumber,608,empty,10027
ProviderNumber,611,empty,10027
ProviderNumber,612,empty,10027
ProviderNumber,616,empty,10027
ProviderNumber,619,empty,10029
ProviderNumber,621,empty,10029
ProviderNumber,639,empty,10029
ProviderNumber,652,empty,10032
ProviderNumber,654,empty,10032
ProviderNumber,666,empty,10032
ProviderNumber,680,empty,10033
ProviderNumber,698,empty,10034
ProviderNumber,714,empty,10034
ProviderNumber,721,empty,10035
ProviderNumber,731,empty,10035
ProviderNumber,764,empty,10036
ProviderNumber,768,empty,10038
ProviderNumber,787,empty,10039
ProviderNumber,792,empty,10039
ProviderNumber,838,empty,10043
ProviderNumber,840,empty,10043
ProviderNumber,852,empty,10043
ProviderNumber,864,empty,10044
ProviderNumber,876,empty,10044
ProviderNumber,880,empty,10045
ProviderNumber,884,empty,10045
ProviderNumber,893,empty,10045
ProviderNumber,898,empty,10045
ProviderNumber,900,empty,10045
ProviderNumber,929,empty,10046
ProviderNumber,938,empty,10047
ProviderNumber,950,empty,10047
ProviderNumber,961,empty,10049
ProviderNumber,997,empty,10050
HospitalName,17,empty,helen keller memorial hospital
HospitalName,56,empty,marshall medical center south
HospitalName,194,empty,marshall medical center north
HospitalName,324,empty,stringfellow memorial hospital
HospitalName,354,empty,decatur general hospital
HospitalName,464,empty,helen keller memorial hospital
HospitalName,591,empty,g h lanier memorial hospital
HospitalName,598,empty,elba general hospital
HospitalName,652,empty,wedowee hospital
HospitalName,731,empty,cullman regional medical center
HospitalName,880,empty,fayette medical center
HospitalName,997,empty,st vincents blount
Address1,194,empty,8000 alabama highway 69
Address1,354,empty,1201 7th street se
State,354,empty,al
ZipCode,324,empty,36201
ZipCode,652,empty,36278
CountyName,413,empty,franklin
CountyName,414,empty,franklin
HospitalType,170,empty,acute care hospitals
HospitalType,435,empty,acute care hospitals
HospitalType,451,empty,acute care hospitals
HospitalType,791,empty,acute care hospitals
HospitalOwner,17,empty,government - hospital district or authority
HospitalOwner,194,empty,government - hospital district or authority
HospitalOwner,598,empty,voluntary non-profit - other
HospitalOwner,880,empty,voluntary non-profit - other
Condition,76,empty,heart attack
Condition,170,empty,heart attack
Condition,207,empty,pneumonia
Condition,235,empty,pneumonia
Condition,240,empty,surgical infection prevention
Condition,333,empty,heart failure
Condition,435,empty,heart failure
Condition,459,empty,surgical infection prevention
Condition,735,empty,surgical infection prevention
Condition,791,empty,pneumonia
Condition,907,empty,heart attack
Condition,991,empty,heart failure
MeasureCode,15,empty,ami-8a
MeasureCode,35,empty,pn-6
MeasureCode,39,empty,scip-inf-2
MeasureCode,41,empty,scip-inf-4
MeasureCode,43,empty,scip-vte-1
MeasureCode,54,empty,hf-3
MeasureCode,67,empty,scip-inf-6
MeasureCode,72,empty,ami-3
MeasureCode,76,empty,ami-8a
MeasureCode,78,empty,hf-2
MeasureCode,79,empty,hf-3
MeasureCode,93,empty,scip-vte-1
MeasureCode,95,empty,ami-1
MeasureCode,100,empty,ami-7a
MeasureCode,123,empty,ami-4
MeasureCode,136,empty,pn-7
MeasureCode,140,empty,scip-inf-3
MeasureCode,141,empty,scip-inf-4
MeasureCode,142,empty,scip-inf-6
MeasureCode,149,empty,ami-5
MeasureCode,170,empty,ami-1
MeasureCode,173,empty,ami-4
MeasureCode,176,empty,ami-8a
MeasureCode,196,empty,ami-2
MeasureCode,201,empty,ami-8a
MeasureCode,205,empty,hf-4
MeasureCode,207,empty,pn-3b
MeasureCode,209,empty,pn-5c
MeasureCode,210,empty,pn-6
MeasureCode,225,empty,ami-7a
MeasureCode,235,empty,pn-6
MeasureCode,240,empty,scip-inf-3
MeasureCode,244,empty,scip-vte-2
MeasureCode,259,empty,pn-5c
MeasureCode,268,empty,scip-vte-1
MeasureCode,290,empty,scip-inf-3
MeasureCode,294,empty,scip-vte-2
MeasureCode,303,empty,hf-2
MeasureCode,308,empty,pn-4
MeasureCode,309,empty,pn-5c
MeasureCode,310,empty,pn-6
MeasureCode,318,empty,ami-5
MeasureCode,323,empty,hf-3
MeasureCode,324,empty,hf-4
MeasureCode,333,empty,hf-3
MeasureCode,338,empty,pn-5c
MeasureCode,371,empty,pn-7
MeasureCode,379,empty,scip-vte-2
MeasureCode,382,empty,ami-3
MeasureCode,424,empty,hf-3
MeasureCode,428,empty,pn-4
MeasureCode,435,empty,hf-3
MeasureCode,443,empty,scip-card-2
MeasureCode,451,empty,ami-1
MeasureCode,459,empty,scip-card-2
MeasureCode,476,empty,hf-3
MeasureCode,483,empty,pn-7
MeasureCode,495,empty,ami-4
MeasureCode,504,empty,pn-3b
MeasureCode,505,empty,pn-4
MeasureCode,515,empty,scip-vte-1
MeasureCode,516,empty,scip-vte-2
MeasureCode,521,empty,ami-5
MeasureCode,531,empty,pn-5c
MeasureCode,541,empty,scip-vte-2
MeasureCode,545,empty,ami-4
MeasureCode,564,empty,scip-inf-6
MeasureCode,593,empty,ami-2
MeasureCode,598,empty,ami-8a
MeasureCode,612,empty,scip-inf-3
MeasureCode,617,empty,ami-1
MeasureCode,630,empty,pn-4
MeasureCode,649,empty,hf-1
MeasureCode,654,empty,pn-3b
MeasureCode,657,empty,pn-6
MeasureCode,666,empty,scip-vte-2
MeasureCode,687,empty,scip-inf-3
MeasureCode,697,empty,ami-7a
MeasureCode,701,empty,hf-3
MeasureCode,703,empty,pn-2
MeasureCode,706,empty,pn-5c
MeasureCode,734,empty,scip-card-2
MeasureCode,735,empty,scip-inf-1
MeasureCode,739,empty,scip-inf-6
MeasureCode,741,empty,scip-vte-2
MeasureCode,753,empty,pn-2
MeasureCode,772,empty,scip-inf-6
MeasureCode,782,empty,ami-5
MeasureCode,785,empty,hf-1
MeasureCode,791,empty,pn-4
