Attribute,Index,Dirty Value,Cleaned Value
HospitalName,2,empty,callahan eye foundation hospital
HospitalName,3,empty,callahan eye foundation hospital
HospitalName,12,empty,helen keller memorial hospital
HospitalName,21,empty,southeast alabama medical center
HospitalName,23,empty,southeast alabama medical center
HospitalName,28,empty,southeast alabama medical center
HospitalName,41,empty,southeast alabama medical center
HospitalName,51,empty,marshall medical center south
HospitalName,59,empty,marshall medical center south
HospitalName,107,empty,mizell memorial hospital
HospitalName,118,empty,mizell memorial hospital
HospitalName,120,empty,crenshaw community hospital
HospitalName,126,empty,crenshaw community hospital
HospitalName,136,empty,crenshaw community hospital
HospitalName,149,empty,hartselle medical center
HospitalName,152,empty,hartselle medical center
HospitalName,157,empty,hartselle medical center
HospitalName,166,empty,hartselle medical center
HospitalName,172,empty,marshall medical center north
HospitalName,177,empty,marshall medical center north
HospitalName,202,empty,st vincents east
HospitalName,203,empty,st vincents east
HospitalName,215,empty,st vincents east
HospitalName,219,empty,st vincents east
HospitalName,220,empty,dekalb regional medical center
HospitalName,223,empty,dekalb regional medical center
HospitalName,227,empty,dekalb regional medical center
HospitalName,236,empty,dekalb regional medical center
HospitalName,243,empty,dekalb regional medical center
HospitalName,244,empty,dekalb regional medical center
HospitalName,248,empty,southwest alabama medical center
HospitalName,257,empty,southwest alabama medical center
HospitalName,258,empty,southwest alabama medical center
HospitalName,268,empty,southwest alabama medical center
HospitalName,274,empty,shelby baptist medical center
HospitalName,276,empty,shelby baptist medical center
HospitalName,314,empty,stringfellow memorial hospital
HospitalName,318,empty,stringfellow memorial hospital
HospitalName,334,empty,flowers hospital
HospitalName,365,empty,northwest medical center
HospitalName,395,empty,prattville baptist hospital
HospitalName,416,empty,coosa valley medical center
HospitalName,433,empty,alaska regional hospital
HospitalName,438,empty,alaska regional hospital
HospitalName,451,empty,yukon kuskokwim delta reg hospital
HospitalName,453,empty,helen keller memorial hospital
HospitalName,454,empty,helen keller memorial hospital
HospitalName,459,empty,helen keller memorial hospital
HospitalName,492,empty,cherokee medical center
HospitalName,498,empty,cherokee medical center
HospitalName,502,empty,cherokee medical center
HospitalName,521,empty,baptist medical center south
HospitalName,531,empty,baptist medical center south
HospitalName,532,empty,baptist medical center south
HospitalName,534,empty,baptist medical center south
HospitalName,549,empty,jackson hospital & clinic inc
HospitalName,585,empty,g h lanier memorial hospital
HospitalName,597,empty,elba general hospital
HospitalName,601,empty,elba general hospital
HospitalName,618,empty,east alabama medical center and snf
HospitalName,622,empty,east alabama medical center and snf
HospitalName,642,empty,wedowee hospital
HospitalName,644,empty,wedowee hospital
HospitalName,675,empty,university of alabama hospital
HospitalName,676,empty,university of alabama hospital
HospitalName,682,empty,university of alabama hospital
HospitalName,695,empty,community hospital inc
HospitalName,717,empty,cullman regional medical center
HospitalName,723,empty,cullman regional medical center
HospitalName,732,empty,cullman regional medical center
HospitalName,736,empty,cullman regional medical center
HospitalName,739,empty,cullman regional medical center
HospitalName,744,empty,andalusia regional hospital
HospitalName,746,empty,andalusia regional hospital
HospitalName,747,empty,andalusia regional hospital
HospitalName,748,empty,andalusia regional hospital
HospitalName,749,empty,andalusia regional hospital
HospitalName,771,empty,stringfellow memorial hospital
HospitalName,784,empty,huntsville hospital
HospitalName,795,empty,huntsville hospital
HospitalName,803,empty,gadsden regional medical center
HospitalName,813,empty,gadsden regional medical center
HospitalName,819,empty,gadsden regional medical center
HospitalName,823,empty,gadsden regional medical center
HospitalName,829,empty,chilton medical center
HospitalName,831,empty,chilton medical center
HospitalName,836,empty,chilton medical center
HospitalName,844,empty,chilton medical center
HospitalName,847,empty,chilton medical center
HospitalName,870,empty,marion regional medical center
HospitalName,897,empty,fayette medical center
HospitalName,899,empty,fayette medical center
HospitalName,905,empty,riverview regional medical center
HospitalName,933,empty,georgiana hospital
HospitalName,958,empty,medical center enterprise
HospitalName,988,empty,st vincents blount
HospitalName,998,empty,st vincents blount
Address1,6,empty,1720 university blvd
Address1,7,empty,1720 university blvd
Address1,8,empty,1720 university blvd
Address1,11,empty,1300 south montgomery avenue
Address1,19,empty,1300 south montgomery avenue
Address1,27,empty,1108 ross clark circle
Address1,35,empty,1108 ross clark circle
Address1,47,empty,2505 u s highway 431 north
Address1,82,empty,205 marengo street
Address1,105,empty,702 n main st
Address1,107,empty,702 n main st
Address1,111,empty,702 n main st
Address1,128,empty,101 hospital circle
Address1,133,empty,101 hospital circle
Address1,140,empty,101 hospital circle
Address1,157,empty,201 pine street northwest
Address1,170,empty,8000 alabama highway 69
