Attribute,Index,Dirty Value,Clean Value
id,1,6098.699181638116,1436
id,14,8388.427382687843,1980
id,21,8687.776827422185,1592
id,25,3128.7507189500893,876
id,31,4442.963064453487,796
id,32,2133.550998495688,531
id,51,10056.615244202212,2603
id,57,7377.519199331617,2216
id,60,243.90886271210783,48
id,64,1893.5906155526247,431
id,66,2159.704974752237,515
id,77,12529.999442794158,2679
id,86,11916.36416386704,2403
id,102,11775.786595407775,2291
id,127,10885.913967972152,2040
id,129,14620.079171853868,2511
id,152,9840.735658868234,2502
id,163,11739.197995854363,2546
id,180,9537.003338810193,1875
id,181,5119.688124872611,966
id,195,13853.900448383023,2404
id,207,3133.4477680908185,954
id,261,808.5846373172158,168
id,262,797.4457040637752,159
id,306,2635.9154542927863,612
id,308,4533.841394390928,1372
id,326,1115.750253751395,344
id,328,413.6685262121835,88
id,333,8150.614480215198,1890
id,338,5698.8686850614995,1614
id,368,14444.432275247274,2596
id,382,445.9825535547198,83
id,384,8242.846007184911,1801
id,392,14928.30491963974,2597
id,410,9835.685963821885,2290
id,412,11916.353512395652,2240
id,425,11449.25448765601,1959
id,431,8169.7781183681855,1443
id,432,7653.262988681112,1352
id,449,1648.6060446264516,385
id,455,3924.7296129846018,920
id,462,350.75318321345264,66
id,469,128.24419858357058,27
id,471,5455.010136993925,1627
id,473,10452.217531507347,2125
id,478,12456.5695503006,2606
id,488,3531.070796353639,668
id,496,9091.592874530834,2654
id,505,12753.743919640545,2315
id,515,3239.630470709272,788
id,525,11574.569223822404,2068
id,527,8957.453107715975,2066
id,532,10533.463266755887,2227
id,545,2414.9370043348786,782
id,548,2284.719836191267,427
id,565,11846.786996997953,2106
id,566,12152.194109921043,2600
id,569,6426.741639852007,1584
id,593,9795.840656625296,2379
id,602,9249.950208320854,2012
id,627,3259.12294515221,657
id,630,182.41803301778504,56
id,637,13610.107216803426,2437
id,643,4711.699141068988,968
id,646,5672.864031757626,1337
id,655,8504.439722883237,1689
id,673,5042.638848802048,1057
id,681,9915.798954287462,2078
id,686,655.6643122206688,186
id,710,2813.7801879741614,929
id,713,6533.523611425637,1210
id,726,3347.2798323978404,647
id,729,3710.3103405130023,944
id,745,7599.8705686071,1382
id,749,3949.823222947647,680
id,766,10287.365189256088,1967
id,780,6290.87786340405,1452
id,782,12498.472264432326,2191
id,784,3791.399296903007,1022
id,786,3590.153951182327,682
id,813,1949.280501874787,520
id,829,7445.007804957612,1566
id,844,4479.3318048678,1223
id,846,8764.928149220872,1873
id,855,6418.38285547481,1616
id,862,13704.176173507796,2425
id,870,8482.828196353763,2524
id,871,9325.682019855429,2523
id,874,13682.793162884504,2520
id,880,4196.119887373657,858
id,898,5300.649861085742,1399
id,909,5873.888272988247,1000
id,913,1540.7812788516155,308
id,956,11300.714685529992,2643
id,962,5839.103642452361,1604
id,963,5880.1649441605105,1574
id,990,2800.052781413927,693
id,995,9812.967687524044,2141
id,1012,7121.869923811215,2026
id,1021,5391.959147185904,1558
id,1053,4928.796493976949,889
id,1069,7836.297484318132,1501
id,1093,4320.8742393789435,1085
id,1100,5882.801514758996,1251
id,1125,4629.156806534855,823
id,1152,2548.511302173775,465
id,1171,326.33714186828735,60
id,1172,311.8999511531897,59
id,1178,6837.499943428848,1666
id,1184,4260.367956083468,1070
id,1206,1634.7121042690444,471
id,1218,7431.719637123247,2326
id,1221,3675.4865799978497,1090
id,1227,9117.957832568602,2581
id,1242,5414.274067992589,1475
id,1243,5230.970830752459,1008
id,1251,4776.718994998714,1125
id,1254,5893.618523297123,1113
id,1259,312.66669112373177,73
id,1271,7479.842432094527,1672
id,1277,10089.500608433356,1717
id,1278,7448.412570040051,1716
id,1317,10793.998025996016,1986
id,1324,7186.70258570225,2177
id,1330,634.797019343292,174
id,1346,11113.359231067496,2531
id,1347,13347.228747692036,2530
id,1350,6402.549213659239,1612
