Attribute,Index,Dirty Value,Cleaned Value
brewery_name,3,18th Str??eet Br@@ewery,18th Street Brewery
brewery_name,36,21st Amendment @@Brewery,21st Amendment Brewery
brewery_name,43,4 Hands Brewin%g Company,4 Hands Brewing Company
brewery_name,60,7 Seas Brewing Compan??y,7 Seas Brewing Company
brewery_name,72,Against the Grain Brewer#y,Against the Grain Brewery
brewery_name,74,Against t#he Grain# Brewery,Against the Grain Brewery
brewery_name,82,Ag%ainst the Grain Brewery,Against the Grain Brewery
brewery_name,96,Amnesia Brewing Company#,Amnesia Brewing Company
brewery_name,100,Anchor# Brewi%ng Company,Anchor Brewing Company
brewery_name,102,Anderson# V%alley Brewing Company,Anderson Valley Brewing Company
brewery_name,113,Anderson Valley Brewing Com#pany,Anderson Valley Brewing Company
brewery_name,135,Armadil%lo Ale Works,Armadillo Ale Works
brewery_name,139,Asheville Brewing@@ Company,Asheville Brewing Company
brewery_name,141,Ashev#ille Brewing Co#mpany,Asheville Brewing Company
brewery_name,183,Ballast P@@oint Brewing Com??pany,Ballast Point Brewing Company
brewery_name,184,Ballast Point Brewing Comp$any,Ballast Point Brewing Company
brewery_name,187,Bal%last Point Brewing Company,Ballast Point Brewing Company
brewery_name,188,Ball@@ast %Point Brewing Company,Ballast Point Brewing Company
brewery_name,189,Bann$er Beer Company,Banner Beer Company
brewery_name,195,Base Camp Brewi??ng Co.,Base Camp Brewing Co.
brewery_name,206,Baxter Brewing Co#mpany,Baxter Brewing Company
brewery_name,208,Baxter Bre%wing Company,Baxter Brewing Company
brewery_name,209,Baxter #Brewin@@g Company,Baxter Brewing Company
brewery_name,216,Beer Works Bre$w$ery,Beer Works Brewery
brewery_name,236,Big Bend Brewing Compa$ny,Big Bend Brewing Company
brewery_name,238,Big Be$nd Brewing Company,Big Bend Brewing Company
brewery_name,254,Big Sky $Brewing Company,Big Sky Brewing Company
brewery_name,255,Big?? Sky Brewing Company,Big Sky Brewing Company
brewery_name,260,Big Sky Brew##ing Company,Big Sky Brewing Company
brewery_name,261,Big $Sky Brewing Com#pany,Big Sky Brewing Company
brewery_name,270,Big Wood Brewe#r$y,Big Wood Brewery
brewery_name,288,Bl#ackrocks Brewery,Blackrocks Brewery
brewery_name,303,Blue B$loo#d Brewing Company,Blue Blood Brewing Company
brewery_name,305,Blue Blood Brewi%ng Company,Blue Blood Brewing Company
brewery_name,324,Bohemian $Bre@@wery,Bohemian Brewery
brewery_name,366,Boulder Beer #Company,Boulder Beer Company
brewery_name,371,Boxcar Br%ewing Comp$any,Boxcar Brewing Company
brewery_name,379,Breckenridge Brewe%@@ry,Breckenridge Brewery
brewery_name,408,B$re#wery Vivant,Brewery Vivant
brewery_name,409,Bre%wery Vivan$t,Brewery Vivant
brewery_name,413,Brewe@@ry Vivant,Brewery Vivant
brewery_name,424,Brewe%ry ??Vivant,Brewery Vivant
brewery_name,430,B$rewery Vivant,Brewery Vivant
brewery_name,438,Brewery #Vivant,Brewery Vivant
brewery_name,440,Brewer%y Vivan#t,Brewery Vivant
brewery_name,455,Broken Tooth Brewin#g Compa??ny,Broken Tooth Brewing Company
brewery_name,457,Broken Tooth Br#ewing C$ompany,Broken Tooth Brewing Company
brewery_name,475,Buffalo# Bayou Brewing Company,Buffalo Bayo#u Brewing Company
brewery_name,476,??Bu#rn 'Em Brewing,Burn 'Em Brewing
brewery_name,479,Burn 'Em B??rewin$g,Burn 'Em Brewing
brewery_name,496,COAST Brewing Co@@mpany,COAST Brewing Company
brewery_name,507,C??aldera Brewing Company,Caldera Brewing Company
brewery_name,508,Cal??dera Brewing Company,Caldera Brewing Company
brewery_name,521,Cans Bar and @@Canteen#,Cans Bar and Canteen
brewery_name,533,Ca??pital Brewery,Capital Brewery
brewery_name,546,Caroli??na% Brewery,Carolina Brewery
brewery_name,557,Ca$tawba Brewing Comp#any,Catawba Brewing Company
brewery_name,560,Cat%a@@wba Brewing Company,Catawba Brewing Company
brewery_name,564,C@@atawba Valley Brewing?? Company,Catawba Valley Brewing Company
brewery_name,578,Central ??Coast @@Brewing Company,Central Coast Brewing Company
brewery_name,602,Cigar Ci$ty Brewing Company#,Cigar City Brewing Company
brewery_name,604,Cigar City Br%ewi#ng Company,Cigar City Brewing Company
brewery_name,609,Cigar City Brewing C#ompany,Cigar City Brewing Company
brewery_name,613,Ci@@gar City Brewing Company%,Cigar City Brewing Company
brewery_name,617,??Cigar City Brewing Compa@@ny,Cigar City Brewing Company
brewery_name,626,Cisco Brewe#rs,Cisco Brewers
brewery_name,639,Coastal$ Extreme B%rewing Company,Coastal Extreme Brewing Company
brewery_name,642,Confluence Brewing Company#,Confluence Brewing Company
brewery_name,661,Crea%ture Comfort$s,Creature Comforts
brewery_name,693,David%'s A??le Works,David's Ale Works
brewery_name,707,Denali Brewing Co@@mpany,Denali Brewing Company
brewery_name,731,Dolo$res River$ Brewery,Dolores River Brewery
brewery_name,766,$Evil Czech Brewe%ry,Evil Czech Brewery
brewery_name,771,Evil Twin Br$ewing,Evil Twin Brewing
brewery_name,785,Fearless Brewing Compan#y,Fearless Brewing Company
brewery_name,789,Fiddlehead B#@@rewing Company,Fiddlehead Brewing Company
brewery_name,819,Foolproof% Brewin??g Company,Foolproof Brewing Company
brewery_name,824,Forgot#ten Boardwalk,Forgotten Boardwalk
brewery_name,827,Fort George Brew@@ery,Fort George Brewery
brewery_name,836,Fort George@@ Brewery,Fort George Brewery
brewery_name,839,Fort Point@@ Beer Company,Fort Point Beer Company
brewery_name,846,Four Corners Brewin??g Company,Four Corners Brewing Company
brewery_name,855,Four P#eaks Brewing Company,Four Peaks Brewing Company
brewery_name,862,Four Strin??g Bre%wing Company,Four String Brewing Company
brewery_name,866,Frankenmuth Brewe%$ry,Frankenmuth Brewery
brewery_name,874,Freetail Bre#wing@@ Company,Freetail Brewing Company
brewery_name,876,Fre@@mont Brewing Compan$y,Fremont Brewing Company
brewery_name,878,Fremont Brew??ing Company,Fremont Brewing Company
brewery_name,905,Golde%n Road Brewing,Golden Road Brewing
brewery_name,918,Goose Isla@@nd #Brewing Company,Goose Island Brewing Company
brewery_name,922,Grand C%anyon Brewing Co%mpany,Grand Canyon Brewing Company
brewery_name,923,Grand Ca%nyon Brewing Company,Grand Canyon Brewing Company
brewery_name,933,G@@reat Crescent Brewery,Great Crescent Brewery
brewery_name,943,Great Cre@@??scent Brewery,Great Crescent Brewery
brewery_name,957,Great Divide Bre@@wing Company,Great Divide Brewing Company
brewery_name,964,Great River Brew##ery,Great River Brewery
brewery_name,982,Greenbrier Valley Brewing @@Company,Greenbrier Valley Brewing Company
brewery_name,991,@@Grey Sail Brewing of Rhode Island,Grey Sail Brewing of Rhode Island
brewery_name,1006,Hal@@f Acre Beer$ Company,Half Acre Beer Company
brewery_name,1026,Harpoo@@n Brewery,Harpoon Brewery
brewery_name,1037,Hawai'i Nui Brewing Co#.,Hawai'i Nui Brewing Co.
brewery_name,1050,High Noon Saloon And Brewe??ry,High Noon Saloon And Brewery
brewery_name,1068,Hop Valley Brewin$g Company,Hop Valley Brewing Company
brewery_name,1082,Ho%pw??orks Urban Brewery,Hopworks Urban Brewery
brewery_name,1084,Hopworks $Urban Brewery,Hopworks Urban Brewery
brewery_name,1103,Indeed Brewi??ng Company,Indeed Brewing Company
brewery_name,1108,Inde??pendence Brewing Company,Independence Brewing Company
brewery_name,1122,Jack's Abby Craft Lag??ers,Jack's Abby Craft Lagers
brewery_name,1130,Jackie%@@ O's Pub & Brewery,Jackie O's Pub & Brewery
brewery_name,1131,#Jackie O's $Pub & Brewery,Jackie O's Pub & Brewery
brewery_name,1133,James Page Brewing Comp$an??y,James Page Brewing Company
brewery_name,1139,Josep$h James Brewing Company,Joseph James Brewing Company
brewery_name,1156,KelSo Beer Com$pany,KelSo Beer Company
brewery_name,1173,Keweenaw Brewing Compan??y,Keweenaw Brewing Company
brewery_name,1174,Keweenaw Brewing Compan$@@y,Keweenaw Brewing Company
brewery_name,1184,Kona Brew#ing C#ompany,Kona Brewing Company
brewery_name,1194,Latitude 42 Brewing Co#mpany,Latitude 42 Brewing Company
brewery_name,1197,Laughing #Dog Brewing Company,Laughing Dog Brewing Company
brewery_name,1221,Long T%rail Br@@ewing Company,Long Trail Brewing Company
brewery_name,1226,Lost Nati$on Brewing,Lost Nation Brewing
brewery_name,1232,Lucette Br??ewing #Company,Lucette Brewing Company
brewery_name,1233,Lucet$te Brewing Company,Lucette Brewing Company
brewery_name,1263,Manayunk@@ Brew%ing Company,Manayunk Brewing Company
brewery_name,1264,Manayunk@@ Brewing #Company,Manayunk Brewing Company
brewery_name,1270,M#anzanita Brewing Company,Manzanita Brewing Company
brewery_name,1275,Marble Brewery,Marble B#rewery
brewery_name,1283,Martin H@@ouse Brewing Company,Martin House Brewing Company
brewery_name,1288,Ma??rtin House Brewing #Company,Martin House Brewing Company
brewery_name,1301,Matt Brew@@ing Company,Matt Brewing Company
brewery_name,1319,Meckley's Cidery,#Meckley's Cid%ery
brewery_name,1332,Midnight Sun B??rewing Company,Midnight Sun Brewing Company
brewery_name,1341,Mike Hess% B??rewing Company,Mike Hess Brewing Company
brewery_name,1342,Mikerphone Brewing#,Mikerphone Brewing
brewery_name,1350,Mikkeller,Mi@@kke??ller
brewery_name,1352,MillKing?? It Productions,MillKing It Productions
brewery_name,1358,Milwaukee Brewing Company@@,Milwaukee Brewing Company
brewery_name,1376,Miss#ion Brewery,Mission Brewery
brewery_name,1425,Narragan#sett Brewin#g Company,Narragansett Brewing Company
brewery_name,1437,Nebraska Brewing Compa??ny,Nebraska Brewing Company
brewery_name,1444,New Belgium Brewing@@@@ Company,New Belgium Brewing Company
brewery_name,1453,New Belgium Brewing Company@@,New Belgium Brewing Company
brewery_name,1460,New Belgi??um Brewing Company,New Belgium Brewing Company
brewery_name,1468,New En#gland$ Brewing Company,New England Brewing Company
brewery_name,1471,New England Br%ew#ing Company,New England Brewing Company
brewery_name,1477,New Orlea%ns Lager & Ale Brewing ...,New Orleans Lager & Ale Brewing ...
brewery_name,1480,New Republic Brewing Compa??ny,New Republic Brewing Company
brewery_name,1489,NoDa Brewing Company,NoDa Brewi$ng Company
brewery_name,1491,North Country% Brewing Company,North Country Brewing Company
brewery_name,1516,Oasis Texas B??rewing Company,Oasis Texas Brewing Company
brewery_name,1521,Occidental Brewing Compan$y,Occidental Brewing Company
brewery_name,1523,Ody#ssey Beerwerks,Odyssey Beerwerks
brewery_name,1527,Odyssey Bee$rwerks,Odyssey Beerwerks
brewery_name,1538,Old Forge Brewing C$#ompany,Old Forge Brewing Company
brewery_name,1546,Orlison?? Brewing Company%,Orlison Brewing Company
brewery_name,1585,Os@@kar Blues B$rewery,Oskar Blues Brewery
brewery_name,1588,Oskar Blues?? Brewer$y,Oskar Blues Brewery
brewery_name,1590,Oskar Blues Brewe@@ry,Oskar Blues Brewery
brewery_name,1602,Oskar Blues Brewery (Nort#h Carol...,Oskar Blues Brewery (North Carol...
brewery_name,1624,People's Brewing Co%mpany,People's Brewing Company
brewery_name,1683,Real A@@le Brewing Compan$y,Real Ale Brewing Company
brewery_name,1687,Real Ale Brewi@@ng Company,Real Ale Brewing Company
brewery_name,1703,Redstone Mea????dery,Redstone Meadery
brewery_name,1732,$R#hinegeist Brewery,Rhinegeist Brewery
brewery_name,1735,Rhinegeis@@t Brewery,Rhinegeist Brewery
brewery_name,1746,River%towne Brewing Company,Rivertowne Brewing Company
brewery_name,1751,River#to??wne Brewing Company,Rivertowne Brewing Company
brewery_name,1752,Ri#vertowne Brewing Comp#any,Rivertowne Brewing Company
brewery_name,1756,Rivertowne B@@rewi@@ng Company,Rivertowne Brewing Company
brewery_name,1762,Roch$ester Mill@@s Brewing Company,Rochester Mills Brewing Company
brewery_name,1770,RoughTail Br@@ewing Co??mpany,RoughTail Brewing Company
brewery_name,1788,Sa?#?nTan Brewing Company,SanTan Brewing Company
brewery_name,1789,SanTan Brewing Company$,SanTan Brewing Company
brewery_name,1811,Sa$nta Fe Brewing Company,Santa Fe Brewing Company
brewery_name,1816,Santa %Fe Brewing Company,Santa Fe Brewing Company
brewery_name,1822,Schlafly Brewing C#ompany,Schlafly Brewing Company
brewery_name,1827,Schlafly Brewing Compan??y,Schlafly Brewing Company
brewery_name,1843,Shipyard B#rewing# Company,Shipyard Brewing Company
brewery_name,1852,Sierra Ne%vada Brewing Company,Sierra Nevada Brewing Company
brewery_name,1874,Sixpoint Cr@@aft Ales,Sixpoint Craft Ales
brewery_name,1880,#Sixpoint Cr@@aft Ales,Sixpoint Craft Ales
brewery_name,1888,Ska Brewing %Company,Ska Brewing Company
brewery_name,1891,Ska Brewing%$ Company,Ska Brewing Company
brewery_name,1917,Snake River Br#ewing Company,Snake River Brewing Company
brewery_name,1930,Sockeye Br#e@@wing Company,Sockeye Brewing Company
brewery_name,1938,Sockeye Br??ewing Company,Sockeye Brewing Company
brewery_name,1948,Southern Prohibit$ion Brewing Com...,Southern Prohibition Brewing Com...
brewery_name,1965,Southern Star Brewing ??Company,Southern Star Brewing Company
brewery_name,1994,Steamworks Brewin$g Company,Steamworks Brewing Company
brewery_name,2012,Stev#ens Point %Brewery,Stevens Point Brewery
brewery_name,2015,Stev$ens Point Bre$wery,Stevens Point Brewery
brewery_name,2019,Stillwa$ter A#rtisanal Ales,Stillwater Artisanal Ales
brewery_name,2027,%Straub Brewery,Straub Brewery
brewery_name,2058,Su$n King Brewin#g Company,Sun King Brewing Company
brewery_name,2066,Sun King Brewi@@ng Company,Sun King Brewing Company
brewery_name,2070,Sun% King Brewing Compa$ny,Sun King Brewing Company
brewery_name,2080,Surly $Brewing Company,Surly Brewing Company
brewery_name,2083,Surly @@Brewing Company,Surly Brewing Company
brewery_name,2133,Temperance Beer Company,Temperan%ce Beer Company
brewery_name,2176,Thr#ee Creeks Brewing,Three Creeks Brewing
brewery_name,2179,Three Notch'd Brewing Company,Three Notc%h'd Brewing Company
brewery_name,2186,Thunderh#ea@@d Brewing Company,Thunderhead Brewing Company
brewery_name,2213,Triangle Brewing Company,Triangle Brewing Comp????any
brewery_name,2229,Two Beers Brewing Co??mpany,Two Beers Brewing Company
brewery_name,2237,Tw#o Brothers Brewin#g Company,Two Brothers Brewing Company
brewery_name,2277,Upland B%rewi#ng Company,Upland Brewing Company
brewery_name,2280,Upslope?? Brewing Co@@mpany,Upslope Brewing Company
brewery_name,2354,White Birch B%rewing,White Birch Brewing
brewery_name,2369,Wil??d Onion Brewing Co%mpany,Wild Onion Brewing Company
brewery_name,2383,Wisconsin Brewing Company$,Wisconsin Brewing Company
brewery_name,2385,Wisconsin Brewing Compan%y,Wisconsin Brewing Company
brewery_name,2389,Witch's Hat Brewing Compan??y,Witch's Hat Brewing Company
brewery_name,2397,Worthy Br@@ewing Company,Worthy Brewing Company
brewery_name,2405,Wynkoop Brewing Comp??any,Wynkoop Brewing Company
brewery_name,2408,Wynkoop ?$?Brewing Company,Wynkoop Brewing Company
city,7,Gar%$y,Gary
city,44,Sai?#?nt Louis,Saint Louis
city,56,Columbu%s,Columbus
city,66,A%bita Springs,Abita Springs
city,67,Abita@@ Springs,Abita Springs
city,69,Lo%uisville,Louisville
city,88,Portl??and,Portland
city,100,S#an Francisco,San Francisco
city,103,Boonvil@@le,Boonville
city,106,@@Boonville,Boonville
city,116,Bo@@onville,Boonville
city,119,B??oonvi#lle,Boonville
city,151,Detro@@it,Detroit
city,152,D%etroi??t,Detroit
city,196,$Portla%nd,Portland
city,199,%Portland,Portland
city,201,Minneapol%is,Minneapolis
city,204,Le$wis%ton,Lewiston
city,216,%Low%ell,Lowell
city,225,Ros@@e#ville,Roseville
city,235,A$l%pine,Alpine
city,243,@@Broom#field,Broomfield
city,257,M@@is??soula,Missoula
city,258,Misso#ula,Missoula
city,259,M@@issoula#,Missoula
city,264,Mis#soula%,Missoula
city,265,Odessa,$Odessa$
city,308,E%u%gene,Eugene
city,318,A%ustin,Austin
city,341,Ea#gle#,Eagle
city,342,@@E#agle,Eagle
city,364,@@B$oston,Boston
city,384,??Tam%pa,Tampa
city,406,Gra@@nd% Rapids,Grand Rapids
city,414,G@@ra#nd Rapids,Grand Rapids
city,416,G??rand Rapids,Grand Rapids
city,430,Grand$ $Rapids,Grand Rapids
city,444,G??rand Rapids,Grand Rapids
city,462,#$Brooklyn,Brooklyn
city,478,#Michigan City,Michigan City
city,496,C%harleston,Charleston
city,503,Oklahoma City$,Oklahoma City
city,512,A??shland,Ashland
city,518,#Ashland,Ashland
city,536,Midd$leton??,Middleton
city,571,Seven Point#$s,Seven Points
city,610,T@@amp@@a,Tampa
city,615,$Tamp#a,Tampa
city,620,??Ta#mpa,Tampa
city,623,Tam??@@pa,Tampa
city,674,Boulder,Boulde@@r%
city,696,Dalla?#?s,Dallas
city,700,D@@#allas,Dallas
city,704,Dalla%s,Dallas
city,714,Bl??oomi@@ngton,Bloomington
city,715,B??loomington,Bloomington
city,741,Au@@rora,Aurora
city,744,Buena Vi$sta#,Buena Vista
city,763,Mishawa$ka,Mishawaka
city,773,Far$go,Fargo
city,774,F$arg$o,Fargo
city,777,Boulde$r,Boulder
city,789,Shel%burne,Shelburne
city,805,Paso ??Robl%es,Paso Robles
city,824,Cherry #Hill,Cherry Hill
city,835,A??stori@@a,Astoria
city,843,Gran$d Rapids,Grand Rapids
city,861,Columbu@@s,Columbus
city,874,S#an Antonio,San Antonio
city,889,La%ke Genev%a,Lake Geneva
city,946,A@@??urora,Aurora
city,947,Au@??@rora,Aurora
city,955,De@@nver,Denver
city,964,Da%venport,Davenport
city,967,Davenport??$,Davenport
city,993,Birmin??gha@@m,Birmingham
city,1020,Bosto??n,Boston
city,1021,Bos??ton,Boston
city,1035,H$il#o,Hilo
city,1060,#Pittsburgh,Pittsburgh
city,1061,#Springfield$,Springfield
city,1063,Sprin??gfield,Springfield
city,1078,Por@@tla@@nd,Portland
