Attribute,Index,Dirty Value,Cleaned Value
HospitalName,1,callahan$ eye foun??dation hospital,callahan eye foundation hospital
HospitalName,4,empty,callahan eye foundation hospital
HospitalName,8,callahan eye foundation hospi%tal%,callahan eye foundation hospital
HospitalName,11,empty,helen keller memorial hospital
HospitalName,13,helen kell@@er memo$rial hospital,helen keller memorial hospital
HospitalName,37,southeast alabama medical c$enter,southeast alabama medical center
HospitalName,38,empty,southeast alabama medical center
HospitalName,49,empty,marshall medical center south
HospitalName,52,marshall medical cent@@@@er south,marshall medical center south
HospitalName,56,marshall$ med@@ical center south,marshall medical center south
HospitalName,58,marshall medi??cal center south,marshall medical center south
HospitalName,75,eliza coffee memorial hospita#l,eliza coffee memorial hospital
HospitalName,96,mizell mem@@%orial hospital,mizell memorial hospital
HospitalName,115,mi$zell?? memorial hospital,mizell memorial hospital
HospitalName,121,empty,crenshaw community hospital
HospitalName,127,crenshaw commun@@ity hospital,crenshaw community hospital
HospitalName,144,crenshaw community ho$spital,crenshaw community hospital
HospitalName,147,hartselle %med$ical center,hartselle medical center
HospitalName,164,hartsell@@e medical center,hartselle medical center
HospitalName,181,marshall #medical center north,marshall medical center north
HospitalName,186,marshall medical center% n%orth,marshall medical center north
HospitalName,193,marshall medical center $%north,marshall medical center north
HospitalName,200,st vincent%s east,st vincents east
HospitalName,212,empty,st vincents east
HospitalName,224,dekalb regional medical cente%r,dekalb regional medical center
HospitalName,230,empty,dekalb regional medical center
HospitalName,231,d??ekalb regional medical center,dekalb regional medical center
HospitalName,240,deka%lb regional medical ce??nter,dekalb regional medical center
HospitalName,243,empty,dekalb regional medical center
HospitalName,245,empty,southwest alabama medical center
HospitalName,261,southwest alabama medical cente??r,southwest alabama medical center
HospitalName,279,empty,shelby baptist medical center
HospitalName,280,shelby baptist med$ical center,shelby baptist medical center
HospitalName,281,shelby bap@@tist medical center,shelby baptist medical center
HospitalName,285,shelby ba??ptist medical cent$er,shelby baptist medical center
HospitalName,309,empty,callahan eye foundation hospital
HospitalName,313,empty,stringfellow memorial hospital
HospitalName,317,string??fellow me@@morial hospital,stringfellow memorial hospital
HospitalName,320,empty,stringfellow memorial hospital
HospitalName,335,flowers h@@ospital,flowers hospital
HospitalName,336,f#lower@@s hospital,flowers hospital
HospitalName,340,empty,flowers hospital
HospitalName,351,st vincents ??hospital,st vincents hospital
HospitalName,375,northwe%st medical center,northwest medical center
HospitalName,387,univ of south alabama$ medical center,univ of south alabama medical center
HospitalName,401,prat%tville bapti$st hospital,prattville baptist hospital
HospitalName,408,empty,prattville baptist hospital
HospitalName,424,coosa valley medical #cente%r,coosa valley medical center
HospitalName,431,empty,coosa valley medical center
HospitalName,435,empty,alaska regional hospital
HospitalName,446,alaska regional $hosp??ital,alaska regional hospital
HospitalName,464,helen keller me??morial #hospital,helen keller memorial hospital
HospitalName,478,dale medic#al $center,dale medical center
HospitalName,480,empty,dale medical center
HospitalName,502,empty,cherokee medical center
HospitalName,503,empty,cherokee medical center
HospitalName,505,cherokee@@ medical ??center,cherokee medical center
HospitalName,516,chero#kee medical cen@@ter,cherokee medical center
HospitalName,521,empty,baptist medical center south
HospitalName,523,bapti@@st medical cent%er south,baptist medical center south
HospitalName,524,baptist medical center s$outh@@,baptist medical center south
HospitalName,533,baptist me$dical center south,baptist medical center south
HospitalName,535,empty,baptist medical center south
HospitalName,551,empty,jackson hospital & clinic inc
HospitalName,558,jackson?? hospital &$ clinic inc,jackson hospital & clinic inc
HospitalName,569,empty,g h lanier memorial hospital
HospitalName,575,empty,g h lanier memorial hospital
HospitalName,578,empty,g h lanier memorial hospital
HospitalName,589,g h lanier memorial h@@ospital,g h lanier memorial hospital
HospitalName,595,elba general ho??spital,elba general hospital
HospitalName,600,elba general hospi@@ta??l,elba general hospital
HospitalName,617,empty,east alabama medical center and snf
HospitalName,638,east alabama medical c??enter and snf,east alabama medical center and snf
HospitalName,644,empty,wedowee hospital
HospitalName,671,university of alabama h%ospital,university of alabama hospital
HospitalName,678,university #of$ alabama hospital,university of alabama hospital
HospitalName,680,university of alab#ama hospital,university of alabama hospital
HospitalName,701,empty,community hospital inc
HospitalName,714,community hospit??al inc,community hospital inc
HospitalName,716,communit??y @@hospital inc,community hospital inc
HospitalName,721,cullman regional m@@edical center,cullman regional medical center
HospitalName,730,empty,cullman regional medical center
HospitalName,738,cullman region#al medical center,cullman regional medical center
HospitalName,749,andalusia region#al hospi#tal,andalusia regional hospital
HospitalName,775,hu#nts#ville hospital,huntsville hospital
HospitalName,776,$huntsville% hospital,huntsville hospital
HospitalName,777,huntsvil@@le hospital,huntsville hospital
HospitalName,780,hunt$sville?? hospital,huntsville hospital
HospitalName,786,huntsvi??lle hospital,huntsville hospital
HospitalName,787,h@@untsville hospital,huntsville hospital
HospitalName,788,huntsvi??lle hospital,huntsville hospital
HospitalName,798,hun??tsville hospit#al,huntsville hospital
HospitalName,804,ga#dsden regional medi??cal center,gadsden regional medical center
HospitalName,805,empty,gadsden regional medical center
HospitalName,811,gadsden regional medical center#$,gadsden regional medical center
HospitalName,821,gadsden regional medi??cal center,gadsden regional medical center
HospitalName,823,empty,gadsden regional medical center
HospitalName,831,%chilton medic$al center,chilton medical center
HospitalName,845,chilton medical center@@,chilton medical center
HospitalName,857,mario$n regional medi@@cal center,marion regional medical center
HospitalName,861,marion re??gional?? medical center,marion regional medical center
HospitalName,862,marion regional ??medical center,marion regional medical center
HospitalName,875,empty,marion regional medical center
HospitalName,878,fayet$te $medical center,fayette medical center
