Attribute,Index,Dirty Value,Clean Value
ProviderNumber,22,53571.67132119802,10001
ProviderNumber,28,37964.41641523799,10001
ProviderNumber,59,53020.87792762198,10005
ProviderNumber,67,57056.4985092297,10005
ProviderNumber,92,43358.72005194033,10006
ProviderNumber,93,40884.697241574664,10006
ProviderNumber,106,30615.266365901527,10007
ProviderNumber,147,53670.48973003026,10009
ProviderNumber,150,36681.5470216585,10009
ProviderNumber,192,54329.81593275928,10010
ProviderNumber,220,55326.896068023634,10012
ProviderNumber,221,36167.278680172894,10012
ProviderNumber,223,56246.12465820408,10012
ProviderNumber,245,58281.78179424866,10015
ProviderNumber,289,47052.14094997147,10016
ProviderNumber,300,32000.950882633653,10018
ProviderNumber,425,43834.15561437676,10164
ProviderNumber,471,45174.94331912446,10021
ProviderNumber,498,42034.93484948085,10022
ProviderNumber,519,49674.86683211802,10023
ProviderNumber,550,34733.18452746549,10024
ProviderNumber,551,57953.32652934352,10024
ProviderNumber,592,54505.67370519734,10027
ProviderNumber,613,56156.07953370041,10027
ProviderNumber,614,46284.81321739661,10027
ProviderNumber,621,48723.61607930627,10029
ProviderNumber,629,54510.21192384863,10029
ProviderNumber,648,42876.98696040574,10032
ProviderNumber,700,43048.10103985591,10034
ProviderNumber,713,44825.29598079252,10034
ProviderNumber,731,40951.62927369381,10035
ProviderNumber,738,36815.125915336386,10035
ProviderNumber,785,41912.35447835271,10039
ProviderNumber,803,40199.915245374264,10040
ProviderNumber,834,45875.95453558054,10043
ProviderNumber,839,56163.07611592709,10043
ProviderNumber,845,36147.21232815979,10043
ProviderNumber,849,50705.08352591305,10043
ProviderNumber,852,41531.88056112698,10043
ProviderNumber,900,36099.1827865853,10045
ProviderNumber,919,54078.77168139628,10046
ProviderNumber,925,37217.13106881272,10046
ProviderNumber,936,47052.15743635287,10047
ProviderNumber,950,48961.81846176087,10047
ProviderNumber,970,38302.46272184379,10049
ProviderNumber,977,34462.5557560651,10049
HospitalName,245,southwest?? alabama medical cen#ter,southwest alabama medical center
HospitalName,785,huntsville ho$sp$ital,huntsville hospital
Address2,20,empty??,empty
Address2,56,em@$@pty,empty
Address2,59,em%pty,empty
Address2,70,em#pty,empty
Address2,72,##empty,empty
Address2,76,@@empty,empty
Address2,106,e%mp@@ty,empty
Address2,122,empt#y,empty
Address2,204,em$pty,empty
Address2,209,empty%$,empty
Address2,213,em??pt%y,empty
Address2,220,emp??ty,empty
Address2,235,em#pty,empty
Address2,243,emp%t$y,empty
Address2,269,e#mp#ty,empty
Address2,349,e@@mpty,empty
Address2,395,empty%??,empty
Address2,405,e%mp$ty,empty
Address2,419,em#pty,empty
Address2,452,@@e??mpty,empty
Address2,455,%em??pty,empty
Address2,486,em$pty,empty
Address2,493,empty%,empty
Address2,506,empt@@y,empty
Address2,528,em#pty,empty
Address2,553,empt%y,empty
Address2,570,e??mpty,empty
