Attribute,Index,Clean Value,Cleaned Value
src,3,allegiantair,empty
src,18,orbitz,orbi??tz
src,21,wunderground,wundergr$ound
src,24,allegiantair,empty
src,35,gofox,empty
src,37,mia,empty
src,38,myrateplan,myr$ateplan
src,42,quicktrip,empty
src,44,weather,empty
src,56,flightstats,empty
src,59,flytecomm,flytec#omm
src,72,weather,empty
src,73,world-flight-tracker,world-#flight-tracker
src,76,airtravelcenter,a$i#rtravelcenter
src,84,flights,empty
src,87,flylouisville,empty
src,88,flytecomm,flyte@@comm
src,92,myrateplan,myratepla$$n
src,105,flightaware,empty
src,114,gofox,empty
src,115,helloflight,$he??lloflight
src,125,wunderground,empty
src,134,flightview,empty
src,136,flytecomm,fly@@tecom#m
src,146,usatoday,empty
src,150,airtravelcenter,empty
src,151,allegiantair,empty
src,154,flightarrival,empty
src,158,flylouisville,empty
src,165,orbitz,orbi%tz
src,172,airtravelcenter,airtravel$center
src,178,flightexplorer,empty
src,181,flightview,empty
src,192,panynj,empty
src,193,quicktrip,quic#ktrip
src,194,travelocity,t@@ravelocity
src,221,usatoday,us%atoda@@y
src,223,world-flight-tracker,empty
src,233,flightstats,fli????ghtstats
src,249,weather,empty
src,252,aa,a??a
src,260,flylouisville,empty
src,263,gofox,empty
src,267,panynj,pan??ynj
src,268,travelocity,empty
src,272,airtravelcenter,empty
src,276,flightaware,flig@@hta$ware
src,278,flightstats,empty
src,282,foxbusiness,empty
src,293,weather,wea@@ther
src,302,flightexplorer,empty
src,304,flightstats,empty
src,306,flylouisville,empty
src,309,gofox,@@%gofox
src,311,mco,??mco
src,323,allegiantair,empty
src,338,mia,mia@@
src,354,flightarrival,empty
src,375,allegiantair,allegiantair%
src,376,boston,empty
src,380,flightexplorer,empty
src,388,helloflight,empty
src,391,ord,empty
src,395,usatoday,empty
src,417,myrateplan,empty
src,432,flightexplorer,flightexplore@@r
src,446,panynj,pan$yn@@j
src,462,flightview,empty
src,469,mytripandmore,empty
src,488,flylouisville,f$lylouisv#ille
src,496,quicktrip,empty
src,498,usatoday,empty
src,517,helloflight,empty
src,519,myrateplan,empty
src,520,orbitz,empty
src,526,wunderground,w$#underground
src,530,boston,empty
src,533,flightaware,empty
src,536,flightview,flig#htview
src,550,wunderground,w??undergro$und
src,553,allegiantair,empty
src,554,boston,empty
src,558,flightexplorer,flightexpl#orer
src,562,flylouisville,empty
src,575,weather,empty
src,579,airtravelcenter,airtr??a%velcenter
src,582,businesstravellogue,empty
src,585,flights,empty
src,589,flytecomm,empty
src,593,ifly,ifl%y
src,595,orbitz,empty
src,597,panynj,p#anynj%
src,602,world-flight-tracker,w%orld-flight-tracker
src,628,usatoday,empty
src,640,flightstats,empty
src,643,flytecomm,empty
src,647,ifly,empty
src,658,wunderground,empty
src,659,aa,empty
src,673,foxbusiness,%foxbusi#ness
src,674,gofox,go@@fox
src,682,usatoday,empty
src,697,flylouisville,empty
src,704,mytripandmore,empty
src,728,ifly,empty
src,730,mytripandmore,empty
src,733,panynj,empty
src,735,travelocity,empty
src,737,world-flight-tracker,empty
src,744,flightarrival,empty
src,753,foxbusiness,empty
src,757,orbitz,empty
src,761,travelocity,travelocit??y
src,767,airtravelcenter,empty
src,771,flightaware,empty
src,778,foxbusiness,foxbu%s@@iness
src,782,myrateplan,empty
src,785,ord,empty
src,790,world-flight-tracker,world-fligh%t-tra%cker
src,799,flightaware,empty
src,805,foxbusiness,foxbu@@siness
src,816,aa,empty
src,820,businesstravellogue,empty
src,822,flightaware,empty
src,839,usatoday,empty
src,842,wunderground,empty
src,844,airtravelcenter,ai$rtravelcenter
src,851,flylouisville,empty
src,853,foxbusiness,empty
src,856,ifly,empty
src,858,mytripandmore,empty
src,867,allegiantair,empty
src,894,businesstravellogue,busine$sstravellogue
