Attribute,Index,Clean Value,Dirty Value
id,23,514411,nan
id,38,660168,nan
id,46,86421,nan
id,80,282039,1170635.803860631
id,84,408062,nan
id,88,220950,nan
id,100,420138,nan
id,108,591619,nan
id,109,125072,488682.5470163
id,112,781141,nan
id,118,185291,nan
id,120,954493,nan
id,133,465176,nan
id,137,513829,nan
id,150,62306,264433.99545347755
id,151,182986,591923.3095804485
id,152,663994,3175023.4766536774
id,160,912377,4512726.729191314
id,163,259916,1319806.941408414
id,165,790756,nan
id,166,592893,1867041.5782004104
id,171,429995,2512846.050142588
id,175,730191,4232304.891467103
id,193,550350,nan
id,197,143029,822697.0460301563
id,204,971456,4501353.174210933
id,219,184949,741966.7320827193
id,230,455406,1751956.8700048206
id,258,191908,nan
id,259,384767,nan
id,260,855912,nan
id,265,967376,3911285.729417655
id,283,680306,nan
id,286,198650,722832.0401106069
id,289,785472,2537791.4129036623
id,291,46028,nan
id,296,670289,2937100.3641022164
id,320,385940,nan
id,324,226419,992572.168032834
id,348,633877,nan
id,349,756208,nan
id,352,294439,1143671.7676449858
id,357,232896,nan
id,364,408188,1466804.438058921
id,365,283460,1417713.261900945
id,372,361906,1971104.9921523551
id,380,716594,2854597.2045026394
id,388,716357,2412464.8809853457
id,391,624354,2931215.920261336
id,394,605643,3212651.633166023
id,395,5782,22100.722011382542
id,401,771377,2446542.200317175
id,407,2842,13556.141582141518
id,412,583682,2427430.501950669
id,417,852213,2731763.2231339077
id,427,464911,2535699.9103136803
id,430,217524,1138418.6450234377
id,431,694007,3216102.1717067636
id,443,111970,nan
id,451,658707,nan
id,452,84905,410755.2244697647
id,461,323305,nan
id,468,299635,1739762.463682367
id,471,788168,nan
id,479,85920,397993.353592463
id,481,888553,nan
id,492,539034,2152478.165224246
id,493,208435,1151754.8019698423
id,495,36253,138732.54933981533
id,497,720372,3562063.459310596
id,511,915463,5132430.859223337
id,521,130308,757992.6609022353
id,527,254327,1051028.0026903644
id,537,449003,nan
id,539,302268,1112439.2824754012
id,544,751811,nan
id,545,436781,nan
id,552,719389,3504117.895991637
id,553,467318,2241934.0264765937
id,564,828214,4378316.921503982
id,567,107417,510855.2544141467
id,574,52633,257473.61006081293
id,580,919014,nan
id,586,407245,nan
id,591,587683,nan
id,608,208824,725743.3145727274
id,609,759501,nan
id,610,506162,2515634.787529384
id,611,372697,nan
id,616,24026,nan
id,620,779555,2939132.1088080923
id,625,231933,714378.0901516518
id,628,117678,471611.9142207596
id,629,795170,3784477.8099475848
id,631,376103,1304423.8217732715
id,632,505530,nan
id,662,706764,2680669.187050992
id,672,416171,1748217.2361925484
id,673,810153,3544396.5603205347
id,674,164085,518122.92233343143
id,676,490750,nan
id,687,293974,1550934.4329939294
id,689,292980,1534806.5094751318
id,690,38197,219066.17636479065
id,708,107924,608899.2240023743
id,712,446026,nan
id,714,558766,nan
id,716,110453,434442.4504124623
id,721,54202,234773.3259313805
id,728,222452,1097045.7972642935
id,730,696132,2860225.0882399934
id,734,480030,2481757.400933455
id,735,660499,3460766.893113822
id,737,696985,nan
id,742,123731,580287.8839622275
id,755,276001,1104687.0548403878
id,781,945021,3241376.181682457
id,784,546484,2358698.0695691677
id,785,917231,nan
id,792,100986,305447.1125199516
id,794,740811,nan
id,797,215650,1065602.1005325436
id,810,164721,nan
id,813,410748,2383415.749820466
id,828,407082,2340446.0233086436
id,830,382297,2287810.2123903264
id,833,446599,2670769.145979056
id,839,294719,1661049.3685641016
id,841,455697,2107215.93224423
id,843,503528,2436386.8810394173
id,845,176844,635639.6058473368
id,851,627882,3718755.3048423766
id,852,264151,952691.9183579244
id,856,364080,nan
id,870,149836,613018.7761654211
id,880,622636,3275234.0011932245
id,882,252990,1196087.7360188533
id,889,673307,3729072.437598836
id,891,953002,4789191.989753545
id,896,535901,2309418.0373319685
id,899,434500,nan
id,925,916713,nan
id,935,261121,nan
id,937,960478,3811224.472929127
id,941,305933,nan
id,949,456934,2397501.558690215
id,959,938092,5422977.695910962
id,981,894794,3504719.4958288088
id,988,908011,nan
article_title,3,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,Duane retraction syndrome associated with %oculocutaneous albinism: an ocular miswi#ring.
article_title,15,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,nan
article_title,16,Latex allergy in atopic children.,Latex allergy in atop%ic children.
article_title,19,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,Haemodynamic ischaemia in paediatric moyamoya disease ass#ociated with re@@novascular hypertension.
article_title,37,Successful treatment of lung cancer by multimodal endobronchial interventions,Successful treatmen@@t of lung cancer by multimodal endobronchial interventions
article_title,48,Strategies for partner notification for sexually transmitted infections including HIV.,nan
article_title,53,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,How$ assistive technology use by individuals with disab@@ilities impacts their caregivers: a systematic review of the research evidence.
