Attribute,Index,Dirty Value,Clean Value
id,23,nan,514411
id,38,nan,660168
id,46,nan,86421
id,80,1170635.803860631,282039
id,84,nan,408062
id,88,nan,220950
id,100,nan,420138
id,108,nan,591619
id,109,488682.5470163,125072
id,112,nan,781141
id,118,nan,185291
id,120,nan,954493
id,133,nan,465176
id,137,nan,513829
id,150,264433.99545347755,62306
id,151,591923.3095804485,182986
id,152,3175023.4766536774,663994
id,160,4512726.729191314,912377
id,163,1319806.941408414,259916
id,165,nan,790756
id,166,1867041.5782004104,592893
id,171,2512846.050142588,429995
id,175,4232304.891467103,730191
id,193,nan,550350
id,197,822697.0460301563,143029
id,204,4501353.174210933,971456
id,219,741966.7320827193,184949
id,230,1751956.8700048206,455406
id,258,nan,191908
id,259,nan,384767
id,260,nan,855912
id,265,3911285.729417655,967376
id,283,nan,680306
id,286,722832.0401106069,198650
id,289,2537791.4129036623,785472
id,291,nan,46028
id,296,2937100.3641022164,670289
id,320,nan,385940
id,324,992572.168032834,226419
id,348,nan,633877
id,349,nan,756208
id,352,1143671.7676449858,294439
id,357,nan,232896
id,364,1466804.438058921,408188
id,365,1417713.261900945,283460
id,372,1971104.9921523551,361906
id,380,2854597.2045026394,716594
id,388,2412464.8809853457,716357
id,391,2931215.920261336,624354
id,394,3212651.633166023,605643
id,395,22100.722011382542,5782
id,401,2446542.200317175,771377
id,407,13556.141582141518,2842
id,412,2427430.501950669,583682
id,417,2731763.2231339077,852213
id,427,2535699.9103136803,464911
id,430,1138418.6450234377,217524
id,431,3216102.1717067636,694007
id,443,nan,111970
id,451,nan,658707
id,452,410755.2244697647,84905
id,461,nan,323305
id,468,1739762.463682367,299635
id,471,nan,788168
id,479,397993.353592463,85920
id,481,nan,888553
id,492,2152478.165224246,539034
id,493,1151754.8019698423,208435
id,495,138732.54933981533,36253
id,497,3562063.459310596,720372
id,511,5132430.859223337,915463
id,521,757992.6609022353,130308
id,527,1051028.0026903644,254327
id,537,nan,449003
id,539,1112439.2824754012,302268
id,544,nan,751811
id,545,nan,436781
id,552,3504117.895991637,719389
id,553,2241934.0264765937,467318
id,564,4378316.921503982,828214
id,567,510855.2544141467,107417
id,574,257473.61006081293,52633
id,580,nan,919014
id,586,nan,407245
id,591,nan,587683
id,608,725743.3145727274,208824
id,609,nan,759501
id,610,2515634.787529384,506162
id,611,nan,372697
