Attribute,Index,Dirty Value,Clean Value
id,2,nan,2265
id,8,nan,2259
id,16,10582.76623823866,2318
id,24,4532.778868371768,976
id,34,1571.3006512420404,353
id,36,966.3703502483507,173
id,38,50.48935359590857,10
id,45,7296.911055697266,2324
id,48,11858.918388699118,2286
id,51,14995.092486963304,2603
id,54,nan,2219
id,59,3771.7264554578114,866
id,73,8586.894650743758,2683
id,77,15249.952199758038,2679
id,79,10599.43780585723,2677
id,100,12337.3239512011,2103
id,104,7741.639377829236,1738
id,109,7444.527285805516,1326
id,122,1692.2252133402744,409
id,127,10779.407098552403,2040
id,133,1204.0269929954227,390
id,137,nan,1172
id,146,1816.433391405192,596
id,150,nan,978
id,171,3091.520731779369,705
id,178,5197.516310407398,1131
id,187,3115.579972688694,1019
id,189,8249.331885964335,1776
id,202,nan,1964
id,212,nan,182
id,213,7035.926224326143,1806
id,223,nan,1955
id,262,750.716598060359,159
id,266,nan,2095
id,267,6881.047096756786,1257
id,272,nan,2508
id,278,nan,1898
id,298,nan,1319
id,303,5095.587599261056,937
id,305,4393.8443193868925,886
id,307,nan,611
id,318,13964.990183582548,2488
id,321,2278.7824030626057,692
id,326,nan,344
id,330,7039.125932928861,1568
id,335,2447.6869592056205,513
id,336,nan,2422
id,349,nan,998
id,358,9405.561563760726,1601
id,364,nan,1143
id,368,11225.132170739334,2596
id,375,6514.129734133434,1288
id,396,11601.779329769535,2504
id,426,9020.421972778544,1958
id,427,nan,1949
id,432,nan,1352
id,435,6082.572496012937,1178
id,438,4020.245993688559,1033
id,441,nan,873
id,449,1974.096472723548,385
id,452,6099.214438312466,1095
id,456,nan,919
id,458,6899.546303957979,1279
id,464,2985.631360066283,538
id,466,1899.8191214029616,383
id,475,6713.185316382515,2123
id,478,12053.127759232662,2606
id,483,nan,2160
id,489,304.06298631461414,52
id,491,170.64863876907427,50
id,501,6709.709880689414,2213
id,506,nan,1808
id,508,nan,878
id,510,3034.341795476829,793
id,526,12363.80322132476,2067
id,538,4423.553844963857,840
id,544,nan,783
id,557,5318.239175914653,1742
id,564,14116.10787318656,2446
id,565,nan,2106
id,571,4203.733958729125,1050
id,572,3713.765197526211,1219
id,573,nan,1218
id,577,nan,1247
id,585,6451.0183685137,1933
id,593,nan,2379
id,594,7633.271743435096,2354
id,597,5431.21592078009,1342
id,616,4291.29549440253,1140
id,617,4902.795602255885,1139
id,632,4293.785980935869,1393
id,635,nan,1406
id,637,nan,2437
id,639,408.08788558746784,120
id,645,nan,1650
id,646,4791.042421931057,1337
id,651,2136.2121916294077,659
id,653,8356.94715918428,2538
id,654,7561.105014365911,2355
id,655,7521.867172203123,1689
id,656,5378.267129452578,1163
id,662,10506.283614909811,2028
id,663,9709.806548120165,2293
id,677,nan,1787
id,679,nan,1763
id,694,9939.941209320305,1734
id,705,8085.9988676374915,1886
id,714,10036.744647315403,2550
id,720,nan,1887
id,724,nan,731
id,729,3438.1001550362853,944
id,730,nan,524
id,732,1939.549945595999,449
id,742,nan,1685
id,744,nan,1590
id,748,3855.6986215736824,911
id,751,5093.978799055449,1642
id,753,nan,1107
id,762,13394.080733321029,2432
id,763,11431.190564382248,2431
id,772,nan,1722
id,773,8135.787502588105,1435
id,776,6681.577633747942,2088
id,796,9653.438974671097,1664
id,802,nan,481
id,803,2025.2737095820212,351
id,808,6404.45749074933,1957
id,829,nan,1566
id,832,2713.0008828752357,674
id,834,2692.374275059951,552
id,848,nan,2613
id,857,nan,358
id,863,7802.642651222099,2424
id,867,11731.780834160989,2527
id,869,nan,2525
id,877,5828.955919908498,994
id,881,4194.301108469861,857
id,889,nan,2075
id,892,nan,1960
id,906,12533.84355575718,2587
id,914,9650.067208474724,2205
id,921,7836.420359839484,1383
id,934,nan,1699
id,935,nan,1269
id,947,1930.5000968545417,436
id,948,1389.7271269003663,389
id,952,11924.534689389557,2647
id,957,nan,2642
id,961,nan,1922
id,965,5200.855728106482,1275
id,966,5352.139392094824,1244
id,979,nan,189
id,981,8216.429733404097,2314
id,992,nan,2375
id,998,nan,2138
id,1000,7224.295478869853,1570
id,1002,nan,1857
id,1004,7073.8341867911595,1753
id,1009,1694.4613304563593,352
id,1011,547.4323739833662,148
id,1014,5039.558939001229,1016
id,1018,nan,1270
id,1039,nan,1894
id,1052,5297.817041541399,1615
id,1054,2714.1407627678536,724
id,1078,nan,2398
id,1082,nan,2394
id,1088,nan,2388
id,1101,nan,1250
id,1102,8072.931669351863,1903
id,1106,nan,729
id,1113,nan,1774
id,1114,2185.074792654494,559
id,1116,1918.482529496217,553
id,1119,10112.227960945596,2673
id,1123,10478.893635367853,2669
id,1129,2482.3199844569467,689
id,1142,1950.035576280692,467
id,1144,nan,2162
id,1145,12752.978164974626,2374
id,1146,7169.376810953659,1560
id,1153,1702.2048970439605,464
id,1157,6710.222114424118,1348
id,1162,3428.326194222021,760
id,1169,nan,779
id,1181,9076.423924432222,2459
id,1187,7225.090370962626,1637
id,1209,6822.924837136712,1832
id,1212,nan,1686
id,1228,4289.6679605011195,1309
id,1230,nan,1571
id,1236,10445.042892627784,2311
id,1263,8581.494736328472,1624
id,1265,6012.493273964897,1484
id,1271,5179.861963666515,1672
id,1275,4151.433384030213,845
id,1278,nan,1716
