Attribute,Index,Dirty Value,Cleaned Value
brewery_name,10,nan,18th Street Brewery
brewery_name,11,nan,18th Street Brewery
brewery_name,40,3 Daughters Brewing,3 Daughters Br@@ew#ing
brewery_name,41,nan,3 Daughters Br@@ew#ing
brewery_name,47,nan,4 Hands Brewing Company
brewery_name,58,%7% Seas Brewing Company,7 Seas Brewing Company
brewery_name,66,nan,Abita Brewing Company
brewery_name,67,nan,Abita Brewing Company
brewery_name,95,nan,Amnesia Brewing Company
brewery_name,104,Anderson Valley Brewing?? Comp#any,Anderson Valley Brewing Company
brewery_name,106,Anderson Valley Br@@ewing Company,Anderson Valley Brewing Company
brewery_name,110,nan,Anderson Valley Brewing Company
brewery_name,114,nan,Anderson Valley Brewing Company
brewery_name,119,nan,Anderson Valley Brewing Company
brewery_name,209,Baxter B@@rewing Company,Baxter Brewing Company
brewery_name,238,nan,Big Bend Brewing Company
brewery_name,241,B#ig@@ Choice Brewing,Big Choice Brewing
brewery_name,259,Big Sky Brewi@@ng Compan$y,Big Sky Brewing Company
brewery_name,279,Black @@Market Brewing Company,Black Market Brewing Company
brewery_name,280,Black@@ Market Brewing Company,Black Market Brewing Company
brewery_name,291,Blackrocks Brewery$,Blackrocks Brewery
brewery_name,307,nan,Blue Blood Brewing Company
brewery_name,316,Blue Owl Brewing@@,Blue Owl Brewing
brewery_name,321,nan,Blue Point Brewing Company
brewery_name,332,Bolero Snort Brewery,Bole$ro S#nort Brewery
brewery_name,338,Bonfire Brewing Compan#y,Bonfire Brewing Company
brewery_name,349,Bonfire Brewin??g Company,Bonfire Brewing Company
brewery_name,351,Bonf%ire Brewing Company,Bonfire Brewing Company
brewery_name,365,nan,Boulder Beer Company
brewery_name,375,nan,Bozeman Brewing Company
brewery_name,396,#Brewery Vivant$,Brewery Vivant
brewery_name,398,nan,Brewery Vivant
brewery_name,421,Br%ewery Vivant??,Brewery Vivant
brewery_name,423,??Brewery Vivant,Brewery Vivant
brewery_name,426,nan,Brewery Vivant
brewery_name,440,nan,Brewery Vivant
brewery_name,458,Brooklyn Brewe%ry,Brooklyn Brewery
brewery_name,462,Brookly#n Brewery,Brooklyn Brewery
brewery_name,470,nan,Buckbean Brewing Company
brewery_name,478,nan,Burn 'Em Brewing
brewery_name,480,Burn 'Em Brewi@@ng,Burn 'Em Brewing
brewery_name,498,COAST ??Brewing $Company,COAST Brewing Company
brewery_name,513,nan,Caldera Brewing Company
brewery_name,515,nan,Caldera Brewing Company
brewery_name,518,Caldera Brewi#n#g Company,Caldera Brewing Company
brewery_name,527,Cape Ann B#rewing Company,Cape Ann Brewing Company
brewery_name,530,Cape Cod Beer,Ca@@pe Cod %Beer
brewery_name,540,Capital $Brewery,Capital Brewery
brewery_name,555,Catawba Br%ewing C$ompany,Catawba Brewing Company
brewery_name,559,Catawba Bre%wing Company,Catawba Brewing Company
brewery_name,568,Cedar Cr@@eek?? Brewery,Cedar Creek Brewery
brewery_name,569,nan,Cedar Creek Brewery
brewery_name,573,Centennial Beer Company,Centennial Be@@er% Company
brewery_name,574,nan,Center of the Universe Brewing C...
brewery_name,575,Center of the Unive??rse Brewing C...,Center of the Universe Brewing C...
brewery_name,579,nan,Central Coast Brewing Company
brewery_name,582,nan,Champion Brewing Company
brewery_name,583,Champion Bre#wing Comp@@any,Champion Brewing Company
brewery_name,585,C@@hampion Brewing Company,Champion Brewing Company
brewery_name,588,nan,Chapman's Brewing
brewery_name,593,nan,Cheboygan Brewing Company
brewery_name,597,C$iderbo$ys,Ciderboys
brewery_name,599,Cigar C??ity Brewing Co%mpany,Cigar City Brewing Company
brewery_name,601,nan,Cigar City Brewing Company
brewery_name,606,nan,Cigar City Brewing Company
brewery_name,622,nan,Cigar City Brewing Company
brewery_name,636,Coastal Extre$me Brewing Company,Coastal Extreme Brewing Company
brewery_name,637,Coastal @@Extreme Brewing Company,Coastal Extreme Brewing Company
brewery_name,644,Core Brewin$g & Distilling Compan%y,Core Brewing & Distilling Company
brewery_name,656,Crazy Mounta??in Brewing Company,Crazy Mountain Brewing Company
brewery_name,659,Crazy Mountain Brewing Com??p#any,Crazy Mountain Brewing Company
brewery_name,667,Crow Peak Brewing Co#mpany#,Crow Peak Brewing Company
