Attribute,Index,Dirty Value,Clean Value
id,7,2736905.140896913,823730
id,22,689736.8014677803,163526
id,23,2500117.197136703,514411
id,37,2919438.296364225,968125
id,38,3576983.884400544,660168
id,42,644025.6762277575,110072
id,48,2694794.9423484616,530323
id,57,2160933.28449538,616298
id,67,4868347.043241867,912884
id,70,2090330.5122470595,349150
id,74,2855765.9070226382,574309
id,90,3990927.853219713,914468
id,91,1533536.9944367092,346326
id,93,1224642.539402036,282053
id,95,1791094.9492041953,417578
id,109,422701.1625550721,125072
id,120,3451051.9247045564,954493
id,124,4799880.2680450175,863844
id,129,1949911.207874588,369578
id,133,1983224.1194507757,465176
id,134,1883845.656516572,368072
id,147,891870.0955135995,269313
id,148,1135476.6112791088,267879
id,154,4138525.4954297985,754594
id,160,4100220.558064308,912377
id,163,1318117.6578470652,259916
id,164,768623.7493268981,199407
id,176,200564.7175629892,42135
id,203,3344420.2390606734,979292
id,204,3289648.422330512,971456
id,230,1888030.861024636,455406
id,244,2786912.014250175,747279
id,247,190363.4088144227,59308
id,269,3958766.309451562,782541
id,281,325965.4245283852,56272
id,289,2564494.8905909024,785472
id,297,3882042.5240722094,821702
id,298,1113069.8196056474,188890
id,302,3307071.1384148523,857402
id,305,3166027.332645936,746065
id,306,3977735.027202954,738322
id,326,1442038.8614180598,453637
id,329,1296983.2360799287,338547
id,341,3027327.149338915,734870
id,360,732401.0255076224,203084
id,361,328797.6970116985,81959
id,389,2556412.2925131414,448010
id,391,3604300.798180205,624354
id,395,33107.52647354402,5782
id,408,4125476.929509832,789057
id,412,2382659.966126164,583682
id,414,243899.0519158008,54613
id,415,2678177.264708097,450749
id,421,4879999.697414565,838034
id,428,1997949.289876843,369162
id,432,274815.1636995034,53319
id,433,5500917.799191162,962338
id,441,2311398.604004443,743989
id,445,1209074.0092370913,397190
id,456,2672464.78292936,855099
id,461,1768194.9892470252,323305
id,473,2845744.8429735755,498344
id,475,4696825.243868845,917417
id,485,1160011.485733865,276000
id,493,1003970.4139335478,208435
id,498,4269814.945916327,863342
id,523,2558008.9752132436,600827
id,536,63891.39384636828,13408
id,545,2317490.2012767447,436781
id,570,3325351.4465703024,621640
id,578,3105361.069416329,574242
id,587,4002888.4704975304,918698
id,588,1229202.963341795,209138
id,589,2765314.9248681953,862844
id,591,2281216.70699137,587683
id,593,1194119.8442298984,313584
id,605,3020852.283443061,743394
id,608,627108.1263244462,208824
id,610,2077714.9930851017,506162
id,611,1973828.3050957115,372697
id,614,4859685.792906325,822897
id,620,3476479.2517372817,779555
id,624,1172302.0020071066,252998
id,644,3639488.986521677,638338
id,649,3414907.650825834,718091
id,660,244921.36768215953,56464
id,663,2190402.237116489,388872
id,665,2766350.3439714964,541739
id,667,4987627.237096413,954980
id,677,683429.7458135026,136068
id,682,4573606.529330501,811629
id,686,351807.4714071454,65723
id,696,3984183.111258556,749261
id,701,1021527.8090448024,187769
id,706,2422357.1676526866,589465
id,707,2610512.239949024,560120
id,723,4176834.42933808,741279
id,731,774106.4147562973,257990
id,735,3749909.9110861914,660499
id,738,4615086.182893871,826471
id,743,980336.6582039992,180588
id,748,2011275.4594994565,463556
id,752,1532384.996906374,292018
id,753,832216.9102004027,181456
id,754,2823121.894628627,668772
id,758,2112045.689342531,433039
id,771,2632445.3934586896,625306
id,775,3638871.3511071615,718292
id,777,1406652.2514103178,307302
id,789,2346079.2977508926,422739
id,792,313611.9182283055,100986
id,797,794679.309299606,215650
id,800,2139694.955124222,366275
id,803,2028126.6281418805,495319
id,806,3451186.633128262,903817
id,808,1283913.6238747458,385163
id,810,752908.3104256975,164721
id,815,3055691.0104771643,775428
id,817,4240154.135395997,899060
id,830,2243804.4231062154,382297
id,831,2196569.071661442,414396
id,837,1507100.0415181578,470179
id,858,2004065.2114786308,356635
id,866,49430.25936473893,11709
id,873,4065625.1421569623,801512
id,881,401708.70521939173,107979
id,892,1085580.3912355683,246067
id,894,28911.91631568525,8529
id,897,79417.10350848905,15325
id,898,667888.559590979,162189
id,903,2705399.418249062,672671
id,905,75346.75075897774,21599
id,909,4300315.235265991,820238
id,928,1938277.293225438,409335
id,930,3077773.1871372517,720526
id,935,1440874.865161334,261121
id,936,1162523.9564221976,296269
id,946,437109.7973467892,97775
id,949,2569929.160937073,456934
id,958,1462896.2077029175,385346
id,965,4588120.728930776,786558
id,966,161669.19348098504,35875
id,967,4872144.975161871,882786
id,981,4885072.864800548,894794
id,985,32405.379787007536,6028
id,998,789049.3447322249,226417
article_title,20,Effect$ of pedaling technique on %mechanical effectiveness and efficiency in cyclists.,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.
article_title,32,Efficacy #and safety of the low-molecular weight heparin enoxa#parin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.
article_title,34,Bone@@ density and body composition in young women with chronic fatigue syndrome.,Bone density and body composition in young women with chronic fatigue syndrome.
article_title,36,Child sexual abu@@se as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.
article_title,41,Dosimetric analysis of proton pencil be@@am scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal?? canal,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal
article_title,45,Methodology to estimate bui%lding energy consumption using EnergyPlus Benchmark Models,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models
article_title,50,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patie@@nts treated in france in the record 1 trial,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial
article_title,51,Use of alendronate in peri-implant d@@efect regeneration,Use of alendronate in peri-implant defect regeneration
article_title,57,Does neuraxial anest%hesia reduce intraoperative blood loss? A meta-analysis.,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.
article_title,60,Similar su@@rvival between uncemented and cemented fixati#on prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.
article_title,71,A pilot?? study of rituximab in patients with recurrent classic Hodgkin disease.,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.
article_title,76,CABG again outshines stenting for some@@ patients with coronary artery blockage,CABG again outshines stenting for some patients with coronary artery blockage
article_title,77,H$ealth-promoting behaviors of low-income cancer survivors,Health-promoting behaviors of low-income cancer survivors
article_title,85,Chronic pain related to quality of #sleep,Chronic pain related to quality of sleep
article_title,96,The impact of advanc@@ing age on P-glycoprotein expression and activity: cu#rrent knowledge and future directions,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions
article_title,97,Prevalence of alle%rgic# diseases in Poland - ECAP study,Prevalence of allergic diseases in Poland - ECAP study
article_title,99,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher #fasting lipid oxidation.,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.
article_title,100,Diet@@ary practices of $ballet jazz and modern dancers,Dietary practices of ballet jazz and modern dancers
article_title,106,A qualitative exploration of the cancer experience among long-term survivors: $comparisons by cancer type ethnicity gender and age.,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.
article_title,110,Poo%l fencing for preventing drowning in child$ren.,Pool fencing for preventing drowning in children.
article_title,112,Mind the Gap: Difference betw??een Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study
article_title,125,Primary vaginal cancer and chemoradi??otherapy: a patterns-of-??care analysis,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis
article_title,128,Data mining u@@sage in health care management: literature surve??y and decision tree application,Data mining usage in health care management: literature survey and decision tree application
article_title,129,Predicting infection in localized intraabdominal fluid collections@@: value?? of pH and pO2 measurements.,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.
article_title,133,A literature review on chronic pain: the daily overcoming of a comp%lex problem.,A literature review on chronic pain: the daily overcoming of a complex problem.
article_title,137,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volum$e CT data.,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.
