Attribute,Index,Clean Value,Dirty Value
id,7,823730,2736905.140896913
id,22,163526,689736.8014677803
id,23,514411,2500117.197136703
id,37,968125,2919438.296364225
id,38,660168,3576983.884400544
id,42,110072,644025.6762277575
id,48,530323,2694794.9423484616
id,57,616298,2160933.28449538
id,67,912884,4868347.043241867
id,70,349150,2090330.5122470595
id,74,574309,2855765.9070226382
id,90,914468,3990927.853219713
id,91,346326,1533536.9944367092
id,93,282053,1224642.539402036
id,95,417578,1791094.9492041953
id,109,125072,422701.1625550721
id,120,954493,3451051.9247045564
id,124,863844,4799880.2680450175
id,129,369578,1949911.207874588
id,133,465176,1983224.1194507757
id,134,368072,1883845.656516572
id,147,269313,891870.0955135995
id,148,267879,1135476.6112791088
id,154,754594,4138525.4954297985
id,160,912377,4100220.558064308
id,163,259916,1318117.6578470652
id,164,199407,768623.7493268981
id,176,42135,200564.7175629892
id,203,979292,3344420.2390606734
id,204,971456,3289648.422330512
id,230,455406,1888030.861024636
id,244,747279,2786912.014250175
id,247,59308,190363.4088144227
id,269,782541,3958766.309451562
id,281,56272,325965.4245283852
id,289,785472,2564494.8905909024
id,297,821702,3882042.5240722094
id,298,188890,1113069.8196056474
id,302,857402,3307071.1384148523
id,305,746065,3166027.332645936
id,306,738322,3977735.027202954
id,326,453637,1442038.8614180598
id,329,338547,1296983.2360799287
id,341,734870,3027327.149338915
id,360,203084,732401.0255076224
id,361,81959,328797.6970116985
id,389,448010,2556412.2925131414
id,391,624354,3604300.798180205
id,395,5782,33107.52647354402
id,408,789057,4125476.929509832
id,412,583682,2382659.966126164
id,414,54613,243899.0519158008
id,415,450749,2678177.264708097
id,421,838034,4879999.697414565
id,428,369162,1997949.289876843
id,432,53319,274815.1636995034
id,433,962338,5500917.799191162
id,441,743989,2311398.604004443
id,445,397190,1209074.0092370913
id,456,855099,2672464.78292936
id,461,323305,1768194.9892470252
id,473,498344,2845744.8429735755
id,475,917417,4696825.243868845
id,485,276000,1160011.485733865
id,493,208435,1003970.4139335478
id,498,863342,4269814.945916327
id,523,600827,2558008.9752132436
id,536,13408,63891.39384636828
id,545,436781,2317490.2012767447
id,570,621640,3325351.4465703024
id,578,574242,3105361.069416329
id,587,918698,4002888.4704975304
id,588,209138,1229202.963341795
id,589,862844,2765314.9248681953
id,591,587683,2281216.70699137
id,593,313584,1194119.8442298984
id,605,743394,3020852.283443061
id,608,208824,627108.1263244462
id,610,506162,2077714.9930851017
id,611,372697,1973828.3050957115
id,614,822897,4859685.792906325
id,620,779555,3476479.2517372817
id,624,252998,1172302.0020071066
id,644,638338,3639488.986521677
id,649,718091,3414907.650825834
id,660,56464,244921.36768215953
id,663,388872,2190402.237116489
id,665,541739,2766350.3439714964
id,667,954980,4987627.237096413
id,677,136068,683429.7458135026
id,682,811629,4573606.529330501
id,686,65723,351807.4714071454
id,696,749261,3984183.111258556
id,701,187769,1021527.8090448024
id,706,589465,2422357.1676526866
id,707,560120,2610512.239949024
id,723,741279,4176834.42933808
id,731,257990,774106.4147562973
id,735,660499,3749909.9110861914
id,738,826471,4615086.182893871
id,743,180588,980336.6582039992
id,748,463556,2011275.4594994565
id,752,292018,1532384.996906374
id,753,181456,832216.9102004027
id,754,668772,2823121.894628627
id,758,433039,2112045.689342531
id,771,625306,2632445.3934586896
id,775,718292,3638871.3511071615
id,777,307302,1406652.2514103178
id,789,422739,2346079.2977508926
id,792,100986,313611.9182283055
id,797,215650,794679.309299606
id,800,366275,2139694.955124222
id,803,495319,2028126.6281418805
id,806,903817,3451186.633128262
id,808,385163,1283913.6238747458
id,810,164721,752908.3104256975
id,815,775428,3055691.0104771643
id,817,899060,4240154.135395997
id,830,382297,2243804.4231062154
id,831,414396,2196569.071661442
id,837,470179,1507100.0415181578
id,858,356635,2004065.2114786308
id,866,11709,49430.25936473893
id,873,801512,4065625.1421569623
id,881,107979,401708.70521939173
id,892,246067,1085580.3912355683
id,894,8529,28911.91631568525
id,897,15325,79417.10350848905
id,898,162189,667888.559590979
id,903,672671,2705399.418249062
id,905,21599,75346.75075897774
id,909,820238,4300315.235265991
id,928,409335,1938277.293225438
id,930,720526,3077773.1871372517
id,935,261121,1440874.865161334
id,936,296269,1162523.9564221976
id,946,97775,437109.7973467892
id,949,456934,2569929.160937073
id,958,385346,1462896.2077029175
id,965,786558,4588120.728930776
id,966,35875,161669.19348098504
id,967,882786,4872144.975161871
id,981,894794,4885072.864800548
id,985,6028,32405.379787007536
id,998,226417,789049.3447322249
article_title,20,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,Effect$ of pedaling technique on %mechanical effectiveness and efficiency in cyclists.
article_title,32,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,Efficacy #and safety of the low-molecular weight heparin enoxa#parin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.
article_title,34,Bone density and body composition in young women with chronic fatigue syndrome.,Bone@@ density and body composition in young women with chronic fatigue syndrome.
article_title,36,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,Child sexual abu@@se as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.
article_title,41,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,Dosimetric analysis of proton pencil be@@am scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal?? canal
article_title,45,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,Methodology to estimate bui%lding energy consumption using EnergyPlus Benchmark Models
article_title,50,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patie@@nts treated in france in the record 1 trial
article_title,51,Use of alendronate in peri-implant defect regeneration,Use of alendronate in peri-implant d@@efect regeneration
article_title,57,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,Does neuraxial anest%hesia reduce intraoperative blood loss? A meta-analysis.
article_title,60,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,Similar su@@rvival between uncemented and cemented fixati#on prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.
article_title,71,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,A pilot?? study of rituximab in patients with recurrent classic Hodgkin disease.
article_title,76,CABG again outshines stenting for some patients with coronary artery blockage,CABG again outshines stenting for some@@ patients with coronary artery blockage
article_title,77,Health-promoting behaviors of low-income cancer survivors,H$ealth-promoting behaviors of low-income cancer survivors
article_title,85,Chronic pain related to quality of sleep,Chronic pain related to quality of #sleep
article_title,96,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,The impact of advanc@@ing age on P-glycoprotein expression and activity: cu#rrent knowledge and future directions
article_title,97,Prevalence of allergic diseases in Poland - ECAP study,Prevalence of alle%rgic# diseases in Poland - ECAP study
article_title,99,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher #fasting lipid oxidation.
article_title,100,Dietary practices of ballet jazz and modern dancers,Diet@@ary practices of $ballet jazz and modern dancers
article_title,106,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,A qualitative exploration of the cancer experience among long-term survivors: $comparisons by cancer type ethnicity gender and age.
article_title,110,Pool fencing for preventing drowning in children.,Poo%l fencing for preventing drowning in child$ren.
article_title,112,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,Mind the Gap: Difference betw??een Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study
article_title,125,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,Primary vaginal cancer and chemoradi??otherapy: a patterns-of-??care analysis
article_title,128,Data mining usage in health care management: literature survey and decision tree application,Data mining u@@sage in health care management: literature surve??y and decision tree application
article_title,129,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,Predicting infection in localized intraabdominal fluid collections@@: value?? of pH and pO2 measurements.
article_title,133,A literature review on chronic pain: the daily overcoming of a complex problem.,A literature review on chronic pain: the daily overcoming of a comp%lex problem.
article_title,137,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volum$e CT data.
article_title,139,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,When is carotid angioplasty and stenting the cost-effective altern#ative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective
article_title,148,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,The value of routine radiography in patients with knee osteoarthri$tis consulting primary health care: a study of agreement
article_title,153,[Skeletal maturation in assessing underage asylum seekers].,[Skeletal maturat$ion in assessing underage asylum seekers].
article_title,164,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 201#0;3(1):7-10
article_title,167,Yoga may help manage binge eating disorder,Yoga may hel%p manage binge eating disorder
article_title,172,Remote presence proctoring by using a wireless remote-control videoconferencing system,Remote pres??ence proctoring by using a wireless remote-control videoconferencing system
