ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436.0,Pub Beer,American Pale Lager,12.0,0.05,,408,10 Barrel Brewing Company,Bend,??@@OR
2,,Devil's Cup,American Pale Ale (APA),12.0,0.066,,177,,Gary,IN
3,2264.0,,,12.0,0.071,,177,,Gary,
4,,Sinister,American Double / Imperial IPA,12.0,0.09,,,,Gary,IN
5,2262.0,,,12.0,0.075,,,18th Street Brewery,Gary,IN
6,2261.0,Black Exodus,Oatmeal Stout,12.0,,,177,18th Street Brewery,Gary,
7,2260.0,Lake Street Express,American Pale Ale (APA),12.0,,,177,18th Street Brewery,Gary,IN
8,2259.0,Foreman,American Porter,,,,,,Gary,IN
9,2258.0,Jade,American Pale Ale (APA),12.0,0.055,,177,18th Street Brewery,,IN
10,2131.0,Cone Crusher,American Double / Imperial IPA,12.0,,,177,18th Street Brewery,Gary,IN
11,2099.0,Sophomoric Saison,Saison / Farmhouse Ale,,0.072,,659.2041896229391,18th Street Brewery,Gary,
12,2098.0,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,,177,18th Street Brewery,Gary,IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,18th Street Brewery,G$ary,IN
14,1980.0,Troll Destroyer,Belgian IPA,12.0,0.085,,177,18th Street Brewery,Gary,IN
15,1979.0,Bitter Bitch@@,American Pale Ale (APA),12.0,,60.0,177,18th Street Brewery,,IN
16,,Ginja N??inja,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
17,2170.0,Cherried Away,Cider,,,,154,2 Towns Ciderhouse,,OR
18,2169.0,Rhubarbarian,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
19,1502.0,BrightCider,Cider,,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
20,1593.0,He Said Baltic-Style Porter,Baltic Porter,12.0,0.47674257660500813,,368,21st Amendment Brewery,San Francisco,CA
21,1592.0,He Said Belgian-Style Tripel,Tripel,,0.082,,368,,San Francisco,CA
22,1036.0,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,21st Amendment Brewery,San Francisco,CA
23,,,Winter Warmer,12.0,0.079,45.0,368,21st Amendment Brewery,San Francisco,CA
24,976.0,Marooned On Hog Island,American Stout,12.0,0.079,,368,,San Francisco,CA
25,876.0,Bitter ??Amer#ican,American Pale Ale (APA),12.0,0.044,42.0,368,21st Amendment Brewery,San Francisco,CA
26,802.0,Hell or High Watermelon Wheat (2009),,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
27,801.0,Hell or High Watermelon Wheat (2009),,12.0,0.049,17.0,,21st Amendment Brewery,San$ Franc??isco,CA
28,,21s$t Amendment W$atermelon Wheat Beer (2006),,12.0,0.049,,368,21st Amendment Brewery,San Francisco,CA
29,799.0,21st Amendment IPA (2006),American IPA,,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
30,797.0,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,21st Amendm%ent Brewery,San Francisco,
31,796.0,,American IPA,,0.07,70.0,,21st Amendment Brewery,San Francisco,CA
32,531.0,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,,368,21st Amendment Brewery,San Francisco,CA
33,432.0,Hop Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,21st Amendment Brewery,,CA
