Attribute,Index,Dirty Value,Cleaned Value
sched_dep_time,2,@@4:55 $p.m.,4:55 p.m.
sched_dep_time,9,%#4:55 p.m.,4:55 p.m.
sched_dep_time,14,4:55 p$%.m.,4:55 p.m.
sched_dep_time,21,4:55 p.@@m.,4:55 p.m.
sched_dep_time,23,6#:59 a.m.,6:59 a.m.
sched_dep_time,38,6:59 a%.m.,6:59 a.m.
sched_dep_time,39,6:59 a??.m.,6:59 a.m.
sched_dep_time,54,8:00% p.m.,8:00 p.m.
sched_dep_time,62,8:00 %$p.m.,8:00 p.m.
sched_dep_time,64,8:@@00 p.m.,8:00 p.m.
sched_dep_time,76,1#:00 p??.m.,1:00 p.m.
sched_dep_time,77,1:0??0% p.m.,1:00 p.m.
sched_dep_time,83,empty,1:00 p.m.
sched_dep_time,86,1:#00 p.m.,1:00 p.m.
sched_dep_time,87,empty,1:00 p.m.
sched_dep_time,91,1:00 p.m%.,1:00 p.m.
sched_dep_time,96,1:00 p.@@m.,1:00 p.m.
sched_dep_time,103,7:15 a.m.#,7:15 a.m.
sched_dep_time,105,??7:15 a.m.,7:15 a.m.
sched_dep_time,108,%7:15 a.m.,7:15 a.m.
sched_dep_time,109,empty,7:15 a.m.
sched_dep_time,115,7:1$5 a.m.,7:15 a.m.
sched_dep_time,117,empty,7:15 a.m.
sched_dep_time,120,7:15 ??a??.m.,7:15 a.m.
sched_dep_time,128,11:55 #p.m.,11:55 p.m.
sched_dep_time,141,11:55?? p.m.,11:55 p.m.
sched_dep_time,148,empty,11:55 p.m.
sched_dep_time,156,11:25 a.@@m.,11:25 a.m.
sched_dep_time,171,empty,6:30 p.m.
sched_dep_time,173,empty,6:30 p.m.
sched_dep_time,177,empty,6:30 p.m.
sched_dep_time,182,6#:30 p.m.$,6:30 p.m.
sched_dep_time,185,6:30?? p.m.%,6:30 p.m.
sched_dep_time,186,6:30 p.m@@.,6:30 p.m.
sched_dep_time,189,6:30 p%.$m.,6:30 p.m.
sched_dep_time,192,empty,6:30 p.m.
sched_dep_time,195,6:30 p.%m.,6:30 p.m.
sched_dep_time,196,6:#30 p.m.,6:30 p.m.
sched_dep_time,202,@@1$0:15 a.m.,12:15 a.m.
sched_dep_time,210,10:15 a.m%.,10:15 a.m.
sched_dep_time,213,1$0:15 a.m.,12:15 a.m.
sched_dep_time,216,10:15 a.m.%,10:15 a.m.
sched_dep_time,218,10:15 a.m.%,10:15 a.m.
sched_dep_time,221,10:15?? a.m.,10:15 a.m.
sched_dep_time,232,#7:45 p.m.#,7:45 p.m.
sched_dep_time,240,@@7:45?? p.m.,7:45 p.m.
sched_dep_time,260,10:4$5 a.m@@.,10:45 a.m.
sched_dep_time,262,10:45 a.m.%,10:45 a.m.
sched_dep_time,266,empty,10:45 a.m.
sched_dep_time,274,2:55 %p$.m.,2:55 p.m.
sched_dep_time,284,2:55 p.%m.,2:55 p.m.
sched_dep_time,287,2:55?? p.m.,2:55 p.m.
sched_dep_time,294,empty,2:55 p.m.
sched_dep_time,305,??11:25 #p.m.,11:25 p.m.
sched_dep_time,308,11:2??5@@ p.m.,11:25 p.m.
sched_dep_time,311,empty,11:25 p.m.
sched_dep_time,316,11:25 #p.m.,11:25 p.m.
sched_dep_time,320,1??1:25 p.m.,11:25 p.m.
sched_dep_time,326,10:%40 a.%m.,10:40 a.m.
sched_dep_time,327,10:40 @@a.#m.,10:40 a.m.
sched_dep_time,328,10:40 $a.m@@.,10:40 a.m.
sched_dep_time,331,@@#10:40 a.m.,10:40 a.m.
sched_dep_time,333,1@@0:40 a.m.@@,10:40 a.m.
sched_dep_time,334,1$0:40 a.@@m.,10:40 a.m.
sched_dep_time,338,10:40 a.m.#,10:40 a.m.
sched_dep_time,343,10:40 a#.m.,10:40 a.m.
sched_dep_time,347,10$:40 a.m.,10:40 a.m.
sched_dep_time,349,empty,7:10 a.m.
sched_dep_time,356,empty,7:10 a.m.
sched_dep_time,363,empty,7:10 a.m.
sched_dep_time,370,empty,7:10 a.m.
sched_dep_time,376,7:15# a.@@m.,7:15 a.m.
sched_dep_time,379,empty,7:15 a.m.
sched_dep_time,390,7??:15 a.m.,7:15 a.m.
sched_dep_time,398,%7:15 a.m.,7:15 a.m.
sched_dep_time,403,empty,8:25 p.m.
sched_dep_time,407,empty,8:25 p.m.
sched_dep_time,414,empty,8:25 p.m.
sched_dep_time,430,empty,7:25 a.m.
sched_dep_time,437,7??:@@25 a.m.,7:25 a.m.
sched_dep_time,444,7:25 a.#m.,7:25 a.m.
sched_dep_time,452,11:35 a.m??.,11:35 a.m.
sched_dep_time,459,empty,11:35 a.m.
sched_dep_time,460,11%:35 a#.m.,11:35 a.m.
sched_dep_time,465,empty,11:35 a.m.
sched_dep_time,471,11:35 #a.m@@.,11:35 a.m.
sched_dep_time,477,7:55 a.#m.,7:55 a.m.
