Attribute,Index,Clean Value,Dirty Value
src,3,allegiantair,al#legiantair
src,7,flightexplorer,empty
src,26,businesstravellogue,busines??stravellogue
src,31,flightview,f#lightview%
src,33,flytecomm,empty
src,35,gofox,go$fox%
src,45,world-flight-tracker,empty
src,59,flytecomm,fl#%ytecomm
src,61,gofox,go@@%fox
src,64,myrateplan,myr@@ateplan
src,66,orbitz,empty
src,70,travelocity,traveloci$ty
src,77,allegiantair,all??egia#ntair
src,82,flightaware,$flightaware@@
src,83,flightexplorer,flightexp$??lorer
src,85,flightstats,fl%ig#htstats
src,90,gofox,empty
src,98,world-flight-tracker,world-flight-tracke@@r
src,101,airtravelcenter,airtravelcen@@ter
src,107,flights,flights@@
src,108,flightstats,f#light%stats
src,113,foxbusiness,f$oxbu@@siness
src,116,ifly,$if%ly
src,117,mco,m@@co#
src,125,wunderground,#wunderground
src,128,allegiantair,empty
src,130,businesstravellogue,busin$esstravellogue
src,131,flightexplorer,flightexplor#er
src,132,flights,fl??ight$s
src,133,flightstats,flights#ta$ts
src,142,ord,empty
src,145,travelocity,trave@@locity
src,150,airtravelcenter,airtrav??e@@lcenter
src,151,allegiantair,empty
src,152,boston,empty
src,154,flightarrival,fl??ightarrival
src,156,flights,fli$@@ghts
src,160,foxbusiness,fox??busi@@ness
src,167,panynj,$panyn@@j
src,178,flightexplorer,flight#expl%orer
src,180,flightstats,f%light@@stats
src,183,flylouisville,empty
src,184,flytecomm,flyt$ecomm
src,189,myrateplan,empty
src,190,mytripandmore,myt??ripandmor??e
src,193,quicktrip,qui@@ck%trip
src,200,airtravelcenter,airtravelc??enter
src,207,flights,flig%hts
src,224,wunderground,wunderg$round
src,225,aa,aa#
src,226,airtravelcenter,empty
src,231,flightexplorer,empty
src,242,mytripandmore,myt$ripandmore
src,247,travelocity,travelo??c#ity
src,251,wunderground,wundergr??$ound
src,254,allegiantair,??allegianta#ir
src,266,orbitz,#orbitz
src,268,travelocity,traveloci??ty
src,278,flightstats,flightstat??%s
src,281,flytecomm,flytecomm??
src,287,myrateplan,empty
src,289,orbitz,o@@rbit@@z
src,291,quicktrip,empty
src,294,world-flight-tracker,worl%d-flight-tracker
src,295,wunderground,wundergro????und
src,296,aa,a%$a
src,298,allegiantair,empty
src,299,boston,bo??ston
src,317,travelocity,%travelocity@@
src,321,aa,aa$??
src,324,boston,empty
src,333,flytecomm,fl$y@@tecomm
src,337,ifly,ifl??y
src,343,quicktrip,quic#ktri$p
src,346,weather,w#eather%
src,353,businesstravellogue,empty
src,359,flightview,#fli#ghtview
src,361,flytecomm,flytecom??m%
src,362,foxbusiness,#foxbu@@siness
src,364,helloflight,empty
src,365,myrateplan,empty
src,367,panynj,pan@@yn%j
src,368,quicktrip,quicktrip@@@@
src,378,flightarrival,fl@@ightarriva??l
src,383,flightview,flightview??
src,384,flylouisville,flylo#uisvil#le
src,385,flytecomm,empty
src,387,gofox,empty
src,400,airtravelcenter,airtravelcenter@@??
src,414,foxbusiness,fox@@busin??ess
src,417,myrateplan,myrate#plan
src,426,aa,a%a
src,428,allegiantair,empty
src,437,flylouisville,fl$yloui$sville
src,443,myrateplan,empty
src,444,mytripandmore,mytripandmore$
src,448,travelocity,trave#locity
src,453,airtravelcenter,ai@@rtr@@avelcenter
src,465,foxbusiness,f@@oxbusin??ess
src,467,helloflight,helloflight#%
src,469,mytripandmore,myt??r??ipandmore
src,477,aa,empty
src,478,airtravelcenter,air%travelcenter
src,485,flights,empty
src,490,foxbusiness,$foxbusines$s
src,493,myrateplan,myr%ateplan
src,497,travelocity,empty
src,499,weather,%weather
src,506,businesstravellogue,busines$stravellog#ue
src,508,flightaware,flightawar%e
src,510,flights,flights$
src,515,foxbusiness,foxb??usin#ess
src,520,orbitz,empty
src,525,world-flight-tracker,world-flight-track??er??
src,526,wunderground,wun#dergroun??d
src,527,aa,empty
src,540,gofox,gof#ox
src,547,quicktrip,empty
src,560,flightstats,flights$tat$s
src,561,flightview,flightv@@iew
src,562,flylouisville,flylouis????ville
src,565,gofox,gofo@@x
src,567,ifly,ifly@@
src,571,panynj,empty
src,575,weather,wea%ther
src,591,gofox,g$@@ofox
src,602,world-flight-tracker,world%-flight-tracker
src,603,wunderground,wunderg??r@@ound
src,604,aa,#aa
src,612,flightstats,empty
src,614,flightwise,$flightwise??
src,625,panynj,pany#nj
src,642,flylouisville,%flylouisvi$lle
src,649,orbitz,empty
src,650,ord,ord@@??
src,656,weather,wea#@@ther
src,661,allegiantair,%allegiantair
src,662,boston,bos%ton
src,664,flightarrival,empty
src,672,flytecomm,fly@@tecomm
src,684,world-flight-tracker,w#orld-fligh$t-tracker
src,691,den,d@@en
src,695,flightstats,flight%stats
src,696,flightview,fli%ghtvi%ew
src,697,flylouisville,flylouisvi@@lle$
src,703,myrateplan,empty
src,709,weather,wea??ther
src,722,flightwise,fl#ightwise%
src,724,flytecomm,flyt$ecomm
src,726,gofox,empty
src,734,quicktrip,quic@@k??trip
src,740,airtravelcenter,airtravel#ce#nter
src,741,allegiantair,alleg@@iant$air
src,749,flightview,flightvi$%ew
src,754,gofox,$gofox
src,757,orbitz,?#?orbitz
src,773,flights,fli%g#hts
src,779,gofox,empty
src,785,ord,empty
src,792,aa,a$a$
src,811,quicktrip,quicktri??p
src,821,flightarrival,fligh#tar??rival
src,822,flightaware,fli@@g@@htaware
src,825,flightstats,f@@lightst$ats
src,829,foxbusiness,foxbusin@@ess
src,830,gofox,go$fox
src,833,myrateplan,myrate$p#lan
src,837,quicktrip,empty
src,845,allegiantair,allegiant%air
src,857,myrateplan,myra$teplan
src,862,quicktrip,empty
src,883,ord,or#d
src,890,aa,??aa??
src,894,businesstravellogue,empty
src,895,flightarrival,@@f$lightarrival
src,896,flightaware,empty
src,898,flights,fl#ights#
src,901,flylouisville,empty
src,907,mytripandmore,mytripand$more$
src,911,travelocity,empty
src,932,helloflight,empty
src,939,travelocity,traveloci@@ty
src,942,world-flight-tracker,empty
src,949,flightarrival,empty
src,950,flightaware,empty
src,952,flights,flig$hts$
src,955,flylouisville,empty
src,965,quicktrip,quick??t$rip
src,969,world-flight-tracker,world-flig#ht-tracker
src,973,allegiantair,empty
src,974,boston,boston$
src,981,flightwise,empty
src,982,flylouisville,flylouisv%i%lle
src,988,orbitz,orb%itz
src,989,ord,empty
src,991,quicktrip,quickt??rip
src,995,airtravelcenter,airtr@@avelcen%ter
src,1003,flightview,fligh%tview
src,1007,gofox,gofo#x
src,1008,helloflight,helloflig@@ht
src,1010,mytripandmore,mytripan#dmore
src,1015,travelocity,t@@rave??locity
src,1023,flightaware,flighta@@ware
src,1024,flightexplorer,f??lightexpl??orer
src,1027,flightview,fl%$ightview
src,1029,flytecomm,flyt#ec#omm
src,1038,quicktrip,quicktri%??p
src,1040,weather,weath@@er
src,1041,world-flight-tracker,empty
src,1051,flights,%fl%ights
src,1053,flightview,f$@@lightview
src,1055,flytecomm,empty
src,1061,mytripandmore,mytr$ipandmore
src,1071,airtravelcenter,airtr@@avel@@center
src,1077,flightexplorer,$flightexplorer
src,1095,wunderground,wu#nderground
src,1097,airtravelcenter,airtra#vel#center
src,1098,allegiantair,al%legia%ntair
src,1099,boston,bost$on
src,1105,flylouisville,flylouisv$ille
src,1107,foxbusiness,fo%xb@@usiness
src,1108,gofox,empty
src,1117,world-flight-tracker,world-flig??ht-tr%acker
src,1128,flightstats,empty
src,1129,flightview,fl$ightview
src,1132,flytecomm,flyt#??ecomm
src,1135,helloflight,hellofl$ight
src,1139,orbitz,o@@r@@bitz
src,1140,panynj,empty
src,1162,gofox,empty
src,1166,mytripandmore,mytripandm$o%re
src,1173,wunderground,wund@@erground
src,1179,flightaware,empty
src,1180,flightexplorer,flig$htexplorer
src,1185,flylouisville,flylou#isville
src,1200,aa,??aa%
src,1201,airtravelcenter,??airtravelcenter#
src,1203,boston,bost#@@on
src,1207,flights,fl??ig#hts
src,1217,panynj,empty
src,1218,travelocity,traveloc#$ity
src,1220,world-flight-tracker,world-flight-tra%cker
src,1222,aa,aa??
src,1225,boston,empty
src,1227,den,$??den
src,1230,flights,empty
src,1231,flightstats,flightsta@@ts
src,1233,flightwise,fligh??tw%ise
src,1238,helloflight,hellofli%ght
src,1244,quicktrip,qu%i$cktrip
src,1245,travelocity,travel$ocity
src,1247,weather,empty
src,1250,aa,empty
src,1262,flytecomm,flytec@@#omm
src,1264,gofox,g#ofox%
src,1271,travelocity,??travelocity
src,1274,world-flight-tracker,empty
src,1276,CO,CO%
src,1284,flights,flig??ht??s
src,1289,foxbusiness,f$oxbusiness
src,1290,gofox,go@@f@@ox
src,1293,mytripandmore,$mytripandmore$
src,1295,panynj,p??anynj
src,1296,quicktrip,empty
src,1302,businesstravellogue,businesstra@@vellogue??
src,1309,foxbusiness,foxb??usiness
src,1312,myrateplan,empty
src,1326,flightview,flightv$ie@@w
src,1332,ifly,i#fly
src,1333,myrateplan,myratep@@lan
src,1343,businesstravellogue,bu#sinesstr#avellogue
src,1349,flightview,empty
src,1350,flylouisville,fl%ylouisville
src,1361,usatoday,empty
src,1368,boston,bo@@st%on
src,1369,businesstravellogue,empty
src,1378,ifly,??i??fly
src,1379,myrateplan,myrate??plan
src,1389,allegiantair,alle@@giantair$
src,1392,flightarrival,flightarriva%l
src,1394,flights,flight??%s
src,1395,flightstats,flig@@htstats
src,1403,orbitz,orbitz%
