Attribute,Index,Dirty Value,Clean Value
src,3,al#legiantair,allegiantair
src,7,empty,flightexplorer
src,26,busines??stravellogue,businesstravellogue
src,31,f#lightview%,flightview
src,33,empty,flytecomm
src,35,go$fox%,gofox
src,45,empty,world-flight-tracker
src,59,fl#%ytecomm,flytecomm
src,61,go@@%fox,gofox
src,64,myr@@ateplan,myrateplan
src,66,empty,orbitz
src,70,traveloci$ty,travelocity
src,77,all??egia#ntair,allegiantair
src,82,$flightaware@@,flightaware
src,83,flightexp$??lorer,flightexplorer
src,85,fl%ig#htstats,flightstats
src,90,empty,gofox
src,98,world-flight-tracke@@r,world-flight-tracker
src,101,airtravelcen@@ter,airtravelcenter
src,107,flights@@,flights
src,108,f#light%stats,flightstats
src,113,f$oxbu@@siness,foxbusiness
src,116,$if%ly,ifly
src,117,m@@co#,mco
src,125,#wunderground,wunderground
src,128,empty,allegiantair
src,130,busin$esstravellogue,businesstravellogue
src,131,flightexplor#er,flightexplorer
src,132,fl??ight$s,flights
src,133,flights#ta$ts,flightstats
src,142,empty,ord
src,145,trave@@locity,travelocity
src,150,airtrav??e@@lcenter,airtravelcenter
src,151,empty,allegiantair
src,152,empty,boston
src,154,fl??ightarrival,flightarrival
src,156,fli$@@ghts,flights
src,160,fox??busi@@ness,foxbusiness
src,167,$panyn@@j,panynj
src,178,flight#expl%orer,flightexplorer
src,180,f%light@@stats,flightstats
src,183,empty,flylouisville
src,184,flyt$ecomm,flytecomm
src,189,empty,myrateplan
src,190,myt??ripandmor??e,mytripandmore
src,193,qui@@ck%trip,quicktrip
src,200,airtravelc??enter,airtravelcenter
src,207,flig%hts,flights
src,224,wunderg$round,wunderground
src,225,aa#,aa
src,226,empty,airtravelcenter
src,231,empty,flightexplorer
src,242,myt$ripandmore,mytripandmore
src,247,travelo??c#ity,travelocity
src,251,wundergr??$ound,wunderground
src,254,??allegianta#ir,allegiantair
src,266,#orbitz,orbitz
src,268,traveloci??ty,travelocity
src,278,flightstat??%s,flightstats
src,281,flytecomm??,flytecomm
src,287,empty,myrateplan
src,289,o@@rbit@@z,orbitz
src,291,empty,quicktrip
src,294,worl%d-flight-tracker,world-flight-tracker
src,295,wundergro????und,wunderground
src,296,a%$a,aa
src,298,empty,allegiantair
src,299,bo??ston,boston
src,317,%travelocity@@,travelocity
src,321,aa$??,aa
src,324,empty,boston
src,333,fl$y@@tecomm,flytecomm
src,337,ifl??y,ifly
src,343,quic#ktri$p,quicktrip
src,346,w#eather%,weather
src,353,empty,businesstravellogue
src,359,#fli#ghtview,flightview
src,361,flytecom??m%,flytecomm
src,362,#foxbu@@siness,foxbusiness
src,364,empty,helloflight
src,365,empty,myrateplan
src,367,pan@@yn%j,panynj
src,368,quicktrip@@@@,quicktrip
src,378,fl@@ightarriva??l,flightarrival
src,383,flightview??,flightview
src,384,flylo#uisvil#le,flylouisville
src,385,empty,flytecomm
src,387,empty,gofox
src,400,airtravelcenter@@??,airtravelcenter
src,414,fox@@busin??ess,foxbusiness
src,417,myrate#plan,myrateplan
src,426,a%a,aa
src,428,empty,allegiantair
src,437,fl$yloui$sville,flylouisville
src,443,empty,myrateplan
src,444,mytripandmore$,mytripandmore
src,448,trave#locity,travelocity
src,453,ai@@rtr@@avelcenter,airtravelcenter
src,465,f@@oxbusin??ess,foxbusiness
src,467,helloflight#%,helloflight
src,469,myt??r??ipandmore,mytripandmore
src,477,empty,aa
src,478,air%travelcenter,airtravelcenter
src,485,empty,flights
src,490,$foxbusines$s,foxbusiness
src,493,myr%ateplan,myrateplan
src,497,empty,travelocity
src,499,%weather,weather
src,506,busines$stravellog#ue,businesstravellogue
src,508,flightawar%e,flightaware
src,510,flights$,flights
src,515,foxb??usin#ess,foxbusiness
src,520,empty,orbitz
src,525,world-flight-track??er??,world-flight-tracker
src,526,wun#dergroun??d,wunderground
src,527,empty,aa
src,540,gof#ox,gofox
src,547,empty,quicktrip
src,560,flights$tat$s,flightstats
src,561,flightv@@iew,flightview
src,562,flylouis????ville,flylouisville
src,565,gofo@@x,gofox
src,567,ifly@@,ifly
