ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university blvd,,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,,callahan eye foundation hospital,1720 university blvd,empty,empt@@y,birmi??ngham$,al,35233.0,jefferson,2053258100.0,acute care hospitals,v$oluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,empty,al_scip-inf-1
3,10018.0,callahan eye foundat%ion hospital,1720 university blvd,,,birmingham,al,,jeffers#on,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,,e%mpty%,empty,birmingham,al,35233.0,jefferson,11758335431.649145,acute care hospitals,voluntary non-profit - private,%yes,,scip-inf-3,surgery p%atients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),$empty,,a$l_scip-inf-3
5,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,,al,35233.0,jefferson,,acute care hospitals,voluntary no@@n-profit $- private,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018.0,callahan eye foundation hospital,,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-i??$nf-6
7,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,196072.73461469664,jefferson,9550872701.648838,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,10018.0,callahan eye foundation hospital,17#20 university blvd,empty,empty,birmingham,,35233.0,jefferson,2053258100.0,acute care hospitals,@@voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,,heart attack,#am@@i-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empt%y,empty,sheffield,al,,%jeff%erson,2563864556.0,acute care hospitals,government - hosp#ital district or authority,yes,heart attack,%am#i-2,,9#2$%,13 patients,al_ami-2
11,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,,35660.0,,2563864556.0,a%cute care hospitals,,yes,heart attack,,,@@75??%,4 patients,al_ami-3
12,10019.0,helen keller memorial hospital,1300 south montgomery avenue,em#pty,empty,sheffield,al,35660.0,%jeffer??son,8105999119.2687235,acute care hospitals,government - hosp%it$al district or authority,#y@@es,heart attack,ami-4,,100%,4 patients,al_ami-4
13,59518.30597846041,helen keller memorial hospital,1300 south montgomery avenue,emp@@ty,$@@empty,sheffield,al,35660.0,jeffe@@rson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,8$??6%,14 patients,
14,,helen keller memorial hospital,1300 south montgo%mery avenue,em$pty,empty,sheffield,al,127937.97908969053,jefferson,2563864556.0,acute care hospitals,government - hospital dis#trict or a#uthority,yes,heart attack,am?@@?i-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,12532355344.890657,,government - hospital district or authority,yes,heart a#ttac??k,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,46913.14265978133,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,,114 patients,al_hf-1
17,10019.0,helen keller memorial ho??spital,1300 south montgomery avenue,empty,emp??t??y,sheffield,al,35660.0,,,acute care hospitals,government - hospital district or authority,yes,heart ??failu@@re,hf-2%,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,,al_hf-2
18,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,#%al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,y%es,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%@@,37 @@patien#ts,al_hf-3
19,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,#al%,35660.0,jefferson,2563864556.0,,government - hos??pital district or authority,yes,heart fail??ure,hf-4%,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
20,10001.0,southeast alabama medical center,1108 ross clark circle,empty%,empty,d$oth#an,al,123366.16987950375,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,he@@art attack,ami-1,,98%,270 patients,a%l_ami@@-1
21,38800.16214156215,,1108 ross clark #circle,empty,empty,dothan,al,36302.0,houston,15345394300.528288,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,#99%??,516 patients,al_ami-2
22,53376.54214217515,southeast alabama medical center,1108 ross clark circle,empty,emp??@@ty,dothan,al,136131.09697504932,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,heart attack,ami-3,heart attack patients given ace inhibitor or arb fo#r left #ventricular systolic dysfunction (lvsd),96%,71 pati%ents,al_ami-3
23,10001.0,southeast alabama medical center,1@@10%8 ross clark circle,empty##,empty,doth#a#n,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_$ami-4
24,,southeast alabama medical center,1108 r%oss clark circle,empty,em@@pty,do%%than,al,36302.0,%houston,3347938701.0,acute care hospitals,,yes,h#eart attack,ami-5??,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
25,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,3347938701.0,acute #care hosp%itals,government - hospital district or authority,,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
26,59079.29729310592,southeast @@alabama medical cen%ter,1108 ross clark circle,empty,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,,$72%,40 patients,al_ami-8a
27,,southeast alabama medical center,1108 ross clark circle,%empty,empty,doth#an%,al,213880.32567920955,ho??us%ton,,,government - hospital district or authority,,,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
28,10001.0,,1108 ross cl%ark circle,empty,empty,dotha%n#,#al,36302.0,houston,3347938701.0,acute care hospitals,go#vernment - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 pat??ients,al_hf-2
29,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,#yes@@,heart failure,hf-3????,,91%,165 patients,al_hf-3
30,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,govern$ment - hospital district or au??thority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10001.0,,1108 ross clark circle,empty,#empty,do%than,al,,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-$#2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
32,37924.6330455334,southeast alabama medical center,1108 ross clark circle,empty,empty$,dothan,al,36302.0,,3347938701.0,acute care hospitals,government - hospital district or authority,yes,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
