ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan$ eye foun??dation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,38936.3747151189,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,7682392476.188261,@@acute care hospitals,volunta??#ry non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,,al_scip-inf-1
3,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-%2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,,1720 university blvd,empty,empty,birmingham,al,35233.0,je%fferson%,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,
5,10018.0,callahan eye foundation hospital,1720 university blvd,,empty,birmingham,al,35233.0,jeff#ers#on,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,e$mpty??,empty,al_scip-inf-4
6,10018.0,callahan eye foundation hospital,1720 university bl%v??d,empty,empty,birmingham,,35233.0,jefferson,2053258100.0,acute care hospitals,voluntar$y non-profit ??- private,yes,surgical infection prevention,scip-inf-6,,empty,empty,al_scip-inf-6
7,10018.0,callahan eye foundation hospital,1720 %universit$y blvd,empty,,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-vte-1,,empty,empty,al_scip-vte-1
8,10018.0,callahan eye foundation hospi%tal%,1720 university blvd,empty,empty,,,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - priva@@te,#??yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,y%es#,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute ca%re hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
