Attribute,Index,Clean Value,Cleaned Value
ProviderNumber,18,10019,empty
ProviderNumber,34,10001,empty
ProviderNumber,79,10006,empty
ProviderNumber,92,10006,empty
ProviderNumber,108,10007,empty
ProviderNumber,148,10009,empty
ProviderNumber,158,10009,empty
ProviderNumber,164,10009,empty
ProviderNumber,193,10010,empty
ProviderNumber,244,10012,empty
ProviderNumber,251,10015,empty
ProviderNumber,263,10015,empty
ProviderNumber,292,10016,empty
ProviderNumber,303,10018,empty
ProviderNumber,315,10038,empty
ProviderNumber,326,10038,empty
ProviderNumber,334,10055,empty
ProviderNumber,356,10086,empty
ProviderNumber,401,10108,empty
ProviderNumber,405,10108,empty
ProviderNumber,446,20017,empty
ProviderNumber,532,10023,empty
ProviderNumber,559,10024,empty
ProviderNumber,627,10029,empty
ProviderNumber,640,10029,empty
ProviderNumber,655,10032,empty
ProviderNumber,670,10033,empty
ProviderNumber,688,10033,empty
ProviderNumber,696,10034,empty
ProviderNumber,714,10034,empty
ProviderNumber,731,10035,empty
ProviderNumber,746,10036,empty
ProviderNumber,791,10039,empty
ProviderNumber,795,10039,empty
ProviderNumber,802,10039,empty
ProviderNumber,846,10043,empty
ProviderNumber,852,10043,empty
ProviderNumber,886,10045,empty
ProviderNumber,909,10046,empty
ProviderNumber,914,10046,empty
ProviderNumber,928,10046,empty
ProviderNumber,934,10047,empty
ProviderNumber,945,10047,empty
ProviderNumber,963,10049,empty
ProviderNumber,973,10049,empty
ProviderNumber,984,10050,empty
ProviderNumber,987,10050,empty
ProviderNumber,988,10050,empty
HospitalName,963,medical center enterprise,empty
CountyName,354,morgan,empty
EmergencyService,354,yes,empty
Condition,6,surgical infection prevention,empty
Condition,233,pneumonia,empty
MeasureCode,6,scip-inf-6,empty
MeasureCode,42,scip-inf-6,empty
MeasureCode,89,scip-inf-2,empty
MeasureCode,119,scip-vte-2,empty
MeasureCode,176,ami-8a,empty
MeasureCode,219,scip-vte-2,empty
MeasureCode,220,ami-1,empty
MeasureCode,233,pn-4,empty
MeasureCode,245,ami-1,empty
MeasureCode,360,ami-7a,empty
MeasureCode,388,hf-2,empty
MeasureCode,391,pn-2,empty
MeasureCode,408,pn-7,empty
MeasureCode,416,ami-2,empty
MeasureCode,492,ami-1,empty
MeasureCode,551,hf-3,empty
MeasureCode,575,hf-2,empty
MeasureCode,603,pn-2,empty
MeasureCode,654,pn-3b,empty
MeasureCode,678,pn-2,empty
MeasureCode,685,scip-inf-1,empty
MeasureCode,696,ami-5,empty
MeasureCode,700,hf-2,empty
MeasureCode,725,hf-2,empty
MeasureCode,744,ami-3,empty
MeasureCode,774,scip-vte-2,empty
MeasureCode,790,pn-3b,empty
MeasureCode,803,ami-1,empty
MeasureCode,826,scip-vte-1,empty
MeasureCode,900,scip-inf-6,empty
MeasureCode,905,cac-3,empty
MeasureCode,917,pn-2,empty
MeasureCode,931,ami-1,empty
MeasureCode,949,scip-inf-1,empty
MeasureCode,961,ami-7a,empty
MeasureCode,971,pn-6,empty
MeasureCode,983,ami-3,empty
MeasureCode,993,pn-3b,empty
MeasureName,89,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty
MeasureName,220,heart attack patients given aspirin at arrival,empty
MeasureName,654,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,empty
MeasureName,803,heart attack patients given aspirin at arrival,empty
Score,52,78%,empty
Score,120,0%,empty
Score,124,0%,empty
Score,140,100%,empty
Score,146,100%,empty
Score,192,100%,empty
Score,199,99%,empty
Score,204,98%,empty
Score,273,100%,empty
Score,282,100%,empty
Score,286,92%,empty
Score,292,100%,empty
Score,345,98%,empty
Score,356,100%,empty
Score,375,94%,empty
Score,455,97%,empty
Score,471,83%,empty
Score,511,100%,empty
Score,530,94%,empty
Score,531,95%,empty
Score,542,95%,empty
Score,543,92%,empty
Score,550,90%,empty
Score,553,85%,empty
Score,582,85%,empty
Score,677,100%,empty
Score,690,79%,empty
Score,694,100%,empty
Score,696,75%,empty
Score,742,100%,empty
Score,743,60%,empty
Score,750,91%,empty
Score,781,100%,empty
Score,798,93%,empty
Score,819,96%,empty
Score,832,100%,empty
Score,869,91%,empty
Score,917,99%,empty
Score,926,79%,empty
Score,930,84%,empty
Score,946,50%,empty
Score,976,100%,empty
Score,994,83%,empty
Sample,12,4 patients,empty
Sample,17,149 patients,empty
Sample,25,0 patients,empty
Sample,67,237 patients,empty
Sample,83,65 patients,empty
Sample,140,2 patients,empty
Sample,143,4 patients,empty
Sample,146,1 patients,empty
Sample,152,35 patients,empty
Sample,159,51 patients,empty
Sample,164,7 patients,empty
Sample,188,66 patients,empty
Sample,218,229 patients,empty
Sample,267,15 patients,empty
Sample,285,116 patients,empty
Sample,287,96 patients,empty
Sample,316,14 patients,empty
Sample,343,957 patients,empty
Sample,353,242 patients,empty
Sample,369,85 patients,empty
Sample,370,62 patients,empty
Sample,372,19 patients,empty
Sample,393,4 patients,empty
Sample,399,75 patients,empty
Sample,408,89 patients,empty
Sample,426,69 patients,empty
Sample,437,37 patients,empty
Sample,439,26 patients,empty
Sample,450,223 patients,empty
Sample,471,6 patients,empty
Sample,490,50 patients,empty
Sample,517,134 patients,empty
Sample,535,412 patients,empty
Sample,547,0 patients,empty
Sample,559,180 patients,empty
Sample,573,0 patients,empty
Sample,574,137 patients,empty
Sample,603,31 patients,empty
Sample,633,89 patients,empty
Sample,673,47 patients,empty
Sample,683,242 patients,empty
Sample,687,317 patients,empty
Sample,701,30 patients,empty
Sample,704,76 patients,empty
Sample,714,33 patients,empty
Sample,753,77 patients,empty
Sample,755,43 patients,empty
Sample,757,64 patients,empty
Sample,794,409 patients,empty
Sample,795,123 patients,empty
Sample,814,255 patients,empty
Sample,818,153 patients,empty
Sample,829,1 patients,empty
Sample,837,4 patients,empty
Sample,875,19 patients,empty
Sample,903,4 patients,empty
Sample,904,4 patients,empty
Sample,934,6 patients,empty
Sample,937,0 patients,empty
Sample,990,7 patients,empty
Sample,995,105 patients,empty
Stateavg,388,al_hf-2,empty
Stateavg,408,al_pn-7,empty
Stateavg,433,ak_hf-1,al_hf-1
Stateavg,434,ak_hf-2,al_hf-2
Stateavg,435,ak_hf-3,al_hf-3
Stateavg,436,ak_hf-4,al_hf-4
Stateavg,437,ak_pn-2,al_pn-2
Stateavg,438,ak_pn-3b,al_pn-3b
Stateavg,439,ak_pn-4,al_pn-4
Stateavg,440,ak_pn-5c,al_pn-5c
Stateavg,441,ak_pn-6,al_pn-6
Stateavg,442,ak_pn-7,al_pn-7
Stateavg,443,ak_scip-card-2,al_scip-card-2
Stateavg,444,ak_scip-inf-1,al_scip-inf-1
Stateavg,445,ak_scip-inf-2,al_scip-inf-2
Stateavg,446,ak_scip-inf-3,al_scip-inf-3
Stateavg,447,ak_scip-inf-4,al_scip-inf-4
Stateavg,448,ak_scip-inf-6,al_scip-inf-6
Stateavg,449,ak_scip-vte-1,al_scip-vte-1
Stateavg,450,ak_scip-vte-2,al_scip-vte-2
Stateavg,451,ak_ami-1,al_ami-1
Stateavg,452,ak_ami-2,al_ami-2
Stateavg,803,al_ami-1,empty
Stateavg,917,al_pn-2,empty
Stateavg,993,al_pn-3b,empty
