Attribute,Index,Dirty Value,Cleaned Value
HospitalName,26,empty,southeast alabama medical center
HospitalName,33,empty,southeast alabama medical center
HospitalName,36,empty,southeast alabama medical center
HospitalName,41,empty,southeast alabama medical center
HospitalName,46,empty,marshall medical center south
HospitalName,65,empty,marshall medical center south
HospitalName,81,empty,eliza coffee memorial hospital
HospitalName,146,empty,hartselle medical center
HospitalName,170,empty,marshall medical center north
HospitalName,209,empty,st vincents east
HospitalName,261,empty,southwest alabama medical center
HospitalName,295,empty,callahan eye foundation hospital
HospitalName,297,empty,callahan eye foundation hospital
HospitalName,335,empty,flowers hospital
HospitalName,343,empty,flowers hospital
HospitalName,348,empty,flowers hospital
HospitalName,355,empty,northwest medical center
HospitalName,361,empty,northwest medical center
HospitalName,371,empty,northwest medical center
HospitalName,389,empty,univ of south alabama medical center
HospitalName,404,empty,prattville baptist hospital
HospitalName,440,empty,alaska regional hospital
HospitalName,449,empty,alaska regional hospital
HospitalName,472,empty,dale medical center
HospitalName,474,empty,dale medical center
HospitalName,519,empty,baptist medical center south
HospitalName,562,empty,jackson hospital & clinic inc
HospitalName,591,empty,g h lanier memorial hospital
HospitalName,594,empty,elba general hospital
HospitalName,620,empty,east alabama medical center and snf
HospitalName,621,empty,east alabama medical center and snf
HospitalName,624,empty,east alabama medical center and snf
HospitalName,703,empty,community hospital inc
HospitalName,715,empty,community hospital inc
HospitalName,742,empty,andalusia regional hospital
HospitalName,759,empty,andalusia regional hospital
HospitalName,762,empty,andalusia regional hospital
HospitalName,805,empty,gadsden regional medical center
HospitalName,873,empty,marion regional medical center
HospitalName,898,empty,fayette medical center
HospitalName,901,empty,fayette medical center
HospitalName,965,empty,medical center enterprise
HospitalName,996,empty,st vincents blount
Address1,16,empty,1300 south montgomery avenue
Address1,45,empty,2505 u s highway 431 north
Address1,52,empty,2505 u s highway 431 north
Address1,194,empty,8000 alabama highway 69
Address1,197,empty,50 medical park east drive
Address1,199,empty,50 medical park east drive
Address1,217,empty,50 medical park east drive
Address1,228,empty,200 med center drive
Address1,258,empty,33700 highway 43
Address1,265,empty,33700 highway 43
Address1,281,empty,1000 first street north
Address1,285,empty,1000 first street north
Address1,374,empty,1530 u s highway 43
Address1,398,empty,124 s memorial dr
Address1,428,empty,315 w hickory st
Address1,450,empty,2801 debarr road
Address1,455,empty,1300 south montgomery avenue
Address1,476,empty,126 hospital ave
Address1,489,empty,126 hospital ave
Address1,527,empty,2105 east south boulevard
Address1,536,empty,2105 east south boulevard
Address1,558,empty,1725 pine street
Address1,586,empty,4800 48th st
Address1,593,empty,987 drayton street
Address1,619,empty,2000 pepperell parkway
Address1,635,empty,2000 pepperell parkway
Address1,642,empty,209 north main street
Address1,643,empty,209 north main street
Address1,686,empty,619 south 19th street
Address1,693,empty,805 friendship road
Address1,738,empty,1912 alabama highway 157
Address1,780,empty,101 sivley rd
Address1,810,empty,1007 goodyear avenue
Address1,816,empty,1007 goodyear avenue
Address1,833,empty,1010 lay dam road
Address1,839,empty,1010 lay dam road
Address1,847,empty,1010 lay dam road
Address1,870,empty,1256 military street south
City,23,empty,dothan
City,27,empty,dothan
City,32,empty,dothan
City,33,empty,dothan
City,35,empty,dothan
City,44,empty,dothan
City,69,empty,boaz
City,75,empty,florence
City,82,empty,florence
City,106,empty,opp
City,122,empty,luverne
City,131,empty,luverne
City,143,empty,luverne
City,151,empty,hartselle
City,173,empty,guntersville
City,179,empty,guntersville
City,192,empty,guntersville
City,251,empty,thomasville
City,265,empty,thomasville
City,294,empty,alabaster
City,307,empty,birmingham
City,320,empty,anniston
City,334,empty,dothan
City,375,empty,winfield
City,400,empty,prattville
City,405,empty,prattville
City,421,empty,sylacauga
City,442,empty,anchorage
City,445,empty,anchorage
City,461,empty,sheffield
City,466,empty,sheffield
City,479,empty,ozark
City,505,empty,centre
City,511,empty,centre
City,568,empty,valley
City,577,empty,valley
City,582,empty,valley
City,620,empty,opelika
City,625,empty,opelika
City,633,empty,opelika
City,651,empty,wedowee
City,657,empty,wedowee
City,659,empty,wedowee
City,682,empty,birmingham
City,733,empty,cullman
City,796,empty,huntsville
City,831,empty,clanton
City,853,empty,hamilton
City,855,empty,hamilton
City,865,empty,hamilton
City,910,empty,gadsden
City,911,empty,gadsden
City,962,empty,enterprise
State,54,empty,al
State,68,empty,al
State,76,empty,al
State,83,empty,al
State,95,empty,al
State,109,empty,al
State,117,empty,al
State,125,empty,al
State,144,empty,al
State,164,empty,al
State,169,empty,al
State,171,empty,al
State,172,empty,al
State,179,empty,al
State,188,empty,al
State,200,empty,al
State,207,empty,al
State,220,empty,al
State,224,empty,al
State,255,empty,al
State,278,empty,al
State,283,empty,al
State,306,empty,al
State,310,empty,al
State,324,empty,al
State,333,empty,al
State,422,empty,al
State,430,empty,al
State,488,empty,al
State,509,empty,al
State,537,empty,al
State,541,empty,al
State,542,empty,al
State,556,empty,al
State,574,empty,al
State,650,empty,al
State,670,empty,al
State,689,empty,al
State,712,empty,al
State,744,empty,al
State,754,empty,al
State,756,empty,al
State,773,empty,al
State,798,empty,al
State,801,empty,al
State,809,empty,al
State,832,empty,al
State,836,empty,al
State,839,empty,al
State,874,empty,al
State,879,empty,al
State,881,empty,al
State,894,empty,al
ZipCode,4,empty,35233
ZipCode,8,empty,35233
ZipCode,31,empty,36302
ZipCode,40,empty,36302
ZipCode,56,empty,35957
ZipCode,64,empty,35957
ZipCode,76,empty,35631
ZipCode,77,empty,35631
ZipCode,91,empty,35631
ZipCode,98,empty,36467
ZipCode,125,empty,36049
ZipCode,147,empty,35640
ZipCode,148,empty,35640
ZipCode,181,empty,35976
ZipCode,183,empty,35976
ZipCode,196,empty,35235
ZipCode,211,empty,35235
ZipCode,225,empty,35968
ZipCode,237,empty,35968
ZipCode,289,empty,35007
ZipCode,318,empty,36201
ZipCode,319,empty,36201
ZipCode,344,empty,36305
ZipCode,415,empty,35150
ZipCode,444,empty,99508
ZipCode,456,empty,35660
ZipCode,471,empty,36360
ZipCode,497,empty,35960
ZipCode,534,empty,36116
ZipCode,538,empty,36116
ZipCode,553,empty,36106
ZipCode,570,empty,36854
ZipCode,618,empty,36801
ZipCode,645,empty,36278
ZipCode,659,empty,36278
ZipCode,682,empty,35233
ZipCode,695,empty,36078
ZipCode,705,empty,36078
ZipCode,748,empty,36420
ZipCode,774,empty,36201
ZipCode,834,empty,35045
ZipCode,843,empty,35045
ZipCode,875,empty,35570
ZipCode,895,empty,35555
ZipCode,942,empty,36033
ZipCode,955,empty,36033
ZipCode,971,empty,36330
CountyName,6,empty,jefferson
CountyName,30,empty,houston
CountyName,39,empty,houston
CountyName,61,empty,marshall
CountyName,87,empty,lauderdale
CountyName,88,empty,lauderdale
CountyName,127,empty,crenshaw
CountyName,134,empty,crenshaw
CountyName,138,empty,crenshaw
CountyName,145,empty,morgan
CountyName,151,empty,morgan
CountyName,195,empty,jefferson
CountyName,203,empty,jefferson
CountyName,208,empty,jefferson
CountyName,209,empty,jefferson
CountyName,249,empty,clarke
CountyName,274,empty,shelby
CountyName,317,empty,calhoun
CountyName,367,empty,marion
CountyName,403,empty,autauga
CountyName,407,empty,autauga
CountyName,413,empty,franklin
CountyName,461,empty,jefferson
CountyName,501,empty,cherokee
CountyName,516,empty,cherokee
