Attribute,Index,Clean Value,Cleaned Value
id,1,235295,1344174.970836535
id,4,169865,620345.8177936334
id,6,98234,nan
id,8,729712,3211600.6955846464
id,16,13601,nan
id,22,163526,498417.3175447779
id,24,569841,1748119.263444383
id,25,6207,33775.7958621448
id,39,732534,2469497.5190930134
id,42,110072,619797.1266100149
id,48,530323,2768995.3666672455
id,57,616298,2701151.971176737
id,59,548616,1678352.308237529
id,60,669596,3508493.035200627
id,74,574309,2757009.3914388195
id,77,715052,3701296.099450557
id,78,172966,nan
id,79,140274,nan
id,89,770196,3982114.923775409
id,95,417578,nan
id,107,764224,nan
id,108,591619,3035784.9955421174
id,125,946006,3865434.4728434174
id,130,772616,3002340.612595106
id,142,49698,175353.41454228284
id,145,347144,1367869.3344002364
id,158,131820,693820.0288232921
id,166,592893,nan
id,168,631610,2207691.779778289
id,173,690938,2355816.324059994
id,174,910604,3784881.983654056
id,175,730191,2866640.1386497137
id,179,22708,nan
id,180,704111,2448664.9339161003
id,190,967781,4635288.503247771
id,199,565079,3211935.2807525345
id,201,55412,289028.03756768216
id,207,437969,2571480.9166282676
id,210,979059,3026731.075086696
id,213,245822,1113184.4607666002
id,217,169270,654369.0255539956
id,218,288711,1001121.9921866338
id,220,833251,2670016.051734596
id,228,572425,2641300.7504791603
id,234,235689,1207204.7012603085
id,239,768486,3485193.6076983945
id,241,519287,2048123.0665847731
id,247,59308,326741.4388149274
id,251,973076,4737905.009462408
id,257,695010,2512546.1666554245
id,259,384767,nan
id,264,275675,nan
id,269,782541,2739171.1068081534
id,273,253149,nan
id,277,113399,430543.9226249092
id,280,893573,3567952.378613607
id,282,737786,2858417.6006166083
id,291,46028,nan
id,294,904889,3414974.5713315024
id,305,746065,4412453.274439771
id,306,738322,3907018.787147379
id,313,735083,2925582.657647808
id,316,90272,279485.1225039903
id,322,515254,2058144.869239944
id,325,178078,941425.000449429
id,330,438808,nan
id,332,887131,4734813.312623224
id,336,348813,1974916.561987029
id,341,734870,3290065.6155482074
id,349,756208,nan
id,351,720775,2428525.9783545965
id,354,689666,3659138.8311697706
id,357,232896,922268.4029976372
id,367,761676,nan
id,372,361906,1723969.59405894
id,373,180827,878903.9658930725
id,376,793410,3713309.034058253
id,377,816944,3065358.599230607
id,383,757176,3822474.045027992
id,386,169524,558420.0090209479
id,388,716357,nan
id,393,881020,2990118.0900952737
id,399,905100,nan
id,402,32426,139628.87318519986
id,405,533425,3026788.4656289876
id,406,854232,nan
id,407,2842,nan
id,415,450749,2617901.168300032
id,419,893664,nan
id,429,209896,nan
id,430,217524,895005.3331134891
id,434,972821,nan
id,435,587024,3218431.07038913
id,436,49274,233394.372776908
id,439,982590,3205187.2369657527
id,446,98562,518922.9311276667
id,451,658707,3773075.814476786
id,453,891370,3706886.23511046
id,465,944668,nan
id,472,146560,654199.7733785702
id,479,85920,330420.6233316019
id,487,684476,3530953.043489294
id,489,39687,188510.50485584684
id,490,697880,3948514.200154984
id,491,179093,934380.9147733313
id,500,941515,4309946.268008985
id,508,63977,nan
id,513,405141,1948171.0664952311
id,515,408902,1779350.1276883176
id,516,89897,282786.61512003053
id,519,656518,nan
id,525,67292,261454.81511170385
id,532,105981,612064.4452294131
id,538,299297,1118210.5111270477
id,547,491837,2511278.9226504415
id,549,525874,3142691.571163476
id,552,719389,3739260.142722755
id,561,812757,nan
id,570,621640,3512838.591621159
id,571,647583,nan
id,574,52633,196535.58809019596
id,576,373015,1120122.869335647
id,587,918698,2985215.03514842
id,593,313584,1049605.9183444472
id,602,361682,2007467.043073074
id,607,914007,5319817.134509766
id,614,822897,nan
id,616,24026,76300.40769163263
id,620,779555,nan
id,621,323860,1315986.349923845
id,628,117678,nan
id,637,875250,nan
id,638,786108,3109152.088740767
id,651,711472,2505296.032847431
id,654,774830,2832872.166920955
id,665,541739,3074933.033807914
id,667,954980,5217071.582479509
id,672,416171,nan
id,673,810153,2516224.1706455057
id,682,811629,nan
id,683,280418,1425690.401931443
id,684,757660,3037145.2070306195
id,690,38197,166656.23615711904
id,691,160820,nan
id,693,776197,3493065.39621346
id,713,84941,497609.3468893781
id,715,428909,1417551.4777725686
id,718,82695,321943.46865737654
id,730,696132,2700169.964937759
id,733,617801,3400839.2694803975
id,737,696985,2814831.1776061417
id,738,826471,3083124.294335015
id,743,180588,559420.880186445
id,747,265490,1333677.367320191
id,750,300057,1504436.8494739148
id,751,166521,924686.9237256884
id,754,668772,3642287.6825444265
id,761,856471,nan
id,765,24381,nan
id,769,18298,90322.72105760126
id,774,663339,3803633.538681328
id,775,718292,2807413.3533112556
id,777,307302,1216486.1594905353
id,779,413717,2006275.6452394177
id,780,62246,346346.95960731886
id,781,945021,4249841.636248177
id,786,887418,4997075.678838922
id,791,155127,647410.0020663316
id,793,166179,nan
id,795,379577,2118770.175440689
id,796,658981,2204203.393619616
id,798,521132,1892157.0111556372
id,803,495319,2630560.4257680536
id,812,439302,2107904.391051468
id,814,133777,524065.53205673303
id,815,775428,4114543.3940873295
id,819,161290,624710.2527391696
id,820,746312,4209850.461558621
id,835,637323,2275709.1223219936
id,838,9325,nan
id,844,503354,nan
id,845,176844,560988.0024722929
id,846,820549,nan
id,852,264151,1368737.5454426245
id,854,12554,57478.40725670478
id,860,979725,3821258.7850850015
id,862,71351,nan
id,870,149836,600249.7173604551
id,889,673307,3258397.455300229
id,895,198813,993327.6744624196
id,896,535901,nan
id,900,197174,949240.2726487753
id,903,672671,2440440.594548049
id,907,547657,2487866.0143817035
id,909,820238,nan
id,917,973603,5170512.260229801
id,918,345575,1219715.937080607
id,919,304082,1691278.733271008
id,923,424870,1582943.7595917871
id,936,296269,nan
id,944,683893,2892984.9578017252
id,955,272806,835517.6826068057
id,956,773090,2503680.8632379537
id,958,385346,1198069.159073819
id,961,889260,3149040.467945823
id,962,392576,1814853.3492335991
id,972,855970,3688001.7142749894
id,975,553088,nan
id,978,160121,566811.5014535217
id,983,946487,5339238.354646862
id,985,6028,24217.335734320022
id,995,255382,951551.4177326713
