Attribute,Index,Dirty Value,Clean Value
id,1,1344174.970836535,235295
id,4,620345.8177936334,169865
id,6,nan,98234
id,8,3211600.6955846464,729712
id,16,nan,13601
id,22,498417.3175447779,163526
id,24,1748119.263444383,569841
id,25,33775.7958621448,6207
id,39,2469497.5190930134,732534
id,42,619797.1266100149,110072
id,48,2768995.3666672455,530323
id,57,2701151.971176737,616298
id,59,1678352.308237529,548616
id,60,3508493.035200627,669596
id,74,2757009.3914388195,574309
id,77,3701296.099450557,715052
id,78,nan,172966
id,79,nan,140274
id,89,3982114.923775409,770196
id,95,nan,417578
id,107,nan,764224
id,108,3035784.9955421174,591619
id,125,3865434.4728434174,946006
id,130,3002340.612595106,772616
id,142,175353.41454228284,49698
id,145,1367869.3344002364,347144
id,158,693820.0288232921,131820
id,166,nan,592893
id,168,2207691.779778289,631610
id,173,2355816.324059994,690938
id,174,3784881.983654056,910604
id,175,2866640.1386497137,730191
id,179,nan,22708
id,180,2448664.9339161003,704111
id,190,4635288.503247771,967781
id,199,3211935.2807525345,565079
id,201,289028.03756768216,55412
id,207,2571480.9166282676,437969
id,210,3026731.075086696,979059
id,213,1113184.4607666002,245822
id,217,654369.0255539956,169270
id,218,1001121.9921866338,288711
id,220,2670016.051734596,833251
id,228,2641300.7504791603,572425
id,234,1207204.7012603085,235689
id,239,3485193.6076983945,768486
id,241,2048123.0665847731,519287
id,247,326741.4388149274,59308
id,251,4737905.009462408,973076
id,257,2512546.1666554245,695010
id,259,nan,384767
id,264,nan,275675
id,269,2739171.1068081534,782541
id,273,nan,253149
id,277,430543.9226249092,113399
id,280,3567952.378613607,893573
id,282,2858417.6006166083,737786
id,291,nan,46028
id,294,3414974.5713315024,904889
id,305,4412453.274439771,746065
id,306,3907018.787147379,738322
id,313,2925582.657647808,735083
id,316,279485.1225039903,90272
id,322,2058144.869239944,515254
id,325,941425.000449429,178078
id,330,nan,438808
id,332,4734813.312623224,887131
id,336,1974916.561987029,348813
id,341,3290065.6155482074,734870
id,349,nan,756208
id,351,2428525.9783545965,720775
id,354,3659138.8311697706,689666
id,357,922268.4029976372,232896
id,367,nan,761676
id,372,1723969.59405894,361906
id,373,878903.9658930725,180827
id,376,3713309.034058253,793410
id,377,3065358.599230607,816944
id,383,3822474.045027992,757176
id,386,558420.0090209479,169524
id,388,nan,716357
id,393,2990118.0900952737,881020
id,399,nan,905100
id,402,139628.87318519986,32426
id,405,3026788.4656289876,533425
id,406,nan,854232
id,407,nan,2842
id,415,2617901.168300032,450749
id,419,nan,893664
id,429,nan,209896
id,430,895005.3331134891,217524
id,434,nan,972821
id,435,3218431.07038913,587024
id,436,233394.372776908,49274
id,439,3205187.2369657527,982590
id,446,518922.9311276667,98562
id,451,3773075.814476786,658707
id,453,3706886.23511046,891370
id,465,nan,944668
id,472,654199.7733785702,146560
id,479,330420.6233316019,85920
id,487,3530953.043489294,684476
id,489,188510.50485584684,39687
id,490,3948514.200154984,697880
id,491,934380.9147733313,179093
id,500,4309946.268008985,941515
id,508,nan,63977
id,513,1948171.0664952311,405141
id,515,1779350.1276883176,408902
id,516,282786.61512003053,89897
id,519,nan,656518
