Attribute,Index,Dirty Value,Cleaned Value
brewery_name,28,@@21st Am#endment Brewery,21st Amendment Brewery
brewery_name,29,21st Amendment B%rew%ery,21st Amendment Brewery
brewery_name,30,2??1st Amend$ment Brewery,21st Amendment Brewery
brewery_name,32,21st Ame$ndme@@nt Brewery,21st Amendment Brewery
brewery_name,50,4 Hands$ Brewing Company,4 Hands Brewing Company
brewery_name,55,450 North B??rewing Company,450 North Brewing Company
brewery_name,57,450 North Brewing Comp%any,450 North Brewing Company
brewery_name,58,7 Seas Brew#ing Compan??y,7 Seas Brewing Company
brewery_name,66,Abita Brewin%g Company,Abita Brewing Company
brewery_name,72,Against the Grain Br#ewery,Against the Grain Brewery
brewery_name,78,??Against the Grain Brewery,Against the Grain Brewery
brewery_name,85,Airw#ays Brewing Compan$y,Airways Brewing Company
brewery_name,87,Alameda B$rewing#,Alameda Brewing
brewery_name,92,All@@tech's Le#xington Brewing Company,Alltech's Lexin??gton Brewing Company
brewery_name,100,Anchor Brewing Compan%y,Anchor Brewing Company
brewery_name,106,Anderson ??Valley Brewing Company,Anderson Valley Brewing Company
brewery_name,124,Ang@@ry Orchard Cider C%ompany,Angry Orchard Cider Company
brewery_name,146,Aspen Brewing Company,@@Aspen Brewing Company%
brewery_name,161,Austi%n Beerworks,Austin Beerworks
brewery_name,169,Aviat??or B$rewing Company,Aviator Brewing Company
brewery_name,172,Aviato@@r B??rewing Company,Aviator Brewing Company
brewery_name,174,Back East Brewing Compa%ny,Back East Brewing Company
brewery_name,179,Back Forty Beer Company,Back# Forty Be@@er Company
brewery_name,181,Bale Break$er Brewing% Company,Bale Breaker Brewing Company
brewery_name,184,Ballast@@ Point B%rewing Company,Ballast Point Brewing Company
brewery_name,188,Ballas$??t Point Brewing Company,Ballast Point Brewing Company
brewery_name,198,Base Cam??p Brewi#ng Co.,Base Camp Brewing Co.
brewery_name,226,Bent Bre$wsti$llery,Bent Brewstillery
brewery_name,232,Bent Paddle Bre@@wing Compan@@y,Bent Paddle Brewing Company
brewery_name,239,Big Bend Brew#ing Company$,Big Bend Brewing Company
brewery_name,253,Big Sky #Brewing Company,Big Sky Brewing Company
brewery_name,284,Blac$k Shirt Brewing Comp@@any,Black Shirt Brewing Company
brewery_name,294,Blue Blood Brewin@@g Company,Blue Blood Brewing Company
brewery_name,313,Blue Mount$ain# Brewery,Blue Mountain Brewery
brewery_name,322,Blue Point Brewing Compan#y,Blue Point Brewing Company
brewery_name,327,Bohemian Brewery,Bo#hemian Brew%ery
brewery_name,336,Bon#fire Brewing Com#pany,Bonfire Brewing Company
brewery_name,338,Bonfire Brew@@ing Compan??y,Bonfire Brewing Company
brewery_name,341,Bonfire #Brewing Company,Bonfire Brewing Company
brewery_name,345,Bonfire Brew%ing@@ Company,Bonfire Brewing Company
brewery_name,348,Bonfire Brewing Co%mpany,Bonfire Brewing Company
brewery_name,350,Bonfire Bre$wing Company,Bonfire Brewing Company
brewery_name,374,Bozeman Br%ewing Company,Bozeman Brewing Company
brewery_name,381,Breckenrid%ge Brewery,Breckenridge Brewery
brewery_name,383,Brew Bus?? Bre$wing,Brew Bus Brewing
brewery_name,391,Brewery Vivan$t,Brewery Vivant
brewery_name,393,$Brewery Viv%ant,Brewery Vivant
brewery_name,397,Brewery Viv$an#t,Brewery Vivant
brewery_name,408,%Brewe#ry Vivant,Brewery Vivant
brewery_name,438,Brewery ??V%ivant,Brewery Vivant
brewery_name,444,Brewery Vivant??,Brewery Vivant
brewery_name,457,Bro#ken Tooth Brewing Company,Broken Tooth Brewing Company
brewery_name,458,Brook$lyn Brewery,Brooklyn Brewery
brewery_name,468,Buckbean Brewing Company%,Buckbean Brewing Company
