Attribute,Index,Dirty Value,Clean Value
id,13,nan,278396
id,25,nan,6207
id,31,nan,880881
id,32,nan,629530
id,40,nan,473026
id,52,nan,730822
id,58,nan,221086
id,68,nan,318931
id,77,nan,715052
id,81,nan,835177
id,88,nan,220950
id,94,nan,870257
id,104,nan,628299
id,118,nan,185291
id,125,nan,946006
id,126,nan,36429
id,128,nan,977276
id,135,nan,812893
id,143,nan,900624
id,160,nan,912377
id,165,nan,790756
id,167,nan,232775
id,168,nan,631610
id,171,nan,429995
id,183,nan,431896
id,184,nan,490584
id,189,nan,717315
id,195,nan,501663
id,205,nan,533193
id,208,nan,464335
id,215,nan,77389
id,220,nan,833251
id,228,nan,572425
id,229,nan,581864
id,230,nan,455406
id,233,nan,800900
id,234,nan,235689
id,236,nan,84944
id,240,nan,428363
id,243,nan,111336
id,249,nan,631704
id,250,nan,846537
id,265,nan,967376
id,288,nan,981412
id,296,nan,670289
id,306,nan,738322
id,308,nan,351534
id,310,nan,499983
id,318,nan,931361
id,321,nan,951168
id,325,nan,178078
id,327,nan,57483
id,340,nan,556116
id,362,nan,235924
id,367,nan,761676
id,371,nan,885384
id,375,nan,894502
id,378,nan,632040
id,387,nan,178424
id,389,nan,448010
id,396,nan,852332
id,397,nan,343395
id,398,nan,826830
id,399,nan,905100
id,416,nan,19086
id,419,nan,893664
id,421,nan,838034
id,429,nan,209896
id,438,nan,858569
id,447,nan,56014
id,458,nan,226966
id,466,nan,873987
id,479,nan,85920
id,481,nan,888553
id,491,nan,179093
id,492,nan,539034
id,499,nan,260745
id,506,nan,125302
id,508,nan,63977
id,518,nan,144339
id,524,nan,851773
id,526,nan,129698
id,536,nan,13408
id,540,nan,592663
id,561,nan,812757
id,562,nan,713518
id,565,nan,176160
id,569,nan,708911
id,584,nan,423691
id,590,nan,875733
id,593,nan,313584
id,597,nan,887041
id,598,nan,314737
id,600,nan,327157
id,605,nan,743394
id,617,nan,44484
id,637,nan,875250
id,642,nan,949775
id,662,nan,706764
id,680,nan,626797
id,681,nan,577842
id,688,nan,247571
id,689,nan,292980
id,698,nan,179196
id,721,nan,54202
id,730,nan,696132
id,731,nan,257990
id,738,nan,826471
id,743,nan,180588
id,745,nan,758629
id,754,nan,668772
id,761,nan,856471
id,777,nan,307302
id,791,nan,155127
id,793,nan,166179
id,794,nan,740811
id,818,nan,424254
id,823,nan,193292
id,824,nan,91852
id,826,nan,382853
id,835,nan,637323
id,842,nan,518335
id,848,nan,37173
id,849,nan,641251
id,868,nan,570263
id,869,nan,395807
id,870,nan,149836
id,875,nan,82486
id,880,nan,622636
id,881,nan,107979
id,884,nan,503159
id,893,nan,161814
id,898,nan,162189
id,902,nan,309274
id,910,nan,82540
id,913,nan,228622
id,914,nan,514759
id,916,nan,164517
id,917,nan,973603
id,935,nan,261121
id,944,nan,683893
id,947,nan,740227
id,948,nan,449419
id,956,nan,773090
id,961,nan,889260
id,962,nan,392576
id,976,nan,575935
id,984,nan,685456
id,987,nan,558738
article_title,3,nan,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.
article_title,34,nan,Bone density and body composition in young women with chronic fatigue syndrome.
article_title,39,nan,Out of harm's way: curbing violence in the ED
article_title,43,nan,Multiresistance of clinically relevant gram-positive cocci
article_title,45,nan,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models
article_title,49,nan,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.
article_title,51,nan,Use of alendronate in peri-implant defect regeneration
article_title,55,nan,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology
article_title,58,nan,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta
article_title,61,nan,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.
article_title,66,nan,Neck pain.
article_title,70,nan,The relationship between capsulorhexis size and anterior chamber depth relation.
article_title,71,nan,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.
