Attribute,Index,Clean Value,Dirty Value
src,2,airtravelcenter,ai#rtravelcenter
src,6,flightaware,fligh??t??aware
src,7,flightexplorer,empty
src,9,flightstats,empty
src,12,flytecomm,%fly??tecomm
src,15,helloflight,empty
src,19,panynj,empty
src,21,wunderground,empty
src,24,allegiantair,empty
src,26,businesstravellogue,empty
src,29,flights,empty
src,31,flightview,empty
src,37,mia,empty
src,40,orbitz,or#bitz
src,43,travelocity,travelocit##y
src,44,weather,wea%ther@@
src,45,world-flight-tracker,world-??flight-tr%acker
src,48,airtravelcenter,empty
src,54,flightexplorer,empty
src,56,flightstats,empty
src,57,flightview,empty
src,58,flylouisville,empty
src,60,foxbusiness,foxbusi$nes%s
src,63,mco,m@@@@co
src,66,orbitz,empty
src,72,weather,w??eather
src,80,dfw,d#fw
src,82,flightaware,flightawa%??re
src,83,flightexplorer,flightexpl@@orer
src,84,flights,empty
src,90,gofox,??gofox#
src,92,myrateplan,myratepla%n
src,105,flightaware,empty
src,108,flightstats,flightstats??
src,110,flightwise,empty
src,115,helloflight,$hellofligh#t
src,116,ifly,ifl%y
src,119,orbitz,empty
src,121,quicktrip,$$quicktrip
src,126,aa,a??%a
src,127,airtravelcenter,airtravelcen??ter
src,128,allegiantair,a$lleg%iantair
src,130,businesstravellogue,businesstravellog%ue
src,131,flightexplorer,empty
src,133,flightstats,fligh%tst%ats
src,139,helloflight,h#ellofli??ght
src,144,quicktrip,quicktrip$$
src,147,weather,empty
src,150,airtravelcenter,air@@travelcenter
src,151,allegiantair,empty
src,153,businesstravellogue,empty
src,155,flightexplorer,empty
src,157,flightview,f@@lightview
src,158,flylouisville,empty
src,159,flytecomm,empty
src,163,myrateplan,myratepla@??@n
src,165,orbitz,empty
src,172,airtravelcenter,airtrave??lcen??ter
src,173,allegiantair,al#legiantair
src,182,flightwise,empty
src,186,gofox,$gofox#
src,188,mco,m??@@co
src,189,myrateplan,myrate##plan
src,197,world-flight-tracker,empty
src,203,businesstravellogue,empty
src,205,flightaware,fli@@ghtaware
src,207,flights,empty
src,212,foxbusiness,#foxbusin$ess
src,217,orbitz,o%rbitz
src,220,travelocity,empty
src,221,usatoday,usat$oday
src,222,weather,empty
src,226,airtravelcenter,empty
src,234,flightview,flightv??iew
src,239,helloflight,empty
src,240,ifly,empty
src,243,orbitz,empty
src,261,flytecomm,empty
src,265,myrateplan,empty
src,268,travelocity,empty
src,270,weather,weather#%
src,273,allegiantair,empty
src,278,flightstats,flights#tats@@
src,286,mco,empty
src,288,mytripandmore,my$tripandmore??
src,292,travelocity,empty
src,295,wunderground,empty
src,299,boston,bost??@@on
src,302,flightexplorer,empty
src,304,flightstats,flig%htstats
src,307,flytecomm,flyteco??mm
src,311,mco,empty
src,312,myrateplan,myratepla#n
src,316,quicktrip,empty
src,317,travelocity,trav??e#locity
src,319,world-flight-tracker,empty
src,320,wunderground,wunder@@ground
src,323,allegiantair,empty
src,326,flightarrival,empty
src,327,flightaware,empty
src,337,ifly,ifl#y??
src,345,usatoday,usatod%ay
src,349,aa,empty
src,352,boston,%bo@@ston
src,356,flightexplorer,f%lightexplorer
src,357,flights,f@#@lights
src,358,flightstats,empty
src,359,flightview,empty
src,367,panynj,empty
src,370,weather,empty
src,377,businesstravellogue,empty
src,378,flightarrival,empty
src,385,flytecomm,empty
src,387,gofox,gofox%
src,389,myrateplan,myratepla@@n
src,390,orbitz,empty
src,398,wunderground,empty
src,401,allegiantair,empty
src,403,businesstravellogue,empty
src,406,flightaware,empty
src,407,flightexplorer,f$ligh#texplorer
src,408,flights,empty
src,413,flytecomm,fl%ytecomm
src,416,helloflight,he??lloflight
src,417,myrateplan,%$myrateplan
src,421,quicktrip,quic??ktrip
src,429,boston,empty
src,432,flightexplorer,f@@lightexplorer
src,433,flights,flig$hts
src,436,flightwise,flightw??ise
src,437,flylouisville,empty
src,449,weather,empty
src,453,airtravelcenter,empty
src,455,boston,empty
src,464,flytecomm,fly@@tecomm
src,466,gofox,gof#ox%
src,469,mytripandmore,empty
src,471,panynj,empty
src,473,travelocity,empty
