Attribute,Index,Dirty Value,Clean Value
src,2,??airtravelcenter,airtravelcenter
src,14,empty,gofox
src,17,mytr#ipandmore,mytripandmore
src,24,al#legiantair??,allegiantair
src,30,f#lightstats,flightstats
src,33,empty,flytecomm
src,50,empty,boston
src,56,empty,flightstats
src,61,go$f??ox,gofox
src,72,??weather,weather
src,81,fl#ightarrival,flightarrival
src,84,empty,flights
src,95,empty,quicktrip
src,98,world-fligh%t-tracker,world-flight-tracker
src,100,#$aa,aa
src,104,empty,businesstravellogue
src,111,empty,flylouisville
src,115,empty,helloflight
src,137,foxbusines@@s,foxbusiness
src,140,myratepl@@#an,myrateplan
src,141,empty,orbitz
src,143,pan$ynj,panynj
src,171,empty,aa
src,175,busi@@nesstr??avellogue,businesstravellogue
src,179,empty,flights
src,184,empty,flytecomm
src,186,$gofox,gofox
src,200,empty,airtravelcenter
src,207,empty,flights
src,227,empty,allegiantair
src,230,fl??igh@@taware,flightaware
src,234,#flightview,flightview
src,245,empty,panynj
src,252,aa#$,aa
src,265,empty,myrateplan
src,268,tr??avelocity,travelocity
src,271,empty,aa
src,272,empty,airtravelcenter
src,279,empty,flightview
src,282,empty,foxbusiness
src,311,empty,mco
src,313,mytri$pandmore,mytripandmore
src,316,empty,quicktrip
src,337,ifly#,ifly
src,338,empty,mia
src,339,empty,myrateplan
src,346,empty,weather
src,358,empty,flightstats
src,359,@@fligh$tview,flightview
src,361,empty,flytecomm
src,362,fo%xbusine$ss,foxbusiness
src,366,$orbitz,orbitz
src,371,world-fl@@ight-tracker,world-flight-tracker
src,376,empty,boston
src,402,bo$s$ton,boston
src,403,busin#esstravel%logue,businesstravellogue
src,411,empty,flightwise
src,422,traveloc%ity,travelocity
src,425,empty,wunderground
src,427,airtravelce$nter,airtravelcenter
src,429,empty,boston
src,431,empty,flightaware
src,433,empty,flights
src,437,flylou$isville@@,flylouisville
src,447,empty,quicktrip
src,455,empty,boston
src,456,%businesstravellogue,businesstravellogue
src,459,fligh$texplorer,flightexplorer
src,462,flight#@@view,flightview
src,463,flylou#isvi$lle,flylouisville
src,465,f#oxbusines@@s,foxbusiness
src,482,empty,flightarrival
src,483,empty,flightaware
src,486,flightstats#,flightstats
src,488,empty,flylouisville
src,493,m#yrate@@plan,myrateplan
src,496,quic#ktrip,quicktrip
src,498,empty,usatoday
src,500,empty,world-flight-tracker
src,514,f#lyteco??mm,flytecomm
src,516,??gofox,gofox
src,517,empty,helloflight
src,518,i%fly,ifly
src,519,empty,myrateplan
src,521,pan%ynj,panynj
src,523,travelo#city,travelocity
src,531,bus??inesstra??vellogue,businesstravellogue
src,534,empty,flights
src,537,flylouisvill@@e,flylouisville
src,541,empty,helloflight
src,544,mytrip??andmore@@,mytripandmore
src,546,empty,panynj
src,548,empty,travelocity
src,550,empty,wunderground
src,554,??boston,boston
src,556,flightar??riva@@l,flightarrival
src,563,flytecomm%,flytecomm
src,573,empty,travelocity
src,575,wea$ther,weather
src,577,wundergr$o$und,wunderground
src,580,a$llegiantair,allegiantair
src,583,empty,flightaware
src,585,fli$ghts,flights
src,587,empty,flightview
src,588,empty,flylouisville
src,590,fo??xb@@usiness,foxbusiness
src,594,empty,myrateplan
src,597,panyn$j,panynj
src,598,empty,quicktrip
src,599,@@travelocity,travelocity
src,604,aa??,aa
src,611,flight#s,flights
src,615,flylouisville%,flylouisville
src,617,fox$business,foxbusiness
src,629,%weather,weather
src,633,empty,airtravelcenter
src,638,flightexplorer#,flightexplorer
src,645,empty,gofox
src,646,empty,helloflight
src,650,%o$rd,ord
src,652,ph??l,phl
src,656,empty,weather
src,658,wund%erground,wunderground
src,659,empty,aa
src,662,empty,boston
src,663,empty,businesstravellogue
src,674,empty,gofox
src,679,empty,panynj
src,680,quic??k??trip,quicktrip
src,684,empty,world-flight-tracker
src,686,aa#,aa
src,695,empty,flightstats
src,705,orbit??z,orbitz
src,717,fli@@g@@htaware,flightaware
src,718,flig$%htexplorer,flightexplorer
src,720,flightst??ats,flightstats
src,735,empty,travelocity
src,752,empty,flytecomm
src,761,@@travelocity,travelocity
src,765,empty,wunderground
src,770,empty,businesstravellogue
src,779,g#ofox,gofox
src,780,empty,helloflight
src,783,empty,mytripandmore
src,795,bosto#n,boston
src,797,empty,dfw
src,809,orbit%z,orbitz
src,810,pany#nj$,panynj
src,812,empty,travelocity
src,818,empty,allegiantair
src,820,businesstravello@@gue,businesstravellogue
src,823,empty,flightexplorer
src,825,@@flightstats??,flightstats
src,832,mc%$o,mco
src,842,empty,wunderground
src,845,allegi#antair,allegiantair
src,851,??flyloui$sville,flylouisville
src,852,empty,flytecomm
src,853,foxbusin@@ess??,foxbusiness
src,854,empty,gofox
src,855,h@@ellofli%ght,helloflight
src,858,empty,mytripandmore
src,867,empty,allegiantair
src,871,empty,flightaware
src,874,empty,flightstats
src,883,empty,ord
src,889,%wundergroun@@d,wunderground
src,890,empty,aa
src,894,businesstravel%logue,businesstravellogue
src,896,fl$igh%taware,flightaware
src,898,empty,flights
src,901,flylou@@isville,flylouisville
src,908,orbi@@t%z,orbitz
src,910,%qu%icktrip,quicktrip
src,912,usatod%ay,usatoday
src,916,#a@@a,aa
src,918,empty,allegiantair
src,921,empty,flightarrival
src,924,flig??hts%,flights
src,929,empty,flytecomm
src,933,m#yrateplan,myrateplan
src,935,o%rbit@@z,orbitz
src,945,empty,airtravelcenter
src,955,#flyl#ouisville,flylouisville
src,965,empty,quicktrip
src,970,wundergr??ound,wunderground
src,971,empty,aa
src,973,al#legiant??air,allegiantair
src,974,empty,boston
src,978,empty,flights
src,981,empty,flightwise
src,983,fly#%tecomm,flytecomm
src,988,orbit%z,orbitz
src,1000,flightexplo#rer??,flightexplorer
src,1014,empty,quicktrip
src,1019,empty,allegiantair
