Attribute,Index,Clean Value,Cleaned Value
src,2,airtravelcenter,??airtravelcenter
src,14,gofox,empty
src,17,mytripandmore,mytr#ipandmore
src,24,allegiantair,al#legiantair??
src,30,flightstats,f#lightstats
src,33,flytecomm,empty
src,50,boston,empty
src,56,flightstats,empty
src,61,gofox,go$f??ox
src,72,weather,??weather
src,81,flightarrival,fl#ightarrival
src,84,flights,empty
src,95,quicktrip,empty
src,98,world-flight-tracker,world-fligh%t-tracker
src,100,aa,#$aa
src,104,businesstravellogue,empty
src,111,flylouisville,empty
src,115,helloflight,empty
src,137,foxbusiness,foxbusines@@s
src,140,myrateplan,myratepl@@#an
src,141,orbitz,empty
src,143,panynj,pan$ynj
src,171,aa,empty
src,175,businesstravellogue,busi@@nesstr??avellogue
src,179,flights,empty
src,184,flytecomm,empty
src,186,gofox,$gofox
src,200,airtravelcenter,empty
src,207,flights,empty
src,227,allegiantair,empty
src,230,flightaware,fl??igh@@taware
src,234,flightview,#flightview
src,245,panynj,empty
src,252,aa,aa#$
src,265,myrateplan,empty
src,268,travelocity,tr??avelocity
src,271,aa,empty
src,272,airtravelcenter,empty
src,279,flightview,empty
src,282,foxbusiness,empty
src,311,mco,empty
src,313,mytripandmore,mytri$pandmore
src,316,quicktrip,empty
src,337,ifly,ifly#
src,338,mia,empty
src,339,myrateplan,empty
src,346,weather,empty
src,358,flightstats,empty
src,359,flightview,@@fligh$tview
src,361,flytecomm,empty
src,362,foxbusiness,fo%xbusine$ss
src,366,orbitz,$orbitz
src,371,world-flight-tracker,world-fl@@ight-tracker
src,376,boston,empty
src,402,boston,bo$s$ton
src,403,businesstravellogue,busin#esstravel%logue
src,411,flightwise,empty
src,422,travelocity,traveloc%ity
src,425,wunderground,empty
src,427,airtravelcenter,airtravelce$nter
src,429,boston,empty
src,431,flightaware,empty
src,433,flights,empty
src,437,flylouisville,flylou$isville@@
src,447,quicktrip,empty
src,455,boston,empty
src,456,businesstravellogue,%businesstravellogue
src,459,flightexplorer,fligh$texplorer
src,462,flightview,flight#@@view
src,463,flylouisville,flylou#isvi$lle
src,465,foxbusiness,f#oxbusines@@s
src,482,flightarrival,empty
src,483,flightaware,empty
src,486,flightstats,flightstats#
src,488,flylouisville,empty
src,493,myrateplan,m#yrate@@plan
src,496,quicktrip,quic#ktrip
src,498,usatoday,empty
src,500,world-flight-tracker,empty
src,514,flytecomm,f#lyteco??mm
src,516,gofox,??gofox
src,517,helloflight,empty
src,518,ifly,i%fly
src,519,myrateplan,empty
src,521,panynj,pan%ynj
src,523,travelocity,travelo#city
