Attribute,Index,Dirty Value,Cleaned Value
sched_dep_time,1,4:55 ??p.m.#,4:55 p.m.
sched_dep_time,4,empty,4:55 p.m.
sched_dep_time,5,empty,4:55 p.m.
sched_dep_time,7,empty,4:55 p.m.
sched_dep_time,16,4#:55% p.m.,4:55 p.m.
sched_dep_time,17,4:55 p.m.?@@?,4:55 p.m.
sched_dep_time,20,4??:55 p.m.,4:55 p.m.
sched_dep_time,21,4:5$5 %p.m.,4:55 p.m.
sched_dep_time,22,empty,6:59 a.m.
sched_dep_time,26,#6:59 a.m.,6:59 a.m.
sched_dep_time,28,empty,6:59 a.m.
sched_dep_time,34,6:59 a.$m.,6:59 a.m.
sched_dep_time,44,6:59 a.m.#,6:59 a.m.
sched_dep_time,55,8#:0#0 p.m.,8:00 p.m.
sched_dep_time,69,empty,8:00 p.m.
sched_dep_time,70,empty,8:00 p.m.
sched_dep_time,86,#%1:00 p.m.,1:00 p.m.
sched_dep_time,88,empty,1:00 p.m.
sched_dep_time,90,1:00 p.m.$,1:00 p.m.
sched_dep_time,97,empty,1:00 p.m.
sched_dep_time,108,#7:15 a.m.,7:15 a.m.
sched_dep_time,130,@@11:55 p.m.,11:55 p.m.
sched_dep_time,139,empty,11:55 p.m.
sched_dep_time,142,11:5$5 p@@.m.,11:55 p.m.
sched_dep_time,144,empty,11:55 p.m.
sched_dep_time,148,empty,11:55 p.m.
sched_dep_time,156,11:$25 a??.m.,11:25 a.m.
sched_dep_time,165,11:25 a#.m.,11:25 a.m.
sched_dep_time,171,6:30 @@p.m.,6:30 p.m.
sched_dep_time,172,6:30 p$.m.,6:30 p.m.
sched_dep_time,173,6:30 ??p.%m.,6:30 p.m.
sched_dep_time,176,empty,6:30 p.m.
sched_dep_time,182,empty,6:30 p.m.
sched_dep_time,189,empty,6:30 p.m.
sched_dep_time,202,1$0:1%5 a.m.,10:15 a.m.
sched_dep_time,207,empty,10:15 a.m.
sched_dep_time,219,empty,10:15 a.m.
sched_dep_time,227,7:45 #p.m.,7:45 p.m.
sched_dep_time,228,7:4??5 p.m.,7:45 p.m.
sched_dep_time,230,7:45$ p.??m.,7:45 p.m.
sched_dep_time,231,empty,7:45 p.m.
sched_dep_time,242,empty,7:45 p.m.
sched_dep_time,243,empty,7:45 p.m.
sched_dep_time,255,empty,10:45 a.m.
sched_dep_time,257,10:45 a.m$@@.,10:45 a.m.
sched_dep_time,259,empty,10:45 a.m.
sched_dep_time,265,empty,10:45 a.m.
sched_dep_time,267,10:45 ??a.m.,10:45 a.m.
sched_dep_time,269,10:@@45 a.m.,10:45 a.m.
sched_dep_time,281,empty,2:55 p.m.
sched_dep_time,284,2:55 p.m$.,2:55 p.m.
sched_dep_time,288,2@@:55 p.m.%,2:55 p.m.
sched_dep_time,290,$2:55 p$.m.,2:55 p.m.
sched_dep_time,292,@@2:55 %p.m.,2:55 p.m.
sched_dep_time,293,empty,2:55 p.m.
sched_dep_time,322,empty,10:40 a.m.
sched_dep_time,327,10:#40 a.m.,10:40 a.m.
sched_dep_time,341,empty,10:40 a.m.
sched_dep_time,349,7:10 a%$.m.,7:10 a.m.
sched_dep_time,355,empty,7:10 a.m.
sched_dep_time,361,empty,7:10 a.m.
sched_dep_time,375,empty,7:15 a.m.
sched_dep_time,380,7:15 a??.m.,7:15 a.m.
sched_dep_time,397,empty,7:15 a.m.
sched_dep_time,405,empty,8:25 p.m.
sched_dep_time,407,empty,8:25 p.m.
sched_dep_time,418,empty,8:25 p.m.
sched_dep_time,422,empty,8:25 p.m.
sched_dep_time,435,empty,7:25 a.m.
sched_dep_time,436,7:2??5 a$.m.,7:25 a.m.
sched_dep_time,438,7:25# a.%m.,7:25 a.m.
sched_dep_time,450,7:%25 a.m??.,7:25 a.m.
sched_dep_time,454,11:35@@ a.m#.,11:35 a.m.
sched_dep_time,456,empty,11:35 a.m.
sched_dep_time,462,empty,11:35 a.m.
sched_dep_time,464,11:3??5 a.m.@@,11:35 a.m.
sched_dep_time,473,11:$35 a.$m.,11:35 a.m.
sched_dep_time,481,empty,7:55 a.m.
sched_dep_time,490,7:55 a.m$.,7:55 a.m.
sched_dep_time,494,empty,7:55 a.m.
sched_dep_time,496,empty,7:55 a.m.
sched_dep_time,502,12:0?@@?0 p.m.,12:00 p.m.
sched_dep_time,507,12:00 p#.m.,12:00 p.m.
sched_dep_time,508,empty,12:00 p.m.
sched_dep_time,517,empty,12:00 p.m.
sched_dep_time,518,empty,12:00 p.m.
sched_dep_time,527,8:20 #p.m.,8:20 p.m.
sched_dep_time,529,empty,8:20 p.m.
sched_dep_time,534,empty,8:20 p.m.
