Attribute,Index,Dirty Value,Cleaned Value
HospitalName,2,callaha$n eye foundation hospital,callahan eye foundation hospital
HospitalName,7,callahan eye foundation hosp@@ital,callahan eye foundation hospital
HospitalName,28,south@@east alabama medical center,southeast alabama medical center
HospitalName,44,southeast alabama me@@d#ical center,southeast alabama medical center
HospitalName,45,marshall medic%al center south,marshall medical center south
HospitalName,54,mars@@hall medi$cal center south,marshall medical center south
HospitalName,57,marshall medical cente@@r south%,marshall medical center south
HospitalName,59,marshall medi@@cal center south,marshall medical center south
HospitalName,60,marshall medical center s@@outh,marshall medical center south
HospitalName,69,mar%shall medical center so??uth,marshall medical center south
HospitalName,96,mizell memorial hospit@@al#,mizell memorial hospital
HospitalName,109,mizell me%#morial hospital,mizell memorial hospital
HospitalName,117,mize$ll memorial hospita$l,mizell memorial hospital
HospitalName,118,miz#ell memorial hospital,mizell memorial hospital
HospitalName,131,crenshaw commun%i#ty hospital,crenshaw community hospital
HospitalName,132,crenshaw com#munity hospit%al,crenshaw community hospital
HospitalName,137,crensha$w community hospital,crenshaw community hospital
HospitalName,139,cr@@enshaw community hospital,crenshaw community hospital
HospitalName,144,crenshaw ??community hospital,crenshaw community hospital
HospitalName,146,hartselle medical cente@@r,hartselle medical center
HospitalName,162,hartselle medic$al center,hartselle medical center
HospitalName,165,hartsell%e medical cente??r,hartselle medical center
HospitalName,172,marshall me%dical center north,marshall medical center north
HospitalName,179,marshall medical center nor%th%,marshall medical center north
HospitalName,193,marshall# medical center north,marshall medical center north
HospitalName,194,marshall @@medical center north,marshall medical center north
HospitalName,198,st #vincents$ east,st vincents east
HospitalName,203,st vince$nts east,st vincents east
HospitalName,204,st vin??cents east,st vincents east
HospitalName,209,st vincen@@t$s east,st vincents east
HospitalName,225,dekalb reg#ional medical center,dekalb regional medical center
HospitalName,228,dekalb regional medical cente??r,dekalb regional medical center
HospitalName,259,s#out$hwest alabama medical center,southwest alabama medical center
HospitalName,264,sou%thwest alabama medical center,southwest alabama medical center
HospitalName,265,southwest alabama medical center#,southwest alabama medical center
HospitalName,290,she#lby baptist medical cen$ter,shelby baptist medical center
HospitalName,291,shelby bapti??st medical center,shelby baptist medical center
HospitalName,300,callah$a%n eye foundation hospital,callahan eye foundation hospital
HospitalName,303,cal%lahan ey@@e foundation hospital,callahan eye foundation hospital
HospitalName,309,call??ahan eye fou$ndation hospital,callahan eye foundation hospital
HospitalName,311,callahan eye founda#tion hospital,callahan eye foundation hospital
HospitalName,317,stringfellow m%emorial ho??spital,stringfellow memorial hospital
HospitalName,318,stringfellow m??emorial hospital,stringfellow memorial hospital
HospitalName,322,$stringfellow ??memorial hospital,stringfellow memorial hospital
HospitalName,326,stringfel%low memorial hospital,stringfellow memorial hospital
HospitalName,340,flowers #hospital,flowers hospital
HospitalName,358,northwest m@@edical center,northwest medical center
HospitalName,371,north@@w??est medical center,northwest medical center
HospitalName,404,prattville baptist #hospital,prattville baptist hospital
HospitalName,412,prattvi#l%le baptist hospital,prattville baptist hospital
HospitalName,418,coosa valley medical c%enter,coosa valley medical center
HospitalName,423,coosa valley medi%cal %center,coosa valley medical center
HospitalName,426,co#osa valley med$ical center,coosa valley medical center
HospitalName,428,coosa va%lley medical center,coosa valley medical center
HospitalName,438,alaska regional hosp#ital,alaska regional hospital
