Attribute,Index,Clean Value,Cleaned Value
ProviderNumber,1,10018,51402.58483375114
ProviderNumber,6,10018,50084.46736959008
ProviderNumber,9,10019,33832.33447154087
ProviderNumber,34,10001,39377.57473911376
ProviderNumber,39,10001,56520.78380569755
ProviderNumber,42,10001,49106.586447322865
ProviderNumber,56,10005,54118.54622862188
ProviderNumber,61,10005,57649.873159545634
ProviderNumber,63,10005,38400.40954892362
ProviderNumber,64,10005,57491.70045973483
ProviderNumber,81,10006,34276.153397200724
ProviderNumber,85,10006,56513.162365316784
ProviderNumber,86,10006,30922.702075759964
ProviderNumber,88,10006,43436.27224572174
ProviderNumber,89,10006,34170.61317292045
ProviderNumber,90,10006,39360.87614124249
ProviderNumber,101,10007,57933.96284732227
ProviderNumber,103,10007,36846.77229051329
ProviderNumber,104,10007,37102.15764589336
ProviderNumber,107,10007,49052.58071092276
ProviderNumber,108,10007,52068.34101222105
ProviderNumber,128,10008,55498.47925358615
ProviderNumber,133,10008,52553.65214719891
ProviderNumber,134,10008,59889.50391790147
ProviderNumber,148,10009,59949.74338380382
ProviderNumber,149,10009,34714.51009575788
ProviderNumber,152,10009,46743.47687227384
ProviderNumber,161,10009,56240.95711856024
ProviderNumber,177,10010,38986.85450744674
ProviderNumber,178,10010,46788.54990470406
ProviderNumber,182,10010,45127.049491317346
ProviderNumber,184,10010,49099.05375207262
ProviderNumber,190,10010,58748.004953887816
ProviderNumber,196,10011,34019.58120531838
ProviderNumber,199,10011,44109.6713203846
ProviderNumber,200,10011,39344.81410128181
ProviderNumber,206,10011,56471.39303997575
ProviderNumber,207,10011,45298.40107624418
ProviderNumber,211,10011,37910.38154408951
ProviderNumber,212,10011,33438.84060649059
ProviderNumber,218,10011,50148.948552190624
ProviderNumber,221,10012,42664.98585854506
ProviderNumber,224,10012,41778.13537319221
ProviderNumber,227,10012,44881.8453100327
ProviderNumber,230,10012,42136.19582098594
ProviderNumber,237,10012,41866.800656521715
ProviderNumber,238,10012,54645.1526638946
ProviderNumber,243,10012,36919.61748760404
ProviderNumber,246,10015,31327.43425830488
ProviderNumber,250,10015,46418.72882706703
ProviderNumber,252,10015,57644.72399817674
ProviderNumber,256,10015,54031.4711527225
ProviderNumber,263,10015,37850.39573058229
ProviderNumber,270,10016,53918.59207947608
ProviderNumber,271,10016,57398.43890540892
ProviderNumber,272,10016,40381.92292960089
ProviderNumber,273,10016,46593.4963338883
ProviderNumber,279,10016,49779.33219837652
ProviderNumber,280,10016,58099.353701650194
ProviderNumber,284,10016,32282.274449262964
ProviderNumber,288,10016,37241.0086329341
ProviderNumber,294,10016,54859.46197614735
ProviderNumber,295,10018,56991.98220300506
ProviderNumber,301,10018,39668.32482650969
ProviderNumber,308,10018,40874.58600904121
ProviderNumber,320,10038,42185.96985406295
ProviderNumber,321,10038,53416.43484206525
ProviderNumber,324,10038,57011.98992914338
ProviderNumber,328,10038,59832.17260159111
ProviderNumber,329,10038,34624.110905281355
ProviderNumber,330,10038,50630.40525149615
ProviderNumber,338,10055,58646.24006824135
ProviderNumber,341,10055,54412.380911318054
ProviderNumber,342,10055,36624.98093738854
ProviderNumber,348,10055,37298.121001387066
ProviderNumber,351,10056,49530.5152612999
ProviderNumber,361,10086,48633.050915735475
ProviderNumber,368,10086,51027.065035351305
ProviderNumber,373,10086,31566.60662600955
ProviderNumber,376,10086,43994.2669077601
ProviderNumber,379,10086,54992.03102894026
ProviderNumber,381,10087,35831.5086271648
ProviderNumber,393,10108,50251.35162346776
ProviderNumber,403,10108,37471.09099780687
ProviderNumber,406,10108,35899.2388640172
ProviderNumber,413,10158,54738.61461640972
ProviderNumber,424,10164,42137.08676705993
ProviderNumber,425,10164,57857.09957336721
ProviderNumber,434,20017,68488.10616116687
ProviderNumber,442,20017,96779.44521391556
ProviderNumber,443,20017,81046.429212947
ProviderNumber,449,20017,77575.65026022091
ProviderNumber,455,10019,41320.69688812608
ProviderNumber,457,10019,52557.86531033472
ProviderNumber,471,10021,44406.90022805439
ProviderNumber,483,10021,58303.626797538825
ProviderNumber,485,10021,42913.853223036334
ProviderNumber,495,10022,40629.770120276895
ProviderNumber,497,10022,32311.74620336769
ProviderNumber,500,10022,47719.94070216689
ProviderNumber,504,10022,45619.326512682535
ProviderNumber,522,10023,52777.686798242146
ProviderNumber,529,10023,48697.49909298546
ProviderNumber,536,10023,47010.42119861223
ProviderNumber,545,10024,40586.927464348824
ProviderNumber,556,10024,46317.83774403699
ProviderNumber,560,10024,53513.77445247474
ProviderNumber,563,10024,47302.814329209104
ProviderNumber,594,10027,39456.62186065503
ProviderNumber,621,10029,35818.416304679966
ProviderNumber,625,10029,36313.3726338263
ProviderNumber,636,10029,44199.020971022095
ProviderNumber,641,10029,57122.00462218591
ProviderNumber,645,10032,36286.3835756498
ProviderNumber,663,10032,36747.35562462007
ProviderNumber,664,10032,34216.90423731872
ProviderNumber,685,10033,56564.45128318207
ProviderNumber,707,10034,50844.9275596531
ProviderNumber,716,10034,58506.15084344257
ProviderNumber,723,10035,32690.102808388307
ProviderNumber,729,10035,45446.28045038385
ProviderNumber,732,10035,56043.764389114694
ProviderNumber,749,10036,59547.52464508274
ProviderNumber,755,10036,58743.93178738821
ProviderNumber,756,10036,37602.77863626757
ProviderNumber,765,10036,60073.51130581852
ProviderNumber,779,10039,59693.92324523339
ProviderNumber,780,10039,56342.59470276087
ProviderNumber,782,10039,44940.671444387335
ProviderNumber,783,10039,37180.35380505016
ProviderNumber,794,10039,45140.77693413478
ProviderNumber,797,10039,45216.827887337495
ProviderNumber,800,10039,46477.3531312747
ProviderNumber,805,10040,32886.70920710972
ProviderNumber,807,10040,42083.1720826975
ProviderNumber,809,10040,44478.94721491227
ProviderNumber,826,10040,57708.99476759558
ProviderNumber,837,10043,49477.14423200179
ProviderNumber,852,10043,30535.24311830919
ProviderNumber,856,10044,59246.51555887002
ProviderNumber,861,10044,57883.56638858468
ProviderNumber,876,10044,59857.36599354732
ProviderNumber,884,10045,38655.42667438357
ProviderNumber,898,10045,47153.22461868275
ProviderNumber,907,10046,39092.92774991977
ProviderNumber,919,10046,30664.91750511076
ProviderNumber,928,10046,41612.60751624495
ProviderNumber,940,10047,39920.28037282557
ProviderNumber,952,10047,32680.63135851464
ProviderNumber,961,10049,45117.97960799525
ProviderNumber,970,10049,43405.91309565745
ProviderNumber,971,10049,59518.199527451485
ProviderNumber,976,10049,38938.74796441513
ProviderNumber,979,10049,33497.06925030729
ProviderNumber,981,10050,60085.64643704161
ProviderNumber,982,10050,55944.05924274912
ProviderNumber,996,10050,50460.50832109149
ProviderNumber,998,10050,50147.65028288973
HospitalName,9,helen keller memorial hospital,h#elen keller memorial hospital
HospitalName,128,crenshaw community hospital,cr$en#shaw community hospital
HospitalName,182,marshall medical center north,marshall medical?? cente??r north
HospitalName,211,st vincents east,st v#incents# east
HospitalName,212,st vincents east,st vincent%s east
HospitalName,271,shelby baptist medical center,shelby baptist medica%l center
HospitalName,273,shelby baptist medical center,shelby baptist m$edical center
HospitalName,321,stringfellow memorial hospital,str@@ingfellow memorial hosp#ital
HospitalName,354,decatur general hospital,decatu??r general hospital
HospitalName,425,coosa valley medical center,coosa# $valley medical center
HospitalName,443,alaska regional hospital,alask@@a regional hospital
HospitalName,449,alaska regional hospital,a@@laska reg#ional hospital
HospitalName,451,yukon kuskokwim delta reg hospital,$yukon kuskokwim delta reg hospital
HospitalName,452,yukon kuskokwim delta reg hospital,$yukon kuskokwim delta reg hospital
HospitalName,471,dale medical center,@@dale medical center
HospitalName,529,baptist medical center south,baptist medical center south??
HospitalName,685,university of alabama hospital,uni??versity of alabama hospital
HospitalName,765,andalusia regional hospital,andalu$sia re#gional hospital
HospitalName,919,riverview regional medical center,riverview regional medical% center
Address1,354,1201 7th street se,1201 %7th str??eet se
Address1,443,2801 debarr road,2801 de$barr road
Address1,449,2801 debarr road,2801$ de%barr road
Address1,919,600 south third street,600 sou%th third street
Address2,1,empty,e?%?mpty
Address2,2,empty,emp#ty
Address2,6,empty,$e@@mpty
Address2,17,empty,emp%ty
Address2,21,empty,$em$pty
Address2,24,empty,e#mpty#
Address2,28,empty,empt$y
Address2,36,empty,#empt??y
Address2,61,empty,em#p$ty
Address2,63,empty,$e@@mpty
Address2,70,empty,emp??ty
Address2,83,empty,e#mpt%y
Address2,86,empty,e#mpty
Address2,96,empty,e%mp$ty
Address2,104,empty,e??mpty
Address2,105,empty,@@empty
Address2,106,empty,$empt%y
Address2,107,empty,e??mpty
Address2,118,empty,@@emp%ty
Address2,121,empty,emp??ty
Address2,128,empty,empty@@
Address2,129,empty,emp@@t??y
Address2,135,empty,e%mpty
Address2,136,empty,em$#pty
Address2,143,empty,??empty
Address2,146,empty,e@@mp%ty
Address2,149,empty,#empty
Address2,152,empty,em$p$ty
Address2,156,empty,empt%y
Address2,168,empty,emp@@ty
Address2,177,empty,emp@@ty
Address2,182,empty,?@@?empty
Address2,217,empty,@@em$pty
Address2,219,empty,%em#pty
Address2,234,empty,%#empty
Address2,237,empty,e%mpty
Address2,244,empty,#empty
Address2,245,empty,e$m$pty
Address2,246,empty,empt$y??
Address2,252,empty,e@@mpty@@
Address2,284,empty,empty#
Address2,290,empty,emp@@%ty
Address2,305,empty,e@@m#pty
Address2,307,empty,emp%ty
Address2,334,empty,empt$y
Address2,336,empty,e@@mp#ty
Address2,351,empty,e#mpt#y
Address2,358,empty,em??%pty
Address2,367,empty,%empt@@y
Address2,368,empty,%emp$ty
Address2,375,empty,e$mpty
Address2,379,empty,empt@@y
Address2,382,empty,e@@mpt%y
Address2,385,empty,e??mpty#
Address2,390,empty,%empty
Address2,394,empty,e$$mpty
Address2,411,empty,empty@@
Address2,414,empty,em??pty
Address2,421,empty,em%pt@@y
Address2,425,empty,em#pty
Address2,443,empty,empty@@
Address2,474,empty,empty%
Address2,475,empty,emp#$ty
Address2,483,empty,empt%y
Address2,488,empty,em%pty
Address2,491,empty,$empty
Address2,492,empty,emp??t%y
Address2,496,empty,e$mpty
Address2,507,empty,$empty
Address2,508,empty,#empty
Address2,517,empty,em$pty??
Address2,521,empty,empty$
Address2,527,empty,$emp??ty
Address2,529,empty,empt$y
Address2,538,empty,e@@m$pty
Address2,570,empty,emp#t#y
Address2,585,empty,emp%ty
Address2,597,empty,empt@@y
Address2,598,empty,em%p#ty
Address2,603,empty,##empty
Address2,604,empty,e%mpty
Address2,612,empty,empt%y
Address2,614,empty,@@empty$
Address2,616,empty,em%pty
Address2,625,empty,??emp??ty
Address2,626,empty,em#p#ty
Address2,636,empty,e$mpty
Address2,637,empty,??e#mpty
Address2,638,empty,em??pty
Address2,663,empty,??%empty
Address2,686,empty,empty??
Address2,702,empty,%emp#ty
Address2,706,empty,emp#ty
Address2,724,empty,em??pty
Address2,729,empty,e@@mp#ty
Address2,730,empty,em$pty
Address2,735,empty,#empty
Address2,740,empty,emp$ty
Address2,744,empty,empty%
Address2,761,empty,empty@@
Address2,770,empty,em??p%ty
Address2,779,empty,empt??y
Address2,795,empty,empt%??y
Address2,799,empty,empt#y
Address2,801,empty,emp%ty??
Address2,817,empty,$@@empty
Address2,818,empty,e@@mpty
Address2,820,empty,e??mp@@ty
Address2,839,empty,??#empty
Address2,845,empty,??e#mpty
Address2,851,empty,emp@@ty
Address2,856,empty,empt%y
Address2,857,empty,emp%ty
