Attribute,Index,Clean Value,Cleaned Value
id,3,789958,3572852.7737189806
id,4,169865,nan
id,8,729712,nan
id,12,729686,2420356.4955426008
id,17,668310,nan
id,26,21910,nan
id,27,378490,nan
id,47,433667,2051262.0413866444
id,48,530323,2364852.250862953
id,50,864817,4714895.704858086
id,54,42247,162822.06756023582
id,56,158672,nan
id,62,108424,379660.74138787383
id,63,841679,4171925.303389718
id,65,852927,nan
id,66,237623,nan
id,80,282039,nan
id,81,835177,nan
id,86,894596,nan
id,92,612846,2993374.209795387
id,105,72089,nan
id,109,125072,nan
id,118,185291,nan
id,122,843485,nan
id,137,513829,2898580.447730436
id,138,862798,nan
id,149,224232,nan
id,157,963532,nan
id,164,199407,nan
id,170,456691,1683996.8950117575
id,177,835178,nan
id,178,335521,1186958.216535685
id,183,431896,nan
id,191,928952,nan
id,197,143029,nan
id,201,55412,nan
id,202,546048,2540793.314797627
id,210,979059,4650688.498546807
id,214,440401,nan
id,215,77389,nan
id,218,288711,1444998.975209473
id,222,315926,1584859.8496251472
id,228,572425,nan
id,229,581864,nan
id,231,696362,3770464.861488998
id,235,659896,nan
id,238,922795,5138498.787168146
id,240,428363,1367432.3688892017
id,241,519287,nan
id,242,638918,nan
id,247,59308,nan
id,250,846537,nan
id,254,417373,2221937.7707821997
id,256,386327,1740049.352803504
id,269,782541,nan
id,270,692358,nan
id,272,867207,3571824.7840988664
id,277,113399,nan
id,286,198650,609307.7583821807
id,287,671386,3971194.635456971
id,291,46028,155681.30599988648
id,309,872389,nan
id,312,320139,1157981.6335723158
id,315,152626,nan
id,316,90272,283416.14755147597
id,326,453637,2514534.570919428
id,339,853676,2772512.5014983835
id,346,950233,3015787.011344352
id,351,720775,nan
id,352,294439,nan
id,355,896848,nan
id,362,235924,nan
id,370,313030,1395566.572759958
id,373,180827,988753.2665093936
id,374,723057,nan
id,385,615903,3434003.3366423487
id,397,343395,1543487.965547036
id,398,826830,nan
id,409,205187,nan
id,412,583682,nan
id,414,54613,nan
id,422,119186,612547.1823571414
id,434,972821,4181409.368201676
id,439,982590,nan
id,442,71263,nan
id,444,941646,5094022.5055469
id,458,226966,nan
id,466,873987,4047123.380299286
id,478,516758,nan
id,483,732272,nan
id,487,684476,2532084.610508674
id,493,208435,nan
id,497,720372,nan
id,499,260745,836965.4373815777
id,504,958639,nan
id,506,125302,nan
id,510,473599,nan
id,515,408902,1556537.2158619915
id,516,89897,nan
id,529,73792,241806.52457432545
id,533,408198,2250627.422184431
id,540,592663,nan
id,547,491837,1598522.358407209
id,550,26475,nan
id,553,467318,2378053.8952027815
id,557,258486,nan
id,561,812757,nan
id,564,828214,nan
id,573,283168,1687087.1679555138
id,576,373015,nan
id,579,966388,3145903.176092824
id,581,494428,1882394.779732392
id,587,918698,nan
id,594,161847,635010.3900309847
id,598,314737,nan
id,613,584706,2535973.826551568
id,620,779555,nan
id,622,646572,nan
id,623,128182,623441.1070420307
id,625,231933,1177194.6990675223
id,628,117678,684349.2905874838
id,636,944558,3652769.724836585
id,643,847600,2851989.1249497193
id,650,935189,nan
id,656,950926,3433306.1269105654
id,659,526825,2421111.369678796
id,665,541739,nan
id,666,558824,nan
id,671,193059,nan
id,672,416171,2405624.5737396595
id,676,490750,1579226.046511835
id,677,136068,nan
id,683,280418,nan
id,694,45797,179280.9727615298
id,696,749261,nan
id,707,560120,1995689.3399920173
id,719,820059,nan
id,721,54202,nan
id,722,888477,4014973.0818350017
id,727,453909,nan
id,730,696132,nan
id,733,617801,2213953.7221353357
id,742,123731,nan
id,746,964184,nan
id,752,292018,nan
id,755,276001,991495.9742901864
id,762,570704,2673932.594226847
id,763,520153,1905987.5763165744
id,769,18298,58556.66366617102
id,780,62246,nan
id,790,97795,447912.0708638633
id,792,100986,404132.4772480669
id,793,166179,nan
id,805,252118,1051627.1990380858
id,814,133777,nan
id,816,497593,2824529.759212428
id,819,161290,nan
id,826,382853,2232319.757834478
id,833,446599,1741432.6201119367
id,840,38130,116749.68334784146
id,845,176844,nan
id,854,12554,nan
id,864,673560,3635203.7631700286
id,868,570263,nan
id,871,813023,3215830.2942954767
id,874,121133,491999.5130096147
id,875,82486,nan
id,878,448384,1489533.194524614
id,886,399134,nan
id,890,730754,nan
id,895,198813,nan
id,901,6786,nan
id,910,82540,343657.8697616079
id,918,345575,1820136.2537156325
id,927,892141,4488803.962963375
id,932,83012,410189.8980729943
id,936,296269,1115660.4838847627
id,937,960478,5310801.254213972
id,945,168157,nan
id,947,740227,2954976.502922918
id,949,456934,nan
id,950,134738,nan
id,955,272806,nan
id,956,773090,3850857.563119862
id,958,385346,nan
id,959,938092,nan
id,966,35875,181003.74055289448
id,978,160121,551805.9077257427
id,979,471093,nan
id,983,946487,5040652.222441577
id,987,558738,3023835.4546241323
id,988,908011,3853020.463024448
id,991,752075,nan
id,992,670823,3210334.0088600484
id,997,814758,nan
article_title,4,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],[Noninvasive p@@renatal diagnosis of trisomy 21 18 and 13 using $cell-free fetal DNA]
article_title,5,Diagnosis and Management of Cutaneous B-cell Lymphoma.,Diagnosis and Management of C#utaneous B-cell Lymphoma.
article_title,7,Activation and blockade of beta adrenoceptors in common cardiac disorders,Activation an@@d blockade of beta adrenoceptors in common cardiac disorders
article_title,19,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,Haemodynamic ischaemia in paediatric moyamoya disease associa@@ted with renovascular hypertension.
article_title,26,Examining waiting placement in hospital: utilization and the lived experience.,nan
article_title,31,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,nan
article_title,38,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,Fat and neurosurgery: does obesity affect outcom$e after in@@tracranial surgery?
article_title,40,The incidence of contrast-induced nephropathy in trauma patients.,The i#%ncidence of contrast-induced nephropathy in trauma patients.
article_title,47,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,Norton Waterlow and Braden scores: a review of t??he literature and a comparison between the scores and clinical judgement
article_title,51,Use of alendronate in peri-implant defect regeneration,nan
article_title,55,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan
article_title,58,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,nan
article_title,59,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,Educatin$g Emergent Bilinguals: Policies P@@rograms and Practices for English Language Learners. Language & Literacy Series
article_title,61,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,nan
article_title,63,A Modified Technique for Pulmonary Valve Replacement with a Homograft,A Mod$ified Technique for Pulmonary Valve Replacement with a Homograft
article_title,66,Neck pain.,nan
article_title,71,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,nan
article_title,74,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,nan
article_title,77,Health-promoting behaviors of low-income cancer survivors,Health-promoting behaviors of low-income can$cer survivors
article_title,84,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,Adheren#ce to fesoterodine in women with @@overactive bladder in routine clinical practice.
article_title,85,Chronic pain related to quality of sleep,nan
article_title,89,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,FIGO staging of gynecologic cancer.$ 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics
article_title,115,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,T$he value of a continuous ambulatory activity monitor to quantify the amoun@@t and intensity of daily activity in patients with rheumatoid arthritis.
article_title,116,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan
article_title,124,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,Sustained c$omplete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a sim%ultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.
article_title,125,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,Primary vaginal cancer and chemoradiotherapy: a patte%rns-of-care anal#ysis
article_title,126,[Neurological dysfunction induced by bilirrubin].,nan
article_title,132,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,nan
