Attribute,Index,Dirty Value,Clean Value
id,3,3572852.7737189806,789958
id,4,nan,169865
id,8,nan,729712
id,12,2420356.4955426008,729686
id,17,nan,668310
id,26,nan,21910
id,27,nan,378490
id,47,2051262.0413866444,433667
id,48,2364852.250862953,530323
id,50,4714895.704858086,864817
id,54,162822.06756023582,42247
id,56,nan,158672
id,62,379660.74138787383,108424
id,63,4171925.303389718,841679
id,65,nan,852927
id,66,nan,237623
id,80,nan,282039
id,81,nan,835177
id,86,nan,894596
id,92,2993374.209795387,612846
id,105,nan,72089
id,109,nan,125072
id,118,nan,185291
id,122,nan,843485
id,137,2898580.447730436,513829
id,138,nan,862798
id,149,nan,224232
id,157,nan,963532
id,164,nan,199407
id,170,1683996.8950117575,456691
id,177,nan,835178
id,178,1186958.216535685,335521
id,183,nan,431896
id,191,nan,928952
id,197,nan,143029
id,201,nan,55412
id,202,2540793.314797627,546048
id,210,4650688.498546807,979059
id,214,nan,440401
id,215,nan,77389
id,218,1444998.975209473,288711
id,222,1584859.8496251472,315926
id,228,nan,572425
id,229,nan,581864
id,231,3770464.861488998,696362
id,235,nan,659896
id,238,5138498.787168146,922795
id,240,1367432.3688892017,428363
id,241,nan,519287
id,242,nan,638918
id,247,nan,59308
id,250,nan,846537
id,254,2221937.7707821997,417373
id,256,1740049.352803504,386327
id,269,nan,782541
id,270,nan,692358
id,272,3571824.7840988664,867207
id,277,nan,113399
id,286,609307.7583821807,198650
id,287,3971194.635456971,671386
id,291,155681.30599988648,46028
id,309,nan,872389
id,312,1157981.6335723158,320139
id,315,nan,152626
id,316,283416.14755147597,90272
id,326,2514534.570919428,453637
id,339,2772512.5014983835,853676
id,346,3015787.011344352,950233
id,351,nan,720775
id,352,nan,294439
id,355,nan,896848
id,362,nan,235924
id,370,1395566.572759958,313030
id,373,988753.2665093936,180827
id,374,nan,723057
id,385,3434003.3366423487,615903
id,397,1543487.965547036,343395
id,398,nan,826830
id,409,nan,205187
id,412,nan,583682
id,414,nan,54613
id,422,612547.1823571414,119186
id,434,4181409.368201676,972821
id,439,nan,982590
id,442,nan,71263
id,444,5094022.5055469,941646
id,458,nan,226966
id,466,4047123.380299286,873987
id,478,nan,516758
id,483,nan,732272
id,487,2532084.610508674,684476
id,493,nan,208435
id,497,nan,720372
id,499,836965.4373815777,260745
id,504,nan,958639
id,506,nan,125302
id,510,nan,473599
id,515,1556537.2158619915,408902
id,516,nan,89897
id,529,241806.52457432545,73792
id,533,2250627.422184431,408198
id,540,nan,592663
id,547,1598522.358407209,491837
id,550,nan,26475
id,553,2378053.8952027815,467318
id,557,nan,258486
id,561,nan,812757
id,564,nan,828214
id,573,1687087.1679555138,283168
id,576,nan,373015
id,579,3145903.176092824,966388
id,581,1882394.779732392,494428
id,587,nan,918698
id,594,635010.3900309847,161847
id,598,nan,314737
id,613,2535973.826551568,584706
id,620,nan,779555
id,622,nan,646572
id,623,623441.1070420307,128182
id,625,1177194.6990675223,231933
id,628,684349.2905874838,117678
id,636,3652769.724836585,944558
id,643,2851989.1249497193,847600
id,650,nan,935189
id,656,3433306.1269105654,950926
id,659,2421111.369678796,526825
id,665,nan,541739
id,666,nan,558824
id,671,nan,193059
id,672,2405624.5737396595,416171
id,676,1579226.046511835,490750
id,677,nan,136068
id,683,nan,280418
id,694,179280.9727615298,45797
id,696,nan,749261
id,707,1995689.3399920173,560120
id,719,nan,820059
id,721,nan,54202
id,722,4014973.0818350017,888477
id,727,nan,453909
id,730,nan,696132
id,733,2213953.7221353357,617801
id,742,nan,123731
id,746,nan,964184
id,752,nan,292018
id,755,991495.9742901864,276001
id,762,2673932.594226847,570704
id,763,1905987.5763165744,520153
id,769,58556.66366617102,18298
id,780,nan,62246
id,790,447912.0708638633,97795
id,792,404132.4772480669,100986
id,793,nan,166179
id,805,1051627.1990380858,252118
id,814,nan,133777
id,816,2824529.759212428,497593
id,819,nan,161290
id,826,2232319.757834478,382853
id,833,1741432.6201119367,446599
id,840,116749.68334784146,38130
id,845,nan,176844
id,854,nan,12554
id,864,3635203.7631700286,673560
id,868,nan,570263
id,871,3215830.2942954767,813023
id,874,491999.5130096147,121133
id,875,nan,82486
id,878,1489533.194524614,448384
id,886,nan,399134
id,890,nan,730754
id,895,nan,198813
id,901,nan,6786
id,910,343657.8697616079,82540
id,918,1820136.2537156325,345575
id,927,4488803.962963375,892141
id,932,410189.8980729943,83012
id,936,1115660.4838847627,296269
id,937,5310801.254213972,960478
id,945,nan,168157
id,947,2954976.502922918,740227
id,949,nan,456934
id,950,nan,134738
id,955,nan,272806
id,956,3850857.563119862,773090
id,958,nan,385346
id,959,nan,938092
id,966,181003.74055289448,35875
id,978,551805.9077257427,160121
id,979,nan,471093
id,983,5040652.222441577,946487
id,987,3023835.4546241323,558738
id,988,3853020.463024448,908011
id,991,nan,752075
id,992,3210334.0088600484,670823
id,997,nan,814758
article_title,4,[Noninvasive p@@renatal diagnosis of trisomy 21 18 and 13 using $cell-free fetal DNA],[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]
article_title,5,Diagnosis and Management of C#utaneous B-cell Lymphoma.,Diagnosis and Management of Cutaneous B-cell Lymphoma.
article_title,7,Activation an@@d blockade of beta adrenoceptors in common cardiac disorders,Activation and blockade of beta adrenoceptors in common cardiac disorders
article_title,19,Haemodynamic ischaemia in paediatric moyamoya disease associa@@ted with renovascular hypertension.,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.
article_title,26,nan,Examining waiting placement in hospital: utilization and the lived experience.
article_title,31,nan,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].
article_title,38,Fat and neurosurgery: does obesity affect outcom$e after in@@tracranial surgery?,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?
article_title,40,The i#%ncidence of contrast-induced nephropathy in trauma patients.,The incidence of contrast-induced nephropathy in trauma patients.
