Attribute,Index,Dirty Value,Cleaned Value
brewery_name,11,$18th Street Brewer%y,18th Street Brewery
brewery_name,43,$4 Hands #Brewing Company,4 Hands Brewing Company
brewery_name,45,4 Hands Bre??wing Company,4 Hands Brewing Company
brewery_name,51,450 North Brewing Compan$y,450 North Brewing Company
brewery_name,64,AC Golden B$rewing Co@@mpany,AC Golden Brewing Company
brewery_name,67,Abita Brewing Compa#n$y,Abita Brewing Company
brewery_name,98,Anch#or Brewing Company,Anchor Brewing Company
brewery_name,119,Anderson V@@alley Brewing $Company,Anderson Valley Brewing Company
brewery_name,132,Arcadia B@#@rewing Company,Arcadia Brewing Company
brewery_name,145,Aspen Br%ewing Comp??any,Aspen Brewing Company
brewery_name,183,Ballast Point$ Brewing Company,Ballast Point Brewing Company
brewery_name,197,Base Camp Bre#w??ing Co.,Base Camp Brewing Co.
brewery_name,209,Baxter Brewing Com##pany,Baxter Brewing Company
brewery_name,212,Baxter Brewi@@ng Company,Baxter Brewing Company
brewery_name,228,Bent Pa@@ddle Brewing Company,Bent Paddle Brewing Company
brewery_name,296,%Blue Blood Brew@@ing Company,Blue Blood Brewing Company
brewery_name,320,Blue Point Brewing Compa@@%ny,Blue Point Brewing Company
brewery_name,326,Bo$hemi@@an Brewery,Bohemian Brewery
brewery_name,360,Boston Beer Company@@,Boston Beer Company
brewery_name,395,Br%ewery Vivan$t,Brewery Vivant
brewery_name,402,Br$ewery Vivan%t,Brewery Vivant
brewery_name,411,Brewery @@Vivant,Brewery Vivant
brewery_name,420,Brewery Vivant%,Brewery Vivant
brewery_name,439,Brewery Vi$vant,Brewery Vivant
brewery_name,470,Buckb%ean Brewing Company,Buckbean Brewing Company
brewery_name,485,Bu#rn 'Em Brewing,Burn 'Em Brewing
brewery_name,507,Calde$ra Bre$wing Company,Caldera Brewing Company
brewery_name,509,Caldera Brewing Co??mpany,Caldera Brewing Company
brewery_name,561,Cataw??ba Brewing Company,Catawba Brewing Company
brewery_name,569,Ceda$r Creek Brewery,Cedar Creek Brewery
brewery_name,606,@@Cigar City Brewing Compan??y,Cigar City Brewing Company
brewery_name,609,Cigar Ci%ty Br??ewing Company,Cigar City Brewing Company
brewery_name,616,Cigar City B$rewing @@Company,Cigar City Brewing Company
brewery_name,620,Cigar City Brewin#g Com@@pany,Cigar City Brewing Company
brewery_name,635,Coastal Empire Be$er C??ompany,Coastal Empire Beer Company
brewery_name,647,Cor#e Brewing @@& Distilling Company,Core Brewing & Distilling Company
brewery_name,650,C??rabtree Brewing Company,Crabtree Brewing Company
brewery_name,661,Creature Comforts,Creature C@@omfor%ts
brewery_name,673,Crystal Springs Brewing Compa??%ny,Crystal Springs Brewing Company
brewery_name,680,D.L. Geary Brewing Company,D.L. $Geary Brewing Co@@mpany
brewery_name,693,David's Ale Works,David's Ale Wor@@ks
brewery_name,709,D@@enali Brewing Company,Denali Brewing Company
brewery_name,730,D%olores Ri$ver Brewery,Dolores River Brewery
brewery_name,746,Eddyline Brewery & Restaurant#,Eddyline Brewery & Restaurant
brewery_name,767,Ev@@il Twin Brewing$,Evil Twin Brewing
brewery_name,818,Flyin#g Mouse Brewery,Flying Mouse Brewery
brewery_name,833,Fort Ge#or@@ge Brewery,Fort George Brewery
brewery_name,834,For@@t George Brewery,Fort George Brewery
brewery_name,839,Fort Point Beer @@Co??mpany,Fort Point Beer Company
brewery_name,845,Four Corn$ers Brewing Company,Four Corners Brewing Company
brewery_name,864,Fran@@kenm%uth Brewery,Frankenmuth Brewery
brewery_name,973,Great R@@iver B%rewery,Great River Brewery
brewery_name,996,Griffin Claw Bre@@wing Co??mpany,Griffin Claw Brewing Company
brewery_name,1034,Hawai'i Nui Brewing Co.#,Hawai'i Nui Brewing Co.
brewery_name,1077,Hopw$orks Urban Brewery,Hopworks Urban Brewery
brewery_name,1080,??Hopworks Urban Brewery,Hopworks Urban Brewery
brewery_name,1090,Hopworks Urban Br%ewery,Hopworks Urban Brewery
brewery_name,1091,Hop??works ??Urban Brewery,Hopworks Urban Brewery
brewery_name,1104,Indeed Brewing C%ompany,Indeed Brewing Company
brewery_name,1109,Independence Brewing C%%ompany,Independence Brewing Company
brewery_name,1142,Joseph Jame#s Brewing Comp%any,Joseph James Brewing Company
brewery_name,1157,Kel@@So %Beer Company,KelSo Beer Company
brewery_name,1224,Lost Natio#n Brewing,Lost Nation Brewing
brewery_name,1250,Madtree B%rewing Co%mpany,Madtree Brewing Company
brewery_name,1278,Marshall Wharf Brewing Comp#any,Marshall Wharf Brewing Company
brewery_name,1280,Marshall Wharf Brewin@@g Compan@@y,Marshall Wharf Brewing Company
brewery_name,1320,Meh%ana B$rewing Co.,Mehana Brewing Co.
brewery_name,1323,Mehana# Brewing Co.,Mehana Brewing Co.
brewery_name,1339,Mike Hess #Brewing Company??,Mike Hess Brewing Company
brewery_name,1346,@@Miker??phone Brewing,Mikerphone Brewing
brewery_name,1347,Mikerp%hone B$rewing,Mikerphone Brewing
brewery_name,1377,Mission Bre??wery,Mission Brewery
brewery_name,1409,Mother's Brewing,Mother's #B$rewing
brewery_name,1415,Mu??ds#hark Brewing Company,Mudshark Brewing Company
brewery_name,1434,N#atian Brewery,Natian Brewery
brewery_name,1438,Nebrask@@a?? Brewing Company,Nebraska Brewing Company
brewery_name,1467,New% Eng??land Brewing Company,New England Brewing Company
brewery_name,1474,New Orleans Lager & Ale Br$ewing .$..,New Orleans Lager & Ale Brewing ...
brewery_name,1507,O'Fallon Brewery,O'F%a%llon Brewery
brewery_name,1527,O$dyssey Beerwerks,Odyssey Beerwerks
brewery_name,1540,Old Forge B@@rewing Company,Old Forge Brewing Company
brewery_name,1546,@@Orlison Brewing Company,Orlison Brewing Company
brewery_name,1547,Orlison Br??ewing Company,Orlison Brewing Company
brewery_name,1566,Oska$r Blues B??rewery,Oskar Blues Brewery
brewery_name,1569,Oskar Blues Br??ew#ery,Oskar Blues Brewery
brewery_name,1576,Oskar Blues Brewe@@ry,Oskar Blues Brewery
brewery_name,1613,Pateros Creek Brewing #Comp??any,Pateros Creek Brewing Company
brewery_name,1669,Prescott Brewing @@Company,Prescott Brewing Company
brewery_name,1684,Real Ale Brewing$ Company,Real Ale Brewing Company
brewery_name,1685,Real Ale Brewing Com#pany,Real Ale Brewing Company
brewery_name,1703,Redstone Meadery??,Redstone Meadery
brewery_name,1760,$Rochester Mills Brewing Company,Rochester Mills Brewing Company
brewery_name,1782,Ruhs??taller Beer Compa@@ny,Ruhstaller Beer Company
brewery_name,1784,Saint Arc@@her ??Brewery,Saint Archer Brewery
brewery_name,1790,SanTan Brew$ing Compa$ny,SanTan Brewing Company
brewery_name,1841,@@Shipyard Brewing Company,Shipyard Brewing Company
brewery_name,1844,Shipyard B$rewin@@g Company,Shipyard Brewing Company
brewery_name,1940,South Aus#tin Brewe@@ry,South Austin Brewery
brewery_name,1941,??South Austin Brewery,South Austin Brewery
brewery_name,2007,Stevens Point Brew@@ery,Stevens Point Brewery
brewery_name,2010,Steven@@s Point Brewery,Stevens Point Brewery
brewery_name,2015,$Stevens Point Brewery,Stevens Point Brewery
brewery_name,2057,Su$n King Brewing Company,Sun King Brewing Company
brewery_name,2092,SweetWater Br$ewing Co#mpany,SweetWater Brewing Company
brewery_name,2093,SweetWater Brewing Compa??ny,SweetWater Brewing Company
brewery_name,2160,The Dudes' Br#ewing Company,The Dudes' Brewing Company
brewery_name,2199,Tin Roof Brewing# Compan#y,Tin Roof Brewing Company
brewery_name,2202,Tin Roof B@$@rewing Company,Tin Roof Brewing Company
brewery_name,2204,Tommyknocker Brewery,Tommykno@@cker Brewery
brewery_name,2290,Upslop%e# Brewing Company,Upslope Brewing Company
brewery_name,2319,Wachusett Brewing Co%mpany,Wachusett Brewing Company
brewery_name,2340,We@@stbrook Brewing Company,Westbrook Brewing Company
brewery_name,2352,#Weston Brewi$ng Company,Weston Brewing Company
brewery_name,2367,Wild Onion Brewing #Company,Wild Onion Brewing Company
