Attribute,Index,Clean Value,Dirty Value
id,33,432,1719.234127159067
id,59,866,4946.963776306936
id,115,523,2216.5913274515306
id,139,550,3204.5801283201677
id,151,2503,13819.831916070896
id,208,910,3213.9842973075192
id,222,1988,9093.14694285258
id,226,2556,12635.196374143146
id,294,1564,5752.808178130692
id,387,2619,8287.744437227026
id,417,2086,8014.289429479472
id,461,328,1316.3107016586132
id,474,2124,9870.618991796662
id,574,2377,13122.885407248064
id,589,2016,11350.061225524792
id,592,2380,8720.922238974848
id,611,1692,8452.092897362143
id,623,545,2377.8562590585566
id,648,737,3824.5329695325736
id,673,1057,4071.308243820572
id,697,2251,10043.836460971514
id,708,1159,6549.345763226668
id,734,447,1857.2834125474908
id,752,673,3035.200636737159
id,775,2089,11966.795544509794
id,783,1731,8691.841683333896
id,790,1929,8113.289423182394
id,825,2172,6901.903943033176
id,857,358,1901.3801836858347
id,858,179,688.6445799092158
id,874,2520,7757.810168997403
id,897,1489,5867.603190299612
id,905,548,2890.1524462168813
id,910,312,1379.2768642324354
id,949,2650,13023.57218749364
id,951,2648,9234.890302164547
id,960,1923,10878.166116213302
id,971,863,4473.7952201354565
id,994,2142,11031.455096904434
id,1006,1134,5564.101710053528
id,1030,126,411.6603805117403
id,1050,616,2013.9029822212815
id,1071,502,1950.181888956931
id,1103,1691,9234.109063541811
id,1146,1560,7776.376476496051
id,1182,1274,5088.501283906827
id,1195,2491,10601.144430336622
id,1220,1924,10741.867418895134
id,1221,1090,6405.647394736045
id,1250,1126,3482.4706115977424
id,1257,75,335.8471997513166
id,1284,2120,9989.75942610819
id,1368,2279,11270.406553377688
id,1373,2274,13437.24163362321
id,1396,718,4220.51515332156
id,1466,320,1576.1167538817574
id,1487,1811,8680.20748071896
id,1495,2691,11270.730593054965
id,1529,1059,4623.963066526477
id,1550,2113,12184.926647220846
id,1570,755,3859.659188560863
id,1627,1794,7916.553071608586
id,1634,1062,5460.699277202328
id,1675,188,788.4182420803802
id,1715,710,2733.688051531792
id,1796,1071,4573.875873010895
id,1866,1591,7543.071113109627
id,1868,1387,6653.578996702809
id,1875,628,3201.625897482544
id,1894,1792,10404.125176105052
id,1908,23,88.78927680371596
id,1911,20,118.9582465611641
id,1924,1596,5245.661913208619
id,1925,1595,7498.821684737796
id,1998,2228,12290.571191361798
id,2011,456,2074.779044929172
id,2012,357,1608.79463187413
id,2034,2215,7753.313316453884
id,2049,1389,6312.786280764424
id,2063,651,3764.5500548801647
id,2079,18,74.1160322687499
id,2097,1164,4073.2341006057463
id,2108,1063,4390.637788896843
id,2170,2347,11737.960276887508
id,2172,1780,7527.62186859766
id,2184,1889,9609.395819394416
id,2206,1027,5452.517662556217
id,2210,1936,8727.92468038544
id,2220,641,3127.4029351272084
id,2272,2507,11763.517073663916
id,2301,1824,8991.88013061315
id,2315,1730,9194.31837816944
id,2384,2147,6971.558688422057
beer_name,8,Foreman,Fore#man
beer_name,24,Marooned On Hog Island,Marooned @@On Hog Island
beer_name,29,21st Amendment IPA (2006),21st Amendment IPA (200#6)
beer_name,31,Brew Free! or Die IPA (2009),Brew Free! or% Die IPA@@ (2009)
beer_name,34,Bitter American (2011),Bitter Americ$an (2011)
beer_name,36,Back in Black,Back in ??Black
beer_name,45,Cast Iron Oatmeal Brown,Cast Iron Oatmeal Br@@own
beer_name,76,Sho'nuff,Sho@@@@'nuff
beer_name,86,P-Town Pilsner,P-Tow$n Pilsn??er
beer_name,104,the Kimmie the Yink and the Holy Gose,the Kim#mie the Yink and th@@e Holy Gose
beer_name,109,Boont Amber Ale,Boont A%mber Ale
beer_name,119,Poleeko Gold Pale Ale (2009),Poleeko Gold Pale Ale$ (2009)
beer_name,143,Aslan IPA,Asl#an IPA
beer_name,153,Michelada,Mich#e%lada
