Attribute,Index,Dirty Value,Clean Value
ProviderNumber,3,33561.79945088877,10018
ProviderNumber,6,40795.0841845629,10018
ProviderNumber,7,empty,10018
ProviderNumber,12,empty,10019
ProviderNumber,17,54819.50288499958,10019
ProviderNumber,27,empty,10001
ProviderNumber,33,32982.61571218176,10001
ProviderNumber,36,38450.90063737117,10001
ProviderNumber,38,empty,10001
ProviderNumber,49,empty,10005
ProviderNumber,50,40655.11049357644,10005
ProviderNumber,51,empty,10005
ProviderNumber,54,38520.676698118674,10005
ProviderNumber,76,33993.10704264322,10006
ProviderNumber,78,empty,10006
ProviderNumber,86,empty,10006
ProviderNumber,93,56323.18834899261,10006
ProviderNumber,106,37727.85115893639,10007
ProviderNumber,110,51489.81715912376,10007
ProviderNumber,135,40706.20137941282,10008
ProviderNumber,136,48298.952247026704,10008
ProviderNumber,142,50005.94394036472,10008
ProviderNumber,144,53169.8195628373,10008
ProviderNumber,145,empty,10009
ProviderNumber,155,32246.250804139338,10009
ProviderNumber,165,32076.034996500566,10009
ProviderNumber,170,empty,10010
ProviderNumber,178,50532.80794979859,10010
ProviderNumber,187,empty,10010
ProviderNumber,196,35764.02017911821,10011
ProviderNumber,200,30398.46690144754,10011
ProviderNumber,203,empty,10011
ProviderNumber,206,empty,10011
ProviderNumber,222,empty,10012
ProviderNumber,233,empty,10012
ProviderNumber,250,empty,10015
ProviderNumber,260,empty,10015
ProviderNumber,261,empty,10015
ProviderNumber,279,empty,10016
ProviderNumber,283,47499.00188264331,10016
ProviderNumber,289,46327.8673928985,10016
ProviderNumber,301,52162.19303368253,10018
ProviderNumber,302,empty,10018
ProviderNumber,305,empty,10018
ProviderNumber,309,empty,10018
ProviderNumber,317,39152.26164708435,10038
ProviderNumber,319,empty,10038
ProviderNumber,328,empty,10038
ProviderNumber,332,37335.651338372554,10055
ProviderNumber,333,empty,10055
ProviderNumber,334,36137.4874883724,10055
ProviderNumber,344,36739.763927816275,10055
ProviderNumber,345,empty,10055
ProviderNumber,348,38365.17794447234,10055
ProviderNumber,349,empty,10056
ProviderNumber,350,empty,10056
